country,channel,year,in-oda-gross-channel
AM,F,2009,2851225
AM,G,2009,9951
AM,H,2009,9904113
AM,I,2009,27268825
AM,J,2009,164744402
AO,A,2009,114660745
AO,D,2009,12450348
AO,E,2009,60787486
AO,F,2009,3553328
AO,G,2009,3795
AO,H,2009,36300807
AO,I,2009,17232073
AO,J,2009,51360716
AR,A,2009,84354425
AR,B,2009,106354
AR,D,2009,7863794
AR,E,2009,11548969
AR,F,2009,3095875
AR,G,2009,77184
AR,H,2009,8367289
AR,I,2009,9467304
AR,J,2009,15502642
AZ,A,2009,93126552
AZ,D,2009,1839886
AZ,E,2009,12431930
AZ,F,2009,2164285
AZ,H,2009,8254656
AZ,I,2009,49462491
AZ,J,2009,53819173
BA,A,2009,177611223
BA,B,2009,17767
BA,D,2009,11275519
BA,E,2009,44621858
BA,F,2009,40671575
BA,G,2009,350170
BA,H,2009,41246252
BA,I,2009,52673821
BA,J,2009,40453753
BB,A,2009,8056954
BB,B,2009,1807
BB,D,2009,458799
BB,E,2009,340386
BB,H,2009,1571318
BB,I,2009,1081135
BB,J,2009,430992
BD,A,2009,371897559
BD,B,2009,9838974
BD,D,2009,69925059
BD,E,2009,138552655
BD,F,2009,152190571
BD,G,2009,797399
BD,H,2009,302260959
BD,I,2009,67484546
BD,J,2009,463527213
BF,A,2009,618129733
BF,D,2009,39655191
BF,E,2009,56871434
BF,F,2009,12872008
BF,G,2009,134295
BF,H,2009,49512821
BF,I,2009,11303173
BF,J,2009,313454086
BI,A,2009,632336247
BI,B,2009,542
BI,C,2009,937
BI,D,2009,20307248
BI,E,2009,75225164
BI,F,2009,8850471
BI,H,2009,765507882
BI,I,2009,11860255
BI,J,2009,85648749
BJ,A,2009,404065839
BJ,D,2009,23912972
BJ,E,2009,31639215
BJ,F,2009,7039598
BJ,G,2009,33364
BJ,H,2009,27375680
BJ,I,2009,10842446
BJ,J,2009,166757203
BO,A,2009,276227718
BO,D,2009,25608365
BO,E,2009,127477650
BO,F,2009,23804978
BO,H,2009,37683965
BO,I,2009,52890282
BO,J,2009,189152646
BR,A,2009,393368145
BR,B,2009,111501
BR,D,2009,29517029
BR,E,2009,65517362
BR,F,2009,10593553
BR,G,2009,12853
BR,H,2009,32359074
BR,I,2009,26403576
BR,J,2009,41015688
BT,A,2009,42511284
BT,B,2009,4092164
BT,D,2009,138294
BT,E,2009,4568618
BT,F,2009,220440
BT,H,2009,4332532
BT,I,2009,3554484
BT,J,2009,46710739
BW,A,2009,110158384
BW,B,2009,446540
BW,D,2009,1591767
BW,E,2009,10977008
BW,F,2009,1885707
BW,H,2009,4157658
BW,I,2009,148326469
BW,J,2009,15826564
BY,A,2009,42463382
BY,D,2009,1304377
BY,E,2009,20676690
BY,F,2009,1195395
BY,H,2009,5293734
BY,I,2009,5508017
BY,J,2009,2431536
BZ,A,2009,14529322
BZ,D,2009,1008127
BZ,E,2009,268116
BZ,F,2009,375771
BZ,H,2009,2981081
BZ,I,2009,250563
BZ,J,2009,3070474
CD,A,2009,827367653
CD,D,2009,145159718
CD,E,2009,328434966
CD,F,2009,7347214
CD,G,2009,199202
CD,H,2009,652342616
CD,I,2009,44950053
CD,J,2009,640778104
CF,A,2009,274441874
CF,D,2009,5268681
CF,E,2009,23162064
CF,F,2009,544260
CF,H,2009,443758973
CF,I,2009,5479133
CF,J,2009,49808795
CG,A,2009,270675010
CG,D,2009,1310208
CG,E,2009,7034748
CG,F,2009,792939
CG,G,2009,53383
CG,H,2009,9874011
CG,I,2009,1028459
CG,J,2009,21592423
CI,A,2009,2160765621
CI,D,2009,29856597
CI,E,2009,14309987
CI,F,2009,1367401
CI,G,2009,600560
CI,H,2009,46510701
CI,I,2009,9624041
CI,J,2009,223537459
CK,A,2009,6853181
CK,B,2009,3250562
CK,D,2009,203031
CK,E,2009,245186
CK,H,2009,546695
CK,I,2009,993628
CK,J,2009,-3262602
CL,A,2009,73906715
CL,B,2009,199087
CL,D,2009,2648985
CL,E,2009,6724449
CL,F,2009,1695049
CL,H,2009,4894718
CL,I,2009,6797335
CL,J,2009,10437041
CM,A,2009,593706813
CM,D,2009,11580410
CM,E,2009,22770204
CM,F,2009,1946848
CM,H,2009,45037717
CM,I,2009,8637841
CM,J,2009,93366101
CN,A,2009,2312465024
CN,B,2009,14326363
CN,D,2009,23677447
CN,E,2009,70025162
CN,F,2009,10824614
CN,G,2009,94417
CN,H,2009,119644875
CN,I,2009,360163822
CN,J,2009,61111544
CO,A,2009,638918857
CO,B,2009,82086
CO,D,2009,32620208
CO,E,2009,124488395
CO,F,2009,18638434
CO,G,2009,178350
CO,H,2009,116961028
CO,I,2009,175640647
CO,J,2009,31226140
CR,A,2009,116645564
CR,D,2009,1153898
CR,E,2009,5353273
CR,F,2009,4252235
CR,H,2009,4309938
CR,I,2009,5569388
CR,J,2009,7345478
CU,A,2009,28946839
CU,D,2009,8756925
CU,E,2009,28380290
CU,F,2009,3802030
CU,G,2009,51456
CU,H,2009,13407743
CU,I,2009,18084152
CU,J,2009,8198328
CV,A,2009,186059943
CV,D,2009,1834583
CV,E,2009,4272317
CV,F,2009,175803
CV,G,2009,96480
CV,H,2009,5837775
CV,I,2009,1980627
CV,J,2009,9880272
DJ,A,2009,115697839
DJ,D,2009,378538
DJ,E,2009,5191230
DJ,F,2009,505716
DJ,H,2009,7506099
DJ,I,2009,3740260
DJ,J,2009,23866807
DM,A,2009,32703097
DM,D,2009,243342
DM,E,2009,174883
DM,F,2009,137877
DM,H,2009,2280834
DM,I,2009,121173
DM,J,2009,1694938
DO,A,2009,125070993
DO,D,2009,11355350
DO,E,2009,35085430
DO,F,2009,430374
DO,H,2009,5992353
DO,I,2009,20371804
DO,J,2009,9348895
DZ,A,2009,273725280
DZ,D,2009,9998964
DZ,E,2009,8270970
DZ,F,2009,283565
DZ,G,2009,7322
DZ,H,2009,18849930
DZ,I,2009,25569062
DZ,J,2009,32297756
EC,A,2009,154306882
EC,D,2009,17529209
EC,E,2009,60790516
EC,F,2009,5680156
EC,H,2009,24332610
EC,I,2009,10732920
EC,J,2009,20760001
EG,A,2009,1029399340
EG,B,2009,4351291
EG,D,2009,29694267
EG,E,2009,57385658
EG,F,2009,4395335
EG,G,2009,7322
EG,H,2009,29022474
EG,I,2009,239908465
EG,J,2009,63859178
ER,A,2009,45642792
ER,D,2009,8806980
ER,E,2009,13196076
ER,F,2009,350166
ER,H,2009,45005082
ER,I,2009,1934271
ER,J,2009,18666175
ET,A,2009,1309550633
ET,B,2009,4761
ET,C,2009,8228
ET,D,2009,64371215
ET,E,2009,477416521
ET,F,2009,22396954
ET,G,2009,1823405
ET,H,2009,806874954
ET,I,2009,81490873
ET,J,2009,1200496636
FJ,A,2009,21700420
FJ,B,2009,10039806
FJ,C,2009,22404
FJ,D,2009,2397333
FJ,E,2009,2600653
FJ,F,2009,2843639
FJ,H,2009,31733159
FJ,I,2009,13445388
FJ,J,2009,2004859
GA,A,2009,85097805
GA,D,2009,485804
GA,E,2009,1538505
GA,F,2009,246529
GA,H,2009,3040853
GA,I,2009,2297879
GA,J,2009,13625903
GD,A,2009,27603767
GD,D,2009,270935
GD,E,2009,271523
GD,F,2009,148090
GD,H,2009,2036660
GD,I,2009,333857
GD,J,2009,3112423
GE,A,2009,398793283
GE,D,2009,13875037
GE,E,2009,136923118
GE,F,2009,3326288
GE,G,2009,183753
GE,H,2009,56220046
GE,I,2009,28758976
GE,J,2009,178999127
GH,A,2009,1140386092
GH,B,2009,178419
GH,D,2009,32642089
GH,E,2009,52264311
GH,F,2009,2112097
GH,H,2009,57562160
GH,I,2009,59419805
GH,J,2009,369811172
GM,A,2009,80109509
GM,D,2009,2699776
GM,E,2009,6879583
GM,F,2009,263703
GM,H,2009,5228659
GM,I,2009,255438
GM,J,2009,25587958
GN,A,2009,163282262
GN,D,2009,27597197
GN,E,2009,19836052
GN,F,2009,622649
GN,H,2009,21132401
GN,I,2009,4557561
GN,J,2009,26844779
GQ,A,2009,7956522
GQ,D,2009,4142287
GQ,E,2009,12703724
GQ,F,2009,283921
GQ,H,2009,2511710
GQ,I,2009,2389560
GQ,J,2009,3320440
GT,A,2009,167247825
GT,D,2009,29463090
GT,E,2009,104763061
GT,F,2009,11285602
GT,G,2009,625873
GT,H,2009,45486475
GT,I,2009,39564619
GT,J,2009,33457567
GW,A,2009,93879638
GW,D,2009,5214562
GW,E,2009,10156724
GW,F,2009,688429
GW,H,2009,20690218
GW,I,2009,638170
GW,J,2009,29924385
GY,A,2009,76769910
GY,D,2009,1550369
GY,E,2009,6076505
GY,F,2009,111499
GY,H,2009,7463457
GY,I,2009,12757019
GY,J,2009,77155953
HN,A,2009,232364930
HN,D,2009,19508074
HN,E,2009,61985778
HN,F,2009,4982264
HN,H,2009,31845557
HN,I,2009,21142291
HN,J,2009,99139670
HR,A,2009,155002383
HR,B,2009,19557
HR,D,2009,3123818
HR,E,2009,6524181
HR,F,2009,485360
HR,G,2009,7335
HR,H,2009,3595795
HR,I,2009,8788232
HR,J,2009,4235926
HT,A,2009,418299911
HT,D,2009,44064385
HT,E,2009,207619804
HT,F,2009,2903319
HT,G,2009,30301785
HT,H,2009,588254729
HT,I,2009,55432285
HT,J,2009,655676361
ID,A,2009,2218953558
ID,B,2009,88867439
ID,C,2009,756840
ID,D,2009,60518684
ID,E,2009,107183015
ID,F,2009,17930299
ID,G,2009,3497457
ID,H,2009,335581641
ID,I,2009,494150987
ID,J,2009,285533066
IN,A,2009,2667394554
IN,B,2009,8248899
IN,D,2009,56501022
IN,E,2009,133168609
IN,F,2009,14635452
IN,G,2009,649807
IN,H,2009,95224666
IN,I,2009,92573189
IN,J,2009,1400674819
IQ,A,2009,1053445918
IQ,B,2009,23891590
IQ,D,2009,162052304
IQ,E,2009,452624037
IQ,F,2009,9844465
IQ,H,2009,406876854
IQ,I,2009,726527872
IQ,J,2009,47684682
IR,A,2009,63320095
IR,B,2009,230427
IR,D,2009,269691
IR,E,2009,3439850
IR,F,2009,155495
IR,H,2009,10488392
IR,I,2009,14011802
IR,J,2009,7629364
JM,A,2009,149680632
JM,D,2009,1521551
JM,E,2009,2430474
JM,F,2009,420986
JM,H,2009,5809170
JM,I,2009,20708510
JM,J,2009,10498762
JO,A,2009,539270619
JO,B,2009,136162
JO,D,2009,10431191
JO,E,2009,33885344
JO,F,2009,2576356
JO,G,2009,548599
JO,H,2009,13477889
JO,I,2009,152671267
JO,J,2009,19326302
KE,A,2009,868813541
KE,B,2009,1134936
KE,C,2009,34659
KE,D,2009,74190218
KE,E,2009,281224807
KE,F,2009,43997818
KE,G,2009,19296
KE,H,2009,400641405
KE,I,2009,115401781
KE,J,2009,256655430
KG,A,2009,129174116
KG,D,2009,705051
KG,E,2009,25977144
KG,F,2009,1398675
KG,G,2009,2668
KG,H,2009,30134206
KG,I,2009,24533894
KG,J,2009,43649090
KH,A,2009,302910801
KH,B,2009,9119469
KH,D,2009,23545387
KH,E,2009,93316420
KH,F,2009,4540686
KH,G,2009,30384
KH,H,2009,115417260
KH,I,2009,56198174
KH,J,2009,89893620
KI,A,2009,15603911
KI,B,2009,3892175
KI,C,2009,713281
KI,D,2009,402068
KI,E,2009,2948743
KI,F,2009,161545
KI,H,2009,2627183
KI,I,2009,5750383
KM,A,2009,44145803
KM,B,2009,427
KM,D,2009,1947937
KM,E,2009,396931
KM,F,2009,518746
KM,H,2009,3674733
KM,I,2009,323395
KM,J,2009,7867684
KN,A,2009,2796685
KN,D,2009,9510
KN,E,2009,154722
KN,F,2009,28854
KN,H,2009,2090697
KN,I,2009,457216
KP,A,2009,7426915
KP,B,2009,301078
KP,D,2009,1101718
KP,E,2009,23464679
KP,H,2009,21836370
KP,I,2009,2017427
KP,J,2009,13502227
KZ,A,2009,204442988
KZ,D,2009,611032
KZ,E,2009,20722857
KZ,F,2009,1259582
KZ,G,2009,172387
KZ,H,2009,10314707
KZ,I,2009,32579146
KZ,J,2009,2549548
LA,A,2009,219214126
LA,B,2009,8946116
LA,C,2009,5648018
LA,D,2009,10231462
LA,E,2009,22897616
LA,F,2009,701523
LA,G,2009,13068
LA,H,2009,49645153
LA,I,2009,21530440
LA,J,2009,68909263
LB,A,2009,233019289
LB,B,2009,68088
LB,D,2009,34659880
LB,E,2009,45774926
LB,F,2009,4982017
LB,G,2009,7322
LB,H,2009,107558489
LB,I,2009,64932068
LB,J,2009,28359091
LC,A,2009,34182485
LC,D,2009,392994
LC,E,2009,260141
LC,F,2009,147295
LC,H,2009,1987854
LC,I,2009,173866
LC,J,2009,1738472
LK,A,2009,485264232
LK,B,2009,7909959
LK,D,2009,29409232
LK,E,2009,99989059
LK,F,2009,19820326
LK,G,2009,414555
LK,H,2009,188162070
LK,I,2009,34362482
LK,J,2009,229285941
LR,A,2009,204621930
LR,B,2009,182
LR,D,2009,19586700
LR,E,2009,92847349
LR,F,2009,501866
LR,H,2009,101780705
LR,I,2009,56671064
LR,J,2009,61393551
LS,A,2009,80686322
LS,B,2009,601508
LS,C,2009,1860
LS,D,2009,4621387
LS,E,2009,9058123
LS,F,2009,423328
LS,H,2009,16679424
LS,I,2009,2007038
LS,J,2009,24126498
LY,A,2009,28049349
LY,D,2009,1671136
LY,E,2009,728113
LY,G,2009,7322
LY,H,2009,150306
LY,I,2009,1190100
LY,J,2009,1099655
MA,A,2009,1115488028
MA,D,2009,11108086
MA,E,2009,42008166
MA,F,2009,2715345
MA,G,2009,7322
MA,H,2009,7812430
MA,I,2009,45056243
MA,J,2009,74220547
MD,A,2009,133774135
MD,D,2009,1793831
MD,E,2009,24081090
MD,F,2009,769862
MD,G,2009,20427
MD,H,2009,37563128
MD,I,2009,21062062
MD,J,2009,28491803
ME,A,2009,45876014
ME,D,2009,1220964
ME,E,2009,8652160
ME,F,2009,315029
ME,G,2009,7335
ME,H,2009,5242447
ME,I,2009,7730235
ME,J,2009,6966522
MG,A,2009,206164642
MG,B,2009,87212
MG,D,2009,34062103
MG,E,2009,49710960
MG,F,2009,1772300
MG,H,2009,43391131
MG,I,2009,12375155
MG,J,2009,92242996
MH,A,2009,61100698
MH,B,2009,1145960
MH,C,2009,41328
MH,D,2009,64
MH,E,2009,812094
MH,F,2009,1207704
MH,H,2009,355448
MH,I,2009,125759
MK,A,2009,111650086
MK,D,2009,2549651
MK,E,2009,19846406
MK,F,2009,6168419
MK,G,2009,7335
MK,H,2009,22874971
MK,I,2009,32376377
MK,J,2009,2601820
ML,A,2009,587605234
ML,D,2009,37158630
ML,E,2009,79118913
ML,F,2009,7179896
ML,H,2009,32859764
ML,I,2009,46022883
ML,J,2009,233396542
MM,A,2009,66796253
MM,B,2009,927225
MM,D,2009,28954828
MM,E,2009,87474596
MM,F,2009,9077236
MM,H,2009,144554323
MM,I,2009,11969124
MM,J,2009,29095852
MN,A,2009,188343614
MN,B,2009,2946638
MN,D,2009,2228329
MN,E,2009,24406139
MN,F,2009,5307961
MN,G,2009,325401
MN,H,2009,22437368
MN,I,2009,20462268
MN,J,2009,70693595
MR,A,2009,124160734
MR,D,2009,6661561
MR,E,2009,26709162
MR,F,2009,234703
MR,H,2009,19434510
MR,I,2009,3543779
MR,J,2009,68881853
MS,A,2009,45949826
MS,E,2009,140713
MS,H,2009,1207901
MS,I,2009,207893
MU,A,2009,156074116
MU,B,2009,154974
MU,D,2009,1085151
MU,E,2009,706009
MU,F,2009,351424
MU,H,2009,5671300
MU,I,2009,211406
MU,J,2009,8075675
MV,A,2009,22650799
MV,B,2009,2269880
MV,D,2009,102893
MV,E,2009,709121
MV,F,2009,14494
MV,H,2009,4455193
MV,I,2009,1675398
MV,J,2009,15180191
MW,A,2009,424603164
MW,B,2009,531487
MW,D,2009,20921817
MW,E,2009,112380780
MW,F,2009,11411194
MW,H,2009,68529255
MW,I,2009,37825385
MW,J,2009,121976289
MX,A,2009,190116659
MX,B,2009,251218
MX,D,2009,3674149
MX,E,2009,24139832
MX,F,2009,2087685
MX,G,2009,210003
MX,H,2009,23724565
MX,I,2009,35309186
MX,J,2009,25890740
MY,A,2009,288314158
MY,B,2009,1116032
MY,D,2009,303655
MY,E,2009,3966460
MY,F,2009,333917
MY,H,2009,3358846
MY,I,2009,16441328
MY,J,2009,6304475
MZ,A,2009,1259778367
MZ,B,2009,1314866
MZ,D,2009,31064412
MZ,E,2009,218693785
MZ,F,2009,17802585
MZ,G,2009,102948
MZ,H,2009,76701655
MZ,I,2009,126828639
MZ,J,2009,339113584
NA,A,2009,229047180
NA,B,2009,157693
NA,D,2009,3669989
NA,E,2009,30882725
NA,F,2009,1170222
NA,G,2009,1114228
NA,H,2009,12692571
NA,I,2009,12345152
NA,J,2009,3936783
NE,A,2009,223714202
NE,D,2009,36240933
NE,E,2009,60872393
NE,F,2009,3791199
NE,H,2009,49182323
NE,I,2009,4537038
NE,J,2009,99607426
NG,A,2009,600921152
NG,B,2009,146330
NG,D,2009,187717854
NG,E,2009,191843181
NG,F,2009,15681777
NG,G,2009,418458
NG,H,2009,82494860
NG,I,2009,50931619
NG,J,2009,590647713
NI,A,2009,349194104
NI,D,2009,34222983
NI,E,2009,88224065
NI,F,2009,13562593
NI,H,2009,50973015
NI,I,2009,30979453
NI,J,2009,226226741
NP,A,2009,278366572
NP,B,2009,1620653
NP,C,2009,2703664
NP,D,2009,23977760
NP,E,2009,85852917
NP,F,2009,12644631
NP,G,2009,250242
NP,H,2009,146889084
NP,I,2009,46564325
NP,J,2009,203628581
NR,A,2009,139562464
NR,B,2009,4239727
NR,C,2009,41328
NR,D,2009,1759
NR,E,2009,4905059
NR,F,2009,805592
NR,H,2009,1368198
NR,I,2009,9675656
NR,J,2009,964
NU,A,2009,8648487
NU,B,2009,168514
NU,D,2009,804
NU,E,2009,594387
NU,H,2009,426966
NU,I,2009,103428
NU,J,2009,70996
OM,A,2009,106067637
OM,D,2009,8856
OM,E,2009,486459
OM,F,2009,248478
OM,H,2009,487067
OM,I,2009,47932738
OM,J,2009,518227
PA,A,2009,69678383
PA,D,2009,324137
PA,E,2009,3546757
PA,F,2009,622952
PA,H,2009,3014513
PA,I,2009,3918770
PA,J,2009,3631429
PE,A,2009,427958086
PE,B,2009,29274
PE,D,2009,38741836
PE,E,2009,112761338
PE,F,2009,2124120
PE,H,2009,21630008
PE,I,2009,73139364
PE,J,2009,26474027
PG,A,2009,100533667
PG,B,2009,86955182
PG,C,2009,2661628
PG,D,2009,12617457
PG,E,2009,26277280
PG,F,2009,14846194
PG,G,2009,14647372
PG,H,2009,15443708
PG,I,2009,277988968
PG,J,2009,19792923
PH,A,2009,873460703
PH,B,2009,16100332
PH,C,2009,9263001
PH,D,2009,27259499
PH,E,2009,80104736
PH,F,2009,6628586
PH,G,2009,22943564
PH,H,2009,107454849
PH,I,2009,165459609
PH,J,2009,10099522
PK,A,2009,650380021
PK,B,2009,10240202
PK,D,2009,74868206
PK,E,2009,360803002
PK,F,2009,20733469
PK,G,2009,3759254
PK,H,2009,510551967
PK,I,2009,183412348
PK,J,2009,1285962534
PS,A,2009,1184451187
PS,B,2009,340685
PS,D,2009,71692368
PS,E,2009,224065459
PS,F,2009,48701748
PS,G,2009,7335
PS,H,2009,844480510
PS,I,2009,145445584
PS,J,2009,72029861
PW,A,2009,35353143
PW,B,2009,443161
PW,D,2009,491
PW,E,2009,470792
PW,F,2009,35698
PW,H,2009,354267
PW,I,2009,364197
PY,A,2009,154472628
PY,D,2009,9203760
PY,E,2009,21185300
PY,F,2009,7763657
PY,H,2009,8056053
PY,I,2009,17048730
PY,J,2009,7409959
RS,A,2009,427032026
RS,B,2009,26172
RS,D,2009,8717981
RS,E,2009,39878227
RS,F,2009,6193503
RS,G,2009,7335
RS,H,2009,43929309
RS,I,2009,56074355
RS,J,2009,22036353
RW,A,2009,559228310
RW,B,2009,34840
RW,C,2009,1641
RW,D,2009,21353205
RW,E,2009,117865128
RW,F,2009,4169915
RW,G,2009,187884
RW,H,2009,66094088
RW,I,2009,38011370
RW,J,2009,139250614
SB,A,2009,39800354
SB,B,2009,112235327
SB,C,2009,15958262
SB,D,2009,1599643
SB,E,2009,10161578
SB,F,2009,1639777
SB,H,2009,16844188
SB,I,2009,87706437
SB,J,2009,7466969
SC,A,2009,21198411
SC,D,2009,207878
SC,E,2009,1375043
SC,H,2009,325520
SC,I,2009,57367
SC,J,2009,1100645
SD,A,2009,211960822
SD,B,2009,2028383
SD,D,2009,88670166
SD,E,2009,379303740
SD,F,2009,5431820
SD,G,2009,445812
SD,H,2009,1507482530
SD,I,2009,147972470
SD,J,2009,56183799
SH,A,2009,43261096
SH,E,2009,91568
SH,F,2009,12406
SH,I,2009,67622
SL,A,2009,251283557
SL,D,2009,8084369
SL,E,2009,42019700
SL,F,2009,307049
SL,H,2009,62820403
SL,I,2009,11511777
SL,J,2009,56539746
SN,A,2009,656908595
SN,D,2009,21837467
SN,E,2009,80433872
SN,F,2009,3393110
SN,G,2009,3126876
SN,H,2009,33602470
SN,I,2009,28902529
SN,J,2009,200240643
SO,A,2009,34035411
SO,D,2009,49629965
SO,E,2009,149148066
SO,F,2009,4951626
SO,H,2009,382847570
SO,I,2009,16987930
SO,J,2009,31393693
SR,A,2009,137663105
SR,D,2009,1540608
SR,E,2009,2252349
SR,F,2009,6867782
SR,H,2009,1668177
SR,I,2009,250335
SR,J,2009,2450696
ST,A,2009,17971386
ST,D,2009,1024793
ST,E,2009,2156124
ST,F,2009,583140
ST,H,2009,981515
ST,I,2009,184556
ST,J,2009,4830323
SV,A,2009,210138985
SV,D,2009,5069914
SV,E,2009,56842256
SV,F,2009,2730663
SV,H,2009,11706016
SV,I,2009,30215289
SV,J,2009,18820400
SY,A,2009,242981782
SY,B,2009,43898
SY,D,2009,3789399
SY,E,2009,11707314
SY,F,2009,584626
SY,G,2009,7335
SY,H,2009,39995192
SY,I,2009,7674244
SY,J,2009,22896119
SZ,A,2009,38435552
SZ,B,2009,130556
SZ,D,2009,2606895
SZ,E,2009,10394720
SZ,F,2009,345704
SZ,H,2009,7759633
SZ,I,2009,6003796
SZ,J,2009,3392008
TD,A,2009,176868680
TD,D,2009,25456916
TD,E,2009,47121620
TD,F,2009,2087065
TD,H,2009,267345860
TD,I,2009,3594181
TD,J,2009,61694060
TG,A,2009,439076076
TG,D,2009,16440988
TG,E,2009,11914736
TG,F,2009,1096111
TG,H,2009,27564021
TG,I,2009,4861783
TG,J,2009,56651279
TH,A,2009,190349217
TH,B,2009,4116180
TH,D,2009,24140229
TH,E,2009,24254354
TH,F,2009,2154136
TH,G,2009,224301
TH,H,2009,8935322
TH,I,2009,38496295
TH,J,2009,8496955
TJ,A,2009,126752302
TJ,D,2009,7225021
TJ,E,2009,35277774
TJ,F,2009,3130157
TJ,G,2009,31870
TJ,H,2009,50747093
TJ,I,2009,16851666
TJ,J,2009,63925914
TK,A,2009,12727810
TK,B,2009,77753
TK,D,2009,362
TK,E,2009,144012
TK,H,2009,335985
TK,I,2009,25282
TK,J,2009,165295
TL,A,2009,72191071
TL,B,2009,30768317
TL,D,2009,3982664
TL,E,2009,23592900
TL,F,2009,6792561
TL,H,2009,57891506
TL,I,2009,42480978
TL,J,2009,5932752
TM,A,2009,9593659
TM,D,2009,700459
TM,E,2009,4069939
TM,H,2009,3769080
TM,I,2009,4682841
TM,J,2009,2430984
TN,A,2009,614283911
TN,D,2009,3366110
TN,E,2009,4052950
TN,F,2009,229224
TN,G,2009,7322
TN,H,2009,6577530
TN,I,2009,9774797
TN,J,2009,45708770
TO,A,2009,23929768
TO,B,2009,2397701
TO,C,2009,6873639
TO,D,2009,187080
TO,E,2009,2219785
TO,F,2009,604412
TO,H,2009,2744522
TO,I,2009,5739723
TO,J,2009,3068749
TR,A,2009,1616596878
TR,B,2009,74209
TR,D,2009,3030319
TR,E,2009,6939882
TR,F,2009,1847732
TR,G,2009,44758
TR,H,2009,63018856
TR,I,2009,35644878
TR,J,2009,17803074
TT,A,2009,3227891
TT,B,2009,171765
TT,D,2009,229116
TT,E,2009,462704
TT,F,2009,83758
TT,H,2009,1568759
TT,I,2009,940499
TT,J,2009,1211534
TV,A,2009,14711998
TV,B,2009,1381033
TV,C,2009,6950
TV,E,2009,1255521
TV,F,2009,117872
TV,H,2009,927717
TV,I,2009,213304
TV,J,2009,104655
TZ,A,2009,1741413552
TZ,B,2009,995877
TZ,C,2009,937
TZ,D,2009,75213281
TZ,E,2009,154240420
TZ,F,2009,41777191
TZ,G,2009,22573
TZ,H,2009,137760882
TZ,I,2009,123751059
TZ,J,2009,783528934
UA,A,2009,411920610
UA,D,2009,46409148
UA,E,2009,36201169
UA,F,2009,2969607
UA,G,2009,138469
UA,H,2009,66647460
UA,I,2009,58118455
UA,J,2009,7149932
UG,A,2009,771336269
UG,B,2009,978787
UG,C,2009,468
UG,D,2009,41120396
UG,E,2009,182423295
UG,F,2009,30045072
UG,G,2009,47500
UG,H,2009,134352651
UG,I,2009,149204256
UG,J,2009,529922543
UY,A,2009,27985415
UY,D,2009,2542693
UY,E,2009,2311924
UY,F,2009,1658162
UY,H,2009,9802362
UY,I,2009,573987
UY,J,2009,24985111
UZ,A,2009,108797816
UZ,D,2009,219062
UZ,E,2009,6653068
UZ,F,2009,701849
UZ,H,2009,16225873
UZ,I,2009,12785643
UZ,J,2009,38912275
VC,A,2009,23261581
VC,D,2009,363058
VC,E,2009,220310
VC,F,2009,28832
VC,H,2009,2053893
VC,I,2009,124907
VC,J,2009,1399270
VE,A,2009,22493070
VE,D,2009,2032300
VE,E,2009,9525347
VE,F,2009,3149174
VE,H,2009,4228549
VE,I,2009,7949086
VE,J,2009,5960295
VN,A,2009,2175586293
VN,B,2009,22868502
VN,C,2009,24092038
VN,D,2009,17249271
VN,E,2009,79999270
VN,F,2009,10925641
VN,G,2009,1930199
VN,H,2009,133347347
VN,I,2009,130396045
VN,J,2009,1364270243
VU,A,2009,86370480
VU,B,2009,8966668
VU,C,2009,299399
VU,D,2009,1096309
VU,E,2009,5563486
VU,F,2009,3171132
VU,H,2009,8012355
VU,I,2009,12337070
VU,J,2009,1621853
WF,A,2009,113346541
WF,B,2009,672
WF,H,2009,22797
WS,A,2009,55551938
WS,B,2009,5655664
WS,D,2009,330457
WS,E,2009,3083420
WS,F,2009,801363
WS,H,2009,9592063
WS,I,2009,5783808
WS,J,2009,4451262
XK,A,2009,432014503
XK,D,2009,4689957
XK,E,2009,44265166
XK,F,2009,4679054
XK,G,2009,279417
XK,H,2009,191178635
XK,I,2009,74751298
XK,J,2009,8988601
YE,A,2009,198821059
YE,D,2009,5726490
YE,E,2009,39589948
YE,F,2009,3827159
YE,G,2009,11682
YE,H,2009,47747814
YE,I,2009,125350979
YE,J,2009,160545723
YT,A,2009,526239231
ZA,A,2009,566707489
ZA,B,2009,1594234
ZA,C,2009,26449
ZA,D,2009,87561467
ZA,E,2009,223218147
ZA,F,2009,33591262
ZA,G,2009,280188
ZA,H,2009,34824529
ZA,I,2009,165272808
ZA,J,2009,28501555
ZM,A,2009,849667500
ZM,B,2009,813593
ZM,D,2009,78108574
ZM,E,2009,139564141
ZM,F,2009,25838376
ZM,G,2009,697781
ZM,H,2009,41587415
ZM,I,2009,56516719
ZM,J,2009,109014977
ZW,A,2009,127585748
ZW,B,2009,671403
ZW,D,2009,52272319
ZW,E,2009,208903519
ZW,F,2009,22626403
ZW,G,2009,13340
ZW,H,2009,306091714
ZW,I,2009,44059508
ZW,J,2009,20346749
51,A,2010,240660042
51,B,2010,37124104
51,C,2010,127180287
51,D,2010,37132714
51,E,2010,135120620
51,F,2010,43531306
51,G,2010,20969747
51,H,2010,473854946
51,I,2010,194489637
51,J,2010,381572292
52,A,2010,111720022
52,B,2010,11698726
52,C,2010,14760052
52,D,2010,24452027
52,E,2010,89946091
52,F,2010,7723549
52,G,2010,1656434
