country,currency,year,type,l1,l2,l3,l4,l5,value
uganda,ugandan shillings,2010.0,actual ,total financing,domestic financing net,,,,749000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,domestic financing net,,,,1105000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,domestic financing net,,,,20000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,domestic financing net,,,,666000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,domestic financing net,,,,1862000000000.0
uganda,ugandan shillings,2014.0,prel,total financing,domestic financing net,,,,1576000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,domestic financing net,,,,2600000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,domestic financing net,,,,1585000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,domestic financing net,,,,2334000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,domestic financing net,,,,1844000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,domestic financing net,,,,1287000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,domestic financing net,bank financing,,,542000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,domestic financing net,bank financing,,,46000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,domestic financing net,bank financing,,,21400000000.0
uganda,ugandan shillings,2003.0,actual,total financing,domestic financing net,bank financing,,,-92000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,domestic financing net,bank financing,,,-307000000000.0
uganda,ugandan shillings,2005.0,actual,total financing,domestic financing net,bank financing,,,-260000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,domestic financing net,bank financing,,,-135000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,domestic financing net,bank financing,,,-562000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,domestic financing net,bank financing,,,-177000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,domestic financing net,bank financing,,,475000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,domestic financing net,bank financing,,,811000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,domestic financing net,bank financing,,,622000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,domestic financing net,bank financing,,,-1242000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,domestic financing net,bank financing,,,508000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,domestic financing net,bank financing,,,1238000000000.0
uganda,ugandan shillings,2014.0,prel,total financing,domestic financing net,bank financing,,,647000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,domestic financing net,bank financing,,,1550000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,domestic financing net,bank financing,,,863000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,domestic financing net,bank financing,,,1550000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,domestic financing net,bank financing,,,1077000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,domestic financing net,bank financing,,,615000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,domestic financing net,nonbank financing,,,31000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,domestic financing net,nonbank financing,,,-57000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,domestic financing net,nonbank financing,,,-76100000000.0
uganda,ugandan shillings,2003.0,actual,total financing,domestic financing net,nonbank financing,,,73000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,domestic financing net,nonbank financing,,,107000000000.0
uganda,ugandan shillings,2005.0,actual,total financing,domestic financing net,nonbank financing,,,186000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,domestic financing net,nonbank financing,,,-69000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,domestic financing net,nonbank financing,,,357000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,domestic financing net,nonbank financing,,,99000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,domestic financing net,nonbank financing,,,-409000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,domestic financing net,nonbank financing,,,-62000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,domestic financing net,nonbank financing,,,483000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,domestic financing net,nonbank financing,,,1262000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,domestic financing net,nonbank financing,,,158000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,domestic financing net,nonbank financing,,,624000000000.0
uganda,ugandan shillings,2014.0,prel,total financing,domestic financing net,nonbank financing,,,930000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,domestic financing net,nonbank financing,,,1050000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,domestic financing net,nonbank financing,,,722000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,domestic financing net,nonbank financing,,,784000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,domestic financing net,nonbank financing,,,767000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,domestic financing net,nonbank financing,,,673000000000.0
