"id","destination-institution-type.2000","creditor-type.2000","creditor-institution.2000","financing-type.2000","value.2000","destination-institution-type.2001","creditor-type.2001","creditor-institution.2001","financing-type.2001","value.2001","destination-institution-type.2002","creditor-type.2002","creditor-institution.2002","financing-type.2002","value.2002","destination-institution-type.2003","creditor-type.2003","creditor-institution.2003","financing-type.2003","value.2003","destination-institution-type.2004","creditor-type.2004","creditor-institution.2004","financing-type.2004","value.2004","destination-institution-type.2005","creditor-type.2005","creditor-institution.2005","financing-type.2005","value.2005","destination-institution-type.2006","creditor-type.2006","creditor-institution.2006","financing-type.2006","value.2006","destination-institution-type.2007","creditor-type.2007","creditor-institution.2007","financing-type.2007","value.2007","destination-institution-type.2008","creditor-type.2008","creditor-institution.2008","financing-type.2008","value.2008","destination-institution-type.2009","creditor-type.2009","creditor-institution.2009","financing-type.2009","value.2009","destination-institution-type.2010","creditor-type.2010","creditor-institution.2010","financing-type.2010","value.2010","destination-institution-type.2011","creditor-type.2011","creditor-institution.2011","financing-type.2011","value.2011","destination-institution-type.2012","creditor-type.2012","creditor-institution.2012","financing-type.2012","value.2012","destination-institution-type.2013","creditor-type.2013","creditor-institution.2013","financing-type.2013","value.2013"
"RU","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"RW","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SA","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SB","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SC","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SD","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SE","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SG","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SI","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SK","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SL","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SM","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"SR","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SS","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"ST","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SV","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",3.8e+07,"png","private","private","bonds",0
"SY","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"SZ","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TD","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TH","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",90497982.59,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",2586640252,"png","private","private","bonds",1352772051,"png","private","private","bonds",1815937186,"png","private","private","bonds",517119050.5,"png","private","private","bonds",236536400.4,"png","private","private","bonds",0,"png","private","private","bonds",688320578,"png","private","private","bonds",1.5e+09,"png","private","private","bonds",0
"TJ","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TL","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"TM","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TO","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"TR","png","private","private","bonds",827577887.4,"png","private","private","bonds",0,"png","private","private","bonds",418312949.1,"png","private","private","bonds",0,"png","private","private","bonds",999404633.9,"png","private","private","bonds",3927085399,"png","private","private","bonds",2110439090,"png","private","private","bonds",996855286,"png","private","private","bonds",140390100.8,"png","private","private","bonds",158788476.2,"png","private","private","bonds",2233828100,"png","private","private","bonds",2079185381,"png","private","private","bonds",6.965e+09,"png","private","private","bonds",8626763238
"TT","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"TV","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"TW","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"TZ","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"UA","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",239116629.6,"png","private","private","bonds",832355828.1,"png","private","private","bonds",1526481191,"png","private","private","bonds",3619169554,"png","private","private","bonds",1289612654,"png","private","private","bonds",1159977855,"png","private","private","bonds",2124642944,"png","private","private","bonds",1671680576,"png","private","private","bonds",0,"png","private","private","bonds",4030704303
"UG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"US","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"UY","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"UZ","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"VC","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"VE","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"VN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",98307949.07,"png","private","private","bonds",0,"png","private","private","bonds",191688590.2
"VU","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"WS","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"XK","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"YE","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"ZA","png","private","private","bonds",1363168952,"png","private","private","bonds",2757425482,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",6681339503,"png","private","private","bonds",0,"png","private","private","bonds",200294596.8,"png","private","private","bonds",1119020189,"png","private","private","bonds",3558624132,"png","private","private","bonds",2737732000,"png","private","private","bonds",3936088185
"ZM","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"ZW","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
