id,parent,year,purpose-code,purpose-name,total-purpose-value,bundle,total-bundle-value
asdb-special-funds,Asian Development Bank,2014,15130,Legal and judicial development,2268435.80,cash-grant,990574.77
asdb-special-funds,Asian Development Bank,2014,16010,Social/welfare services,156029937.06,technical-ooperation,2755729.38
asdb-special-funds,Asian Development Bank,2014,16010,Social/welfare services,156029937.06,cash-grant,5343795.27
asdb-special-funds,Asian Development Bank,2014,16010,Social/welfare services,156029937.06,cash-loan-equity,147930412.41
asdb-special-funds,Asian Development Bank,2014,16030,Housing policy and administrative management,533909.99,technical-ooperation,147585.83
asdb-special-funds,Asian Development Bank,2014,16030,Housing policy and administrative management,533909.99,cash-loan-equity,386324.16
asdb-special-funds,Asian Development Bank,2014,16040,Low-cost housing,1849611.10,cash-loan-equity,1846669.11
asdb-special-funds,Asian Development Bank,2014,16040,Low-cost housing,1849611.10,technical-ooperation,2941.99
asdb-special-funds,Asian Development Bank,2014,16061,Culture and recreation,2940128.24,technical-ooperation,21796.90
asdb-special-funds,Asian Development Bank,2014,16061,Culture and recreation,2940128.24,mixed-project-aid,194439.92
asdb-special-funds,Asian Development Bank,2014,16061,Culture and recreation,2940128.24,cash-loan-equity,2723891.42
asdb-special-funds,Asian Development Bank,2014,21010,Transport policy & administrative management,62247681.47,mixed-project-aid,2258836.64
asdb-special-funds,Asian Development Bank,2014,21010,Transport policy & administrative management,62247681.47,technical-ooperation,5801079.41
asdb-special-funds,Asian Development Bank,2014,21010,Transport policy & administrative management,62247681.47,cash-loan-equity,48855933.33
asdb-special-funds,Asian Development Bank,2014,21010,Transport policy & administrative management,62247681.47,cash-grant,5331832.10
asdb-special-funds,Asian Development Bank,2014,21020,Road transport,467752314.21,mixed-project-aid,1039243.39
asdb-special-funds,Asian Development Bank,2014,21020,Road transport,467752314.21,technical-ooperation,10067650.36
asdb-special-funds,Asian Development Bank,2014,21020,Road transport,467752314.21,cash-loan-equity,309857670.71
asdb-special-funds,Asian Development Bank,2014,21020,Road transport,467752314.21,cash-grant,146787749.74
asdb-special-funds,Asian Development Bank,2014,21030,Rail transport,35211772.61,cash-loan-equity,33465252.13
asdb-special-funds,Asian Development Bank,2014,21030,Rail transport,35211772.61,technical-ooperation,1746520.48
asdb-special-funds,Asian Development Bank,2014,21040,Water transport,5659229.96,cash-loan-equity,2603506.57
asdb-special-funds,Asian Development Bank,2014,21040,Water transport,5659229.96,cash-grant,2829477.77
asdb-special-funds,Asian Development Bank,2014,21040,Water transport,5659229.96,technical-ooperation,226245.61
asdb-special-funds,Asian Development Bank,2014,21050,Air transport,22906949.22,cash-grant,2613233.32
asdb-special-funds,Asian Development Bank,2014,21050,Air transport,22906949.22,cash-loan-equity,19032269.66
asdb-special-funds,Asian Development Bank,2014,21050,Air transport,22906949.22,mixed-project-aid,1020783.34
asdb-special-funds,Asian Development Bank,2014,21050,Air transport,22906949.22,technical-ooperation,240662.90
asdb-special-funds,Asian Development Bank,2014,21061,Storage,168505.33,technical-ooperation,168505.33
asdb-special-funds,Asian Development Bank,2014,22010,Communications policy & administrative management,299308.48,technical-ooperation,196581.64
asdb-special-funds,Asian Development Bank,2014,22010,Communications policy & administrative management,299308.48,mixed-project-aid,98898.99
asdb-special-funds,Asian Development Bank,2014,22010,Communications policy & administrative management,299308.48,cash-loan-equity,3827.85
asdb-special-funds,Asian Development Bank,2014,22020,Telecommunications,6012453.05,technical-ooperation,622398.93
asdb-special-funds,Asian Development Bank,2014,22020,Telecommunications,6012453.05,cash-loan-equity,1484455.54
asdb-special-funds,Asian Development Bank,2014,22020,Telecommunications,6012453.05,cash-grant,3905598.58
asdb-special-funds,Asian Development Bank,2014,22040,Information and communication technology (ICT),1441410.23,technical-ooperation,770881.25
asdb-special-funds,Asian Development Bank,2014,22040,Information and communication technology (ICT),1441410.23,mixed-project-aid,670528.98
asdb-special-funds,Asian Development Bank,2014,23110,Energy policy and administrative management,420369348.90,mixed-project-aid,1988756.95
asdb-special-funds,Asian Development Bank,2014,23110,Energy policy and administrative management,420369348.90,technical-ooperation,6511404.50
asdb-special-funds,Asian Development Bank,2014,23110,Energy policy and administrative management,420369348.90,cash-loan-equity,405163204.28
asdb-special-funds,Asian Development Bank,2014,23110,Energy policy and administrative management,420369348.90,cash-grant,6705983.17
asdb-special-funds,Asian Development Bank,2014,23220,Hydro-electric power plants,50399401.47,technical-ooperation,1769313.79
asdb-special-funds,Asian Development Bank,2014,23220,Hydro-electric power plants,50399401.47,mixed-project-aid,906378.89
asdb-special-funds,Asian Development Bank,2014,23220,Hydro-electric power plants,50399401.47,cash-loan-equity,47723708.80
asdb-special-funds,Asian Development Bank,2014,23230,Solar energy,1999299.13,technical-ooperation,1680247.44
asdb-special-funds,Asian Development Bank,2014,23230,Solar energy,1999299.13,cash-loan-equity,6916.62
asdb-special-funds,Asian Development Bank,2014,23230,Solar energy,1999299.13,mixed-project-aid,312135.06
asdb-special-funds,Asian Development Bank,2014,23240,Wind energy,463678.34,technical-ooperation,241342.84
asdb-special-funds,Asian Development Bank,2014,23240,Wind energy,463678.34,cash-loan-equity,0.00
asdb-special-funds,Asian Development Bank,2014,23240,Wind energy,463678.34,mixed-project-aid,222335.50
asdb-special-funds,Asian Development Bank,2014,23260,Geothermal energy,0.00,technical-ooperation,0.00
asdb-special-funds,Asian Development Bank,2014,23270,Biofuel-fired power plants,1100139.17,technical-ooperation,28282.79
asdb-special-funds,Asian Development Bank,2014,23270,Biofuel-fired power plants,1100139.17,mixed-project-aid,156338.45
asdb-special-funds,Asian Development Bank,2014,23270,Biofuel-fired power plants,1100139.17,cash-loan-equity,915517.93
asdb-special-funds,Asian Development Bank,2014,23310,"Energy generation, non-renewable sources, unspecified",4345515.08,mixed-project-aid,0.00
asdb-special-funds,Asian Development Bank,2014,23310,"Energy generation, non-renewable sources, unspecified",4345515.08,technical-ooperation,890665.66
asdb-special-funds,Asian Development Bank,2014,23310,"Energy generation, non-renewable sources, unspecified",4345515.08,cash-loan-equity,1246362.97
asdb-special-funds,Asian Development Bank,2014,23310,"Energy generation, non-renewable sources, unspecified",4345515.08,cash-grant,2208486.45
asdb-special-funds,Asian Development Bank,2014,23630,Electric power transmission and distribution,120657704.52,mixed-project-aid,930545.94
asdb-special-funds,Asian Development Bank,2014,23630,Electric power transmission and distribution,120657704.52,technical-ooperation,5793797.39
asdb-special-funds,Asian Development Bank,2014,23630,Electric power transmission and distribution,120657704.52,cash-loan-equity,64039477.03
asdb-special-funds,Asian Development Bank,2014,23630,Electric power transmission and distribution,120657704.52,cash-grant,49893884.17
asdb-special-funds,Asian Development Bank,2014,23640,Gas distribution,3623222.36,technical-ooperation,134989.59
asdb-special-funds,Asian Development Bank,2014,23640,Gas distribution,3623222.36,cash-grant,3348657.82
asdb-special-funds,Asian Development Bank,2014,23640,Gas distribution,3623222.36,cash-loan-equity,139574.96
asdb-special-funds,Asian Development Bank,2014,24010,Financial policy & administrative management,39209563.80,technical-ooperation,2743495.17
asdb-special-funds,Asian Development Bank,2014,24010,Financial policy & administrative management,39209563.80,cash-grant,2944750.96
asdb-special-funds,Asian Development Bank,2014,24010,Financial policy & administrative management,39209563.80,cash-loan-equity,33521317.67
asdb-special-funds,Asian Development Bank,2014,24020,Monetary institutions,1374014.51,technical-ooperation,7021.33
asdb-special-funds,Asian Development Bank,2014,24020,Monetary institutions,1374014.51,cash-grant,1366993.18
asdb-special-funds,Asian Development Bank,2014,24030,Formal sector financial intermediaries,169481063.78,cash-loan-equity,165626885.06
asdb-special-funds,Asian Development Bank,2014,24030,Formal sector financial intermediaries,169481063.78,cash-grant,396229.91
asdb-special-funds,Asian Development Bank,2014,24030,Formal sector financial intermediaries,169481063.78,mixed-project-aid,496377.02
asdb-special-funds,Asian Development Bank,2014,24030,Formal sector financial intermediaries,169481063.78,technical-ooperation,2961571.79
asdb-special-funds,Asian Development Bank,2014,24040,Informal/semi-formal financial intermediaries,82819750.87,technical-ooperation,1801397.33
asdb-special-funds,Asian Development Bank,2014,24040,Informal/semi-formal financial intermediaries,82819750.87,cash-loan-equity,73428706.35
asdb-special-funds,Asian Development Bank,2014,24040,Informal/semi-formal financial intermediaries,82819750.87,cash-grant,7368578.64
asdb-special-funds,Asian Development Bank,2014,24040,Informal/semi-formal financial intermediaries,82819750.87,mixed-project-aid,221068.55
asdb-special-funds,Asian Development Bank,2014,31110,Agricultural policy & administrative management,52257097.71,mixed-project-aid,2033352.55
asdb-special-funds,Asian Development Bank,2014,31110,Agricultural policy & administrative management,52257097.71,cash-loan-equity,37837593.00
asdb-special-funds,Asian Development Bank,2014,31110,Agricultural policy & administrative management,52257097.71,cash-grant,8144386.89
asdb-special-funds,Asian Development Bank,2014,31110,Agricultural policy & administrative management,52257097.71,technical-ooperation,4241765.27
asdb-special-funds,Asian Development Bank,2014,31130,Agricultural land resources,9061146.70,technical-ooperation,2052535.31
asdb-special-funds,Asian Development Bank,2014,31130,Agricultural land resources,9061146.70,mixed-project-aid,1616583.75
asdb-special-funds,Asian Development Bank,2014,31130,Agricultural land resources,9061146.70,cash-loan-equity,5392027.64
asdb-special-funds,Asian Development Bank,2014,31140,Agricultural water resources,117200755.90,cash-grant,13185877.56
asdb-special-funds,Asian Development Bank,2014,31140,Agricultural water resources,117200755.90,technical-ooperation,3314352.60
asdb-special-funds,Asian Development Bank,2014,31140,Agricultural water resources,117200755.90,mixed-project-aid,2292677.97
asdb-special-funds,Asian Development Bank,2014,31140,Agricultural water resources,117200755.90,cash-loan-equity,98407847.76
asdb-special-funds,Asian Development Bank,2014,31161,Food crop production,17614599.03,technical-ooperation,3407445.95
asdb-special-funds,Asian Development Bank,2014,31161,Food crop production,17614599.03,cash-loan-equity,10618652.94
asdb-special-funds,Asian Development Bank,2014,31161,Food crop production,17614599.03,cash-grant,2346387.34
asdb-special-funds,Asian Development Bank,2014,31161,Food crop production,17614599.03,mixed-project-aid,1242112.81
asdb-special-funds,Asian Development Bank,2014,31163,Livestock,4497474.09,cash-loan-equity,585637.12
asdb-special-funds,Asian Development Bank,2014,31163,Livestock,4497474.09,cash-grant,2443599.37
asdb-special-funds,Asian Development Bank,2014,31163,Livestock,4497474.09,mixed-project-aid,31140.10
asdb-special-funds,Asian Development Bank,2014,31163,Livestock,4497474.09,technical-ooperation,1437097.49
asdb-special-funds,Asian Development Bank,2014,31182,Agricultural research,192002.61,mixed-project-aid,79277.18
asdb-special-funds,Asian Development Bank,2014,31182,Agricultural research,192002.61,cash-loan-equity,112725.43
asdb-special-funds,Asian Development Bank,2014,31191,Agricultural services,4800311.05,cash-grant,3321753.81
asdb-special-funds,Asian Development Bank,2014,31191,Agricultural services,4800311.05,mixed-project-aid,338317.64
asdb-special-funds,Asian Development Bank,2014,31191,Agricultural services,4800311.05,technical-ooperation,7510.97
asdb-special-funds,Asian Development Bank,2014,31220,Forestry development,1928159.04,technical-ooperation,233269.76
asdb-special-funds,Asian Development Bank,2014,31220,Forestry development,1928159.04,cash-loan-equity,222947.67
asdb-special-funds,Asian Development Bank,2014,31220,Forestry development,1928159.04,mixed-project-aid,1471941.61
asdb-special-funds,Asian Development Bank,2014,31320,Fishery development,549545.77,technical-ooperation,130270.14
asdb-special-funds,Asian Development Bank,2014,31320,Fishery development,549545.77,cash-loan-equity,419275.63
asdb-special-funds,Asian Development Bank,2014,32110,Industrial policy & admin. mgmt,23389726.10,cash-loan-equity,14204079.46
