"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020"
"TG","CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,1.708e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,1.796e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,1.88e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,2.119e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,2.237e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,2.41e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,2.752e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,3.213e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,3.623e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,3.964e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,4.895e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,5.369e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,5.977e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,6.534e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,7.052e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,7.554e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,
"TV","Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,21200000,"Australian dollars","actual","total-revenue-and-grants",,,,,,22300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,27800000,"Australian dollars","actual","total-revenue-and-grants",,,,,,31300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,24900000,"Australian dollars","actual","total-revenue-and-grants",,,,,,26300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,32500000,"Australian dollars","actual","total-revenue-and-grants",,,,,,42700000,"Australian dollars","budget","total-revenue-and-grants",,,,,,5.2e+07,"Australian dollars","proj","total-revenue-and-grants",,,,,,48300000,"Australian dollars","proj","total-revenue-and-grants",,,,,,38400000,"Australian dollars","proj","total-revenue-and-grants",,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,
"VU","vatu","actual","total-revenue-and-grants",,,,,,7.423e+09,"vatu","actual","total-revenue-and-grants",,,,,,7.366e+09,"vatu","actual","total-revenue-and-grants",,,,,,7.082e+09,"vatu","actual","total-revenue-and-grants",,,,,,7.111e+09,"vatu","actual","total-revenue-and-grants",,,,,,8772430000,"vatu","actual","total-revenue-and-grants",,,,,,9319320000,"vatu","actual","total-revenue-and-grants",,,,,,10013866000,"vatu","actual","total-revenue-and-grants",,,,,,11971794000,"vatu","actual","total-revenue-and-grants",,,,,,1.6618e+10,"vatu","actual","total-revenue-and-grants",,,,,,1.69e+10,"vatu","actual","total-revenue-and-grants",,,,,,1.6708e+10,"vatu","actual","total-revenue-and-grants",,,,,,1.5733e+10,"vatu","actual","total-revenue-and-grants",,,,,,1.5792e+10,"vatu","proj","total-revenue-and-grants",,,,,,1.7365e+10,"vatu","proj","total-revenue-and-grants",,,,,,1.9355e+10,"vatu","proj","total-revenue-and-grants",,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,
"ZM","kwacha","actual","total-revenue-and-grants",,,,,,3.102e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3.262e+09,"kwacha","actual","total-revenue-and-grants",,,,,,4.259e+09,"kwacha","actual","total-revenue-and-grants",,,,,,5.103e+09,"kwacha","actual","total-revenue-and-grants",,,,,,6.173e+09,"kwacha","actual","total-revenue-and-grants",,,,,,7.467e+09,"kwacha","actual","total-revenue-and-grants",,,,,,1.6825e+10,"kwacha","actual","total-revenue-and-grants",,,,,,1.0626e+10,"kwacha","actual","total-revenue-and-grants",,,,,,1.229e+10,"kwacha","actual","total-revenue-and-grants",,,,,,1.2182e+10,"kwacha","actual","total-revenue-and-grants",,,,,,1.5198e+10,"kwacha","actual","total-revenue-and-grants",,,,,,2.0233e+10,"kwacha","actual","total-revenue-and-grants",,,,,,2.4098e+10,"kwacha","proj","total-revenue-and-grants",,,,,,2.5313e+10,"kwacha","proj","total-revenue-and-grants",,,,,,3.0575e+10,"kwacha","proj","total-revenue-and-grants",,,,,,3.5663e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4.1272e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4.8086e+10,"kwacha","proj","total-revenue-and-grants",,,,,,5.6649e+10,"kwacha","proj","total-revenue-and-grants",,,,,,,"kwacha","proj","total-revenue-and-grants",,,,,,
"KG","soms","actual","total-revenue-and-grants",,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,"soms","actual","total-revenue-and-grants",,,,,,2.1756e+10,"soms","actual","total-revenue-and-grants",,,,,,2.4913e+10,"soms","actual","total-revenue-and-grants",,,,,,3.0062e+10,"soms","actual","total-revenue-and-grants",,,,,,4.3039e+10,"soms","actual","total-revenue-and-grants",,,,,,5.6224e+10,"soms","actual","total-revenue-and-grants",,,,,,6.4678e+10,"soms","actual","total-revenue-and-grants",,,,,,6.7293e+10,"soms","actual","total-revenue-and-grants",,,,,,9.1057e+10,"soms","actual","total-revenue-and-grants",,,,,,1.04999e+11,"soms","proj","total-revenue-and-grants",,,,,,1.18808e+11,"soms","proj","total-revenue-and-grants",,,,,,1.2214e+11,"soms","proj","total-revenue-and-grants",,,,,,1.35785e+11,"soms","proj","total-revenue-and-grants",,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,"soms","proj","total-revenue-and-grants",,,,,,
"TJ","somoni","actual","total-revenue-and-grants",,,,,,2.45e+08,"somoni","actual","total-revenue-and-grants",,,,,,3.82e+08,"somoni","actual","total-revenue-and-grants",,,,,,5.6e+08,"somoni","actual","total-revenue-and-grants",,,,,,8.24e+08,"somoni","actual","total-revenue-and-grants",,,,,,1.104e+09,"somoni","actual","total-revenue-and-grants",,,,,,1.446e+09,"somoni","actual","total-revenue-and-grants",,,,,,2.19e+09,"somoni","actual","total-revenue-and-grants",,,,,,2.871e+09,"somoni","actual","total-revenue-and-grants",,,,,,3.895e+09,"somoni","actual","total-revenue-and-grants",,,,,,4.829e+09,"somoni","actual","total-revenue-and-grants",,,,,,5.722e+09,"somoni","actual","total-revenue-and-grants",,,,,,7.483e+09,"somoni","proj","total-revenue-and-grants",,,,,,9.175e+09,"somoni","proj","total-revenue-and-grants",,,,,,1.0023e+10,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,
"ZW","US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,9.42e+08,"US dollars","actual","total-revenue-and-grants",,,,,,5.2e+08,"US dollars","actual","total-revenue-and-grants",,,,,,2.02e+08,"US dollars","actual","total-revenue-and-grants",,,,,,1.33e+08,"US dollars","actual","total-revenue-and-grants",,,,,,1.625e+09,"US dollars","actual","total-revenue-and-grants",,,,,,2.786e+09,"US dollars","actual","total-revenue-and-grants",,,,,,2.921e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.496e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.741e+09,"US dollars","proj","total-revenue-and-grants",,,,,,3.928e+09,"US dollars","proj","total-revenue-and-grants",,,,,,3.99e+09,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,
"AM","drams","actual","total-revenue-and-grants",,,,,,,"drams","actual","total-revenue-and-grants",,,,,,2.004e+11,"drams","actual","total-revenue-and-grants",,,,,,2.568e+11,"drams","actual","total-revenue-and-grants",,,,,,2.889e+11,"drams","actual","total-revenue-and-grants",,,,,,2.936e+11,"drams","actual","total-revenue-and-grants",,,,,,3.519e+11,"drams","actual","total-revenue-and-grants",,,,,,4.772e+11,"drams","actual","total-revenue-and-grants",,,,,,6.325e+11,"drams","actual","total-revenue-and-grants",,,,,,7.308e+11,"drams","actual","total-revenue-and-grants",,,,,,6.556e+11,"drams","actual","total-revenue-and-grants",,,,,,7.343e+11,"drams","actual","total-revenue-and-grants",,,,,,8.345e+11,"drams","actual","total-revenue-and-grants",,,,,,8.926e+11,"drams","proj","total-revenue-and-grants",,,,,,1.0294e+12,"drams","proj","total-revenue-and-grants",,,,,,1.0685e+12,"drams","proj","total-revenue-and-grants",,,,,,1.157e+12,"drams","proj","total-revenue-and-grants",,,,,,1.2522e+12,"drams","proj","total-revenue-and-grants",,,,,,,"drams","proj","total-revenue-and-grants",,,,,,,"drams","proj","total-revenue-and-grants",,,,,,,"drams","proj","total-revenue-and-grants",,,,,,
"BZ","Belize dollars","actual","total-revenue-and-grants",,,,,,342333500,"Belize dollars","actual","total-revenue-and-grants",,,,,,373848000,"Belize dollars","actual","total-revenue-and-grants",,,,,,436465500,"Belize dollars","actual","total-revenue-and-grants",,,,,,421953000,"Belize dollars","actual","total-revenue-and-grants",,,,,,482448000,"Belize dollars","actual","total-revenue-and-grants",,,,,,521352000,"Belize dollars","actual","total-revenue-and-grants",,,,,,596575000,"Belize dollars","actual","total-revenue-and-grants",,,,,,6.35e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,7.31e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,7.78e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,7.36e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,7.78e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,8.36e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,8.37e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,9.01e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,9.56e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,9.75e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,1.005e+09,"Belize dollars","proj","total-revenue-and-grants",,,,,,,"Belize dollars","proj","total-revenue-and-grants",,,,,,,"Belize dollars","proj","total-revenue-and-grants",,,,,,
"BO","Bolivianos","actual","total-revenue-and-grants",,,,,,,"Bolivianos","actual","total-revenue-and-grants",,,,,,1.3793e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,1.4377e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,1.5113e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,1.8973e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,2.4302e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,31473200000,"Bolivianos","actual","total-revenue-and-grants",,,,,,3.5445e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,46829272000,"Bolivianos","actual","total-revenue-and-grants",,,,,,43699993000,"Bolivianos","actual","total-revenue-and-grants",,,,,,45912708000,"Bolivianos","actual","total-revenue-and-grants",,,,,,60139422000,"Bolivianos","actual","total-revenue-and-grants",,,,,,70886265000,"Bolivianos","proj","total-revenue-and-grants",,,,,,81832698000,"Bolivianos","proj","total-revenue-and-grants",,,,,,86976576000,"Bolivianos","proj","total-revenue-and-grants",,,,,,93682824000,"Bolivianos","proj","total-revenue-and-grants",,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,
"CM","CFAF BEAC","actual","total-revenue-and-grants",,,,,,,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.35e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.506e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.286e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.59e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4.472e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.985e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.214e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.925e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.94e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.25e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.426e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.623e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,2.887e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.05e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.195e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.401e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.633e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.917e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,
"CV","Cape Verde escudos","actual","total-revenue-and-grants",,,,,,,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,1.89e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,2.3e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,2.19e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,2.8e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,2.6779e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.1044e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.5131e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.9187e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.654e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.8695e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.7916e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.505e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,3.7259e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,4.238e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,4.3526e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,4.718e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,5.0921e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,
"CG","CFAF BEAC","actual","total-revenue-and-grants",,,,,,6.094e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,6.32e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,5.75e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,6.14e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,7.46e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.246e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.796e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.579e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.497e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1.335e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.231e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.894e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2.976e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3.123e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.193e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.237e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.334e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.499e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.43e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,3.239e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,
"CI","CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,1.5075e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,1.566e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,1.7275e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,1.8712e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,2.1562e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,2.1208e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,2.2366e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,1.7259e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,2.6214e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,3.0395e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,3.39e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,3.851e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,4.2314e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,4.8226e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,
"EG","Egyptian pounds","actual","total-revenue-and-grants",,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,1.242e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,1.336e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,1.765e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,206309600000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,249844500000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,288730800000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,289819200000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,329126900000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,3.489e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,4.036e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,4.989e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,5.222e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,5.418e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,6.066e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,6.798e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,7.455e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,
"FJ","Fiji dollars","actual","total-revenue-and-grants",,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.223e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.4e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.389e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.455e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.411e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.538e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.805e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1.928e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,2.094e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,2.28e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,2.405e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,
"SV","US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,2141015000,"US dollars","actual","total-revenue-and-grants",,,,,,2303427000,"US dollars","actual","total-revenue-and-grants",,,,,,2467708000,"US dollars","actual","total-revenue-and-grants",,,,,,2511882000,"US dollars","actual","total-revenue-and-grants",,,,,,2820510000,"US dollars","actual","total-revenue-and-grants",,,,,,3172221000,"US dollars","actual","total-revenue-and-grants",,,,,,3.484e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.732e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.399e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.804e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4.219e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4.507e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4.678e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4.753e+09,"US dollars","proj","total-revenue-and-grants",,,,,,4.966e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5.289e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5.56e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5.785e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5.978e+09,"US dollars","proj","total-revenue-and-grants",,,,,,
"GE","lari","actual","total-revenue-and-grants",,,,,,913300000,"lari","actual","total-revenue-and-grants",,,,,,1081900000,"lari","actual","total-revenue-and-grants",,,,,,1364700000,"lari","actual","total-revenue-and-grants",,,,,,1390100000,"lari","actual","total-revenue-and-grants",,,,,,2165900000,"lari","actual","total-revenue-and-grants",,,,,,2.715e+09,"lari","actual","total-revenue-and-grants",,,,,,3.678e+09,"lari","actual","total-revenue-and-grants",,,,,,4.972e+09,"lari","actual","total-revenue-and-grants",,,,,,5.854e+09,"lari","actual","total-revenue-and-grants",,,,,,5.264e+09,"lari","actual","total-revenue-and-grants",,,,,,5.866e+09,"lari","actual","total-revenue-and-grants",,,,,,6.87e+09,"lari","actual","total-revenue-and-grants",,,,,,7.539e+09,"lari","actual","total-revenue-and-grants",,,,,,7.386e+09,"lari","actual","total-revenue-and-grants",,,,,,7.982e+09,"lari","proj","total-revenue-and-grants",,,,,,8.77e+09,"lari","proj","total-revenue-and-grants",,,,,,9.771e+09,"lari","proj","total-revenue-and-grants",,,,,,1.0622e+10,"lari","proj","total-revenue-and-grants",,,,,,1.1521e+10,"lari","proj","total-revenue-and-grants",,,,,,1.2499e+10,"lari","proj","total-revenue-and-grants",,,,,,
