"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","value-ncu.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","value-ncu.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","value-ncu.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","value-ncu.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","value-ncu.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","value-ncu.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","value-ncu.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","value-ncu.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","value-ncu.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","value-ncu.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","value-ncu.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","value-ncu.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","value-ncu.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","value-ncu.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","value-ncu.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","value-ncu.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","value-ncu.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","value-ncu.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","value-ncu.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","value-ncu.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020","value-ncu.2020"
"CM","CFAF BEAC","actual","total-revenue-and-grants",,,,,,,,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,,,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2489542695,1.35e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3318104289,1.506e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3070737677.4,1.286e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3709481766,1.59e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,10117203709.6,4.472e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4852338256.5,1.985e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,5605941209.4,2.214e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4447868617.5,1.925e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4161581106,1.94e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4915314900,2.25e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4754639282.8,2.426e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,5236513133.6,2.623e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,5731651463.1,2.887e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,5859074705,3.05e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,6019259548.5,3.195e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,6325350190.1,3.401e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,6654751746.3,3.633e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7070188525.3,3.917e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,,
"CV","Cape Verde escudos","actual","total-revenue-and-grants",,,,,,,,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,181054723.5,1.89e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,232176586.6,2.3e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,260503914.21,2.19e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,369034890,2.8e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,350994265.0206,2.6779e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,398841167.5872,3.1044e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,479612926.3335,3.5131e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,554888417.6749,3.9187e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,479098112.472,3.654e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,480871254.683,3.8695e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,481461413.6372,3.7916e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,408670364.475,3.505e+10,"Cape Verde escudos","actual","total-revenue-and-grants",,,,,,439989917.6853,3.7259e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,505454770.782,4.238e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,514899731.1248,4.3526e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,549327096.01,4.718e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,586435586.8644,5.0921e+10,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,,,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,,,"Cape Verde escudos","proj","total-revenue-and-grants",,,,,,,
"CG","CFAF BEAC","actual","total-revenue-and-grants",,,,,,1542005406.04,6.094e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1804310324.8,6.32e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,1757200287.5,5.75e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2354907478.8,6.14e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,2693035083.6,7.46e+11,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3714644103.8,1.246e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4552986258.8,1.796e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4321305670.3,1.579e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,5868710086.8,2.497e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,3740848623,1.335e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,4933839544.4,2.231e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,6064998920.6,2.894e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,5832462115.2,2.976e+12,"CFAF BEAC","actual","total-revenue-and-grants",,,,,,6849849226.5,3.123e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7373541257.6,3.193e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7378315834.5,3.237e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7752398503,3.334e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7798733203.7,3.499e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7841835785,3.43e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,7753101664.6,3.239e+12,"CFAF BEAC","proj","total-revenue-and-grants",,,,,,,
"CI","CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,4048775210.25,1.5075e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,3679649461.8,1.566e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,4446292707,1.7275e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,5162919983.04,1.8712e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,5123423796.34,2.1562e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,5276607025.36,2.1208e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,4781020574.08,2.2366e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,3619162076.31,1.7259e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,5242775096.7,2.6214e+12,"CFA francs BCEAO","actual","total-revenue-and-grants",,,,,,6222837954.55,3.0395e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,6711407079,3.39e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,7451711186.8,3.851e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,8102496713.14,4.2314e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,9229930736.6,4.8226e+12,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,,,"CFA francs BCEAO","proj","total-revenue-and-grants",,,,,,,
"EG","Egyptian pounds","actual","total-revenue-and-grants",,,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,,,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,44641691236.98,1.242e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,46287935034.56,1.336e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,59560739565.15,1.765e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,62250467723.4149,206309600000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,69637330447.1248,249844500000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,72212530540.2059,288730800000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,65952935842.7702,289819200000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,63577041606.5312,329126900000,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,58077510872.91,3.489e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,57322733556.12,4.036e+11,"Egyptian pounds","actual","total-revenue-and-grants",,,,,,59196891693.6,4.989e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,53202946616.26,5.222e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,48630903742.26,5.418e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,47256702035.76,6.066e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,46426076498.34,6.798e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,45365930584.8,7.455e+11,"Egyptian pounds","proj","total-revenue-and-grants",,,,,,,
"FJ","Fiji dollars","actual","total-revenue-and-grants",,,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,,,"Fiji dollars","actual","total-revenue-and-grants",,,,,,932122654.731,1.223e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1005047235.5,1.4e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1041079372.8819,1.389e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1055118080.3025,1.455e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,822552546.9749,1.411e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,876770733.2316,1.538e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1041550094.2565,1.805e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1077173124.3624,1.928e+09,"Fiji dollars","actual","total-revenue-and-grants",,,,,,1103950590.6618,2.094e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,1148583720.288,2.28e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,1147632562.323,2.405e+09,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,,"Fiji dollars","proj","total-revenue-and-grants",,,,,,,
"SV","US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,2991342146.28421,2141015000,"US dollars","actual","total-revenue-and-grants",,,,,,3179869444.15684,2303427000,"US dollars","actual","total-revenue-and-grants",,,,,,3313626376.21401,2467708000,"US dollars","actual","total-revenue-and-grants",,,,,,3271924217.68991,2511882000,"US dollars","actual","total-revenue-and-grants",,,,,,3516478187.39009,2820510000,"US dollars","actual","total-revenue-and-grants",,,,,,3786921204.50159,3172221000,"US dollars","actual","total-revenue-and-grants",,,,,,3984954398198.8,3.484e+12,"US dollars","actual","total-revenue-and-grants",,,,,,4055506961.1612,3.732e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3711264739.809,3.399e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4061298879.63,3.804e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4261829739.627,4.219e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4.507e+09,4.507e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4669049213.038,4.678e+09,"US dollars","actual","total-revenue-and-grants",,,,,,4655058094.9733,4.753e+09,"US dollars","proj","total-revenue-and-grants",,,,,,4744651958.3918,4.966e+09,"US dollars","proj","total-revenue-and-grants",,,,,,4936846755.8358,5.289e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5074613565.14,5.56e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5163568296.1005,5.785e+09,"US dollars","proj","total-revenue-and-grants",,,,,,5207381886.8092,5.978e+09,"US dollars","proj","total-revenue-and-grants",,,,,,,
"GE","lari","actual","total-revenue-and-grants",,,,,,964969706.3888,913300000,"lari","actual","total-revenue-and-grants",,,,,,1032698569.15388,1081900000,"lari","actual","total-revenue-and-grants",,,,,,1157468557.91106,1364700000,"lari","actual","total-revenue-and-grants",,,,,,1166362172.67635,1390100000,"lari","actual","total-revenue-and-grants",,,,,,1877686227.16752,2165900000,"lari","actual","total-revenue-and-grants",,,,,,2305625880.654,2.715e+09,"lari","actual","total-revenue-and-grants",,,,,,2931156028.497,3.678e+09,"lari","actual","total-revenue-and-grants",,,,,,3849935659.9044,4.972e+09,"lari","actual","total-revenue-and-grants",,,,,,4629783033.2652,5.854e+09,"lari","actual","total-revenue-and-grants",,,,,,3791581412.8192,5.264e+09,"lari","actual","total-revenue-and-grants",,,,,,3648281733.9738,5.866e+09,"lari","actual","total-revenue-and-grants",,,,,,4123782590.502,6.87e+09,"lari","actual","total-revenue-and-grants",,,,,,4565694691.6644,7.539e+09,"lari","actual","total-revenue-and-grants",,,,,,4469558646.0042,7.386e+09,"lari","actual","total-revenue-and-grants",,,,,,4283701063.8656,7.982e+09,"lari","proj","total-revenue-and-grants",,,,,,4401037954.207,8.77e+09,"lari","proj","total-revenue-and-grants",,,,,,4575081095.8671,9.771e+09,"lari","proj","total-revenue-and-grants",,,,,,4645033634.42,1.0622e+10,"lari","proj","total-revenue-and-grants",,,,,,4705167843.3533,1.1521e+10,"lari","proj","total-revenue-and-grants",,,,,,4767653567.1992,1.2499e+10,"lari","proj","total-revenue-and-grants",,,,,,,
"GT","quetzales","actual","total-revenue-and-grants",,,,,,4210358698.6777,1.6469e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4278011400.6708,1.8222e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4602666006.7135,2.0771e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4557084965.5228,2.1809e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4618205993.0514,2.3462e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4835134986.14376,24927480000,"quetzales","actual","total-revenue-and-grants",,,,,,5425999862.4,2.925e+10,"quetzales","actual","total-revenue-and-grants",,,,,,5766106007.9573,3.3611e+10,"quetzales","actual","total-revenue-and-grants",,,,,,5660688538.0776,3.5578e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4844642116.4785,3.4037e+10,"quetzales","actual","total-revenue-and-grants",,,,,,5131598350.77,3.7425e+10,"quetzales","actual","total-revenue-and-grants",,,,,,5730315316.5008,4.3178e+10,"quetzales","actual","total-revenue-and-grants",,,,,,5856003100.7736,4.5874e+10,"quetzales","actual","total-revenue-and-grants",,,,,,6071173592.2866,4.9259e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6011809399.2174,5.1517e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6154023705.2454,5.5879e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6294037866.348,6.063e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6418104853.646,6.5612e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6533945225.3514,7.0789e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6647131103.634,7.6314e+10,"quetzales","proj","total-revenue-and-grants",,,,,,,
"GY","Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,655561145.9392,8.5556e+10,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,653541522.33744,97207200000,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,621964071.39195,101398500000,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,708108328.44,1.182e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,680270206.2,1.209e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,696737354.88,1.344e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,735434463.06,1.503e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,760162868.96,1.564e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,792213236.64,1.788e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,858690631.2,2.04e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,836367369.18,2.086e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,857138204.58,2.254e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,814064929.99,2.249e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,,,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,,
"HN","Lempiras","actual","total-revenue-and-grants",,,,,,2805193420.57233,20050952000,"Lempiras","actual","total-revenue-and-grants",,,,,,2940606640.07904,23683200000,"Lempiras","actual","total-revenue-and-grants",,,,,,2788093335.14434,25058398000,"Lempiras","actual","total-revenue-and-grants",,,,,,2816915763.36868,28277964000,"Lempiras","actual","total-revenue-and-grants",,,,,,2966849066.93754,33270648000,"Lempiras","actual","total-revenue-and-grants",,,,,,2590428870.68644,32155900000,"Lempiras","actual","total-revenue-and-grants",,,,,,2859962416.70734,37457355000,"Lempiras","actual","total-revenue-and-grants",,,,,,3100718391.26504,43303962000,"Lempiras","actual","total-revenue-and-grants",,,,,,3470008649.9141,5.2241e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,2900663336.9556,4.7007e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,2976807037.1296,5.0494e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,3142795749.678,5.734e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,3108000001.42901,60823392000,"Lempiras","actual","total-revenue-and-grants",,,,,,3108838022.27727,64574730000,"Lempiras","proj","total-revenue-and-grants",,,,,,3428629981.69451,77191758000,"Lempiras","proj","total-revenue-and-grants",,,,,,3327119604.24289,82171820000,"Lempiras","proj","total-revenue-and-grants",,,,,,3319234713.26008,89113902000,"Lempiras","proj","total-revenue-and-grants",,,,,,3305124949.15223,96259559000,"Lempiras","proj","total-revenue-and-grants",,,,,,3273281710.91685,103271311000,"Lempiras","proj","total-revenue-and-grants",,,,,,3241790327.556,110793947000,"Lempiras","proj","total-revenue-and-grants",,,,,,,
"ID","rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,130248660000,7.62e+14,"rupiah","actual","total-revenue-and-grants",,,,,,143634780900,1.053e+15,"rupiah","actual","total-revenue-and-grants",,,,,,108530805000,9.25e+14,"rupiah","actual","total-revenue-and-grants",,,,,,136039465600,1.096e+15,"rupiah","actual","total-revenue-and-grants",,,,,,157392414900,1.323e+15,"rupiah","actual","total-revenue-and-grants",,,,,,158505676000,1.486e+15,"rupiah","actual","total-revenue-and-grants",,,,,,149831913854.135,1.632e+15,"rupiah","actual","total-revenue-and-grants",,,,,,135436741621.046,1.752e+15,"rupiah","proj","total-revenue-and-grants",,,,,,121593984000,1.769e+15,"rupiah","proj","total-revenue-and-grants",,,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,
"IQ","Iraqi dinar","actual","total-revenue-and-grants",,,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,57495158692.8,2.9784e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,71395248754.9,4.9469e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,71429447646,5.8347e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,75061645020,6.03e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,81226625200,8.2e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,70269496210,5.47e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,80438514560,7.36e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,93957075520,1.046e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,102401224980,1.194e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,106174421990,1.261e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,109909770740,1.358e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,117027787800,1.473e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,125875054890,1.599e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,137127351660,1.754e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,148229002480,1.916e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,,,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,,
"XK","euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,,"euros","actual","total-revenue-and-grants",,,,,,1678176814.7734,1.181e+09,"euros","actual","total-revenue-and-grants",,,,,,1892516883.5936,1.331e+09,"euros","actual","total-revenue-and-grants",,,,,,1740474797.339,1.354e+09,"euros","actual","total-revenue-and-grants",,,,,,1846568465.5416,1.416e+09,"euros","actual","total-revenue-and-grants",,,,,,2009766500.9982,1.526e+09,"euros","proj","total-revenue-and-grants",,,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,
"MH","US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,87181682,76100000,"US dollars","actual","total-revenue-and-grants",,,,,,95908098.85536,85600000,"US dollars","actual","total-revenue-and-grants",,,,,,103835606.58984,94800000,"US dollars","actual","total-revenue-and-grants",,,,,,117711489.47822,108200000,"US dollars","actual","total-revenue-and-grants",,,,,,112030589.84985,107100000,"US dollars","actual","total-revenue-and-grants",,,,,,100996249.87703,97700000,"US dollars","actual","total-revenue-and-grants",,,,,,102899694.9711,1.01e+08,"US dollars","actual","total-revenue-and-grants",,,,,,97787527.53,1e+08,"US dollars","actual","total-revenue-and-grants",,,,,,94800000,94800000,"US dollars","proj","total-revenue-and-grants",,,,,,89395485.88696,90200000,"US dollars","proj","total-revenue-and-grants",,,,,,112880570.286,1.15e+08,"US dollars","proj","total-revenue-and-grants",,,,,,109777451.7733,1.13e+08,"US dollars","proj","total-revenue-and-grants",,,,,,109800150.93774,114300000,"US dollars","proj","total-revenue-and-grants",,,,,,109760795.29454,115700000,"US dollars","proj","total-revenue-and-grants",,,,,,105552999.94008,112700000,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,
"FM","US dollars","actual","total-revenue-and-grants",,,,,,199557442.65504,148800000,"US dollars","actual","total-revenue-and-grants",,,,,,187204679.53029,141100000,"US dollars","actual","total-revenue-and-grants",,,,,,212607708.09054,160300000,"US dollars","actual","total-revenue-and-grants",,,,,,226882204.06248,170400000,"US dollars","actual","total-revenue-and-grants",,,,,,176073942.11424,133600000,"US dollars","actual","total-revenue-and-grants",,,,,,175419135.0864,135900000,"US dollars","actual","total-revenue-and-grants",,,,,,177739945.18742,139700000,"US dollars","actual","total-revenue-and-grants",,,,,,179144815.96836,145200000,"US dollars","actual","total-revenue-and-grants",,,,,,176069221.17358,149800000,"US dollars","actual","total-revenue-and-grants",,,,,,204495391.63876,182800000,"US dollars","actual","total-revenue-and-grants",,,,,,216744582.0998,200500000,"US dollars","actual","total-revenue-and-grants",,,,,,214363061.72815,204500000,"US dollars","actual","total-revenue-and-grants",,,,,,213400000,213400000,"US dollars","proj","total-revenue-and-grants",,,,,,209218197.4488,212400000,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,
