"id","value.1995","value-ncu.1995","value.1996","value-ncu.1996","value.1997","value-ncu.1997","value.1998","value-ncu.1998","value.1999","value-ncu.1999","value.2000","value-ncu.2000","value.2001","value-ncu.2001","value.2002","value-ncu.2002","value.2003","value-ncu.2003","value.2004","value-ncu.2004","value.2005","value-ncu.2005","value.2006","value-ncu.2006","value.2007","value-ncu.2007","value.2008","value-ncu.2008","value.2009","value-ncu.2009","value.2010","value-ncu.2010","value.2011","value-ncu.2011","value.2012","value-ncu.2012","value.2013","value-ncu.2013"
"SI",79.426607337,18,83.2437098615999,24,76.0357348351999,28,75.2786037112002,31,81.3292434318,39,58.2622085519999,36,57.1500997620001,42,74.196552229,58,95.4229907883999,68,105.2513848296,72,107.8431686625,75,126.2643893115,89,144.1940333608,97,177.1650975376,116,194.386508093,139,137.3505889734,102,138.1766694066,99,128.55635172,100,95.6212040694002,73
"SK",15.0891066856,8,12.282195954,7,12.0601334792,8,12.3174619461,9,17.4100819456,16,14.3186660432,16,12.9354244512,16,9.99045551400002,12,24.33797782,25,63.91936667,61,62.8067753263,59,58.3514543844,54,77.129777934,60,94.1277116975,65,102.2709689149,71,94.2203831654999,69,105.6631259925,75,95.132299991,74,100.4238505952,76
"SL",52.592162668,3880,29.3880625774,4643,26.3178487772,5179,13.236726456,5270,15.5162787781,8909,18.2468174928,12714,24.493894516,15610,27.5482907688,17768,22.9402141952,18752,19.4418936894,20674,18.3365794498,24182,13.567853601,20610,11.8450518416,19336,13.2273443182,23714,14.5628015325,32019,13.9280369904,42166,14.8165167507,57547,12.3474068875,53629,12.6508558435,59395
"SM",,15,,15,,16,,17,,19,,0,,0,,661,,181,432.965906967,330,429.0886993448,332,475.2718149576,372,496.0077007332,362,498.8477913798,339,389.95884774,280,399.4074303345,301,467.3991880992,336,897.7844396688,698,914.9432571084,689
"SN",9.82907712,3200,11.1587424868,3884,8.4521626344,3426,8.850011976,3705,11.9402351397,5257,11.443544995,5930,12.748280958,6993,11.9809577979,6439,15.9734587722,7206,18.2198537235,7515,27.7111226792,11692,29.3261897325,12765,24.1842410872,10156,28.437604305,11890,26.3558720868,11474,24.1800092421,11211,24.067166396,11089,21.185285579,10810,22.9709723784,11182
"SO",,11818,,15430,,20230,,25344,,29375,,29111,,28912,,,,,,,,,,,,,,,,,,,,,,,,
"SR",365.3148030624,8,589.2636715043,13,668.645643618,15,866.1554395236,23,294.3821169604,28,314.507193507,78,172.0030798155,95,146.033348376,114,128.4284049248,136,129.304075531,163,139.22353838,200,176.388796892,284,159.8149918738,274,172.7120697498,342,219.6125314397,463,210.8635176115,481,190.1208771913,583,175.755368608,580,182.7849370545,605
"SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,18,,24,8.9526051108,26,8.8132669976,26,8.7836534324,28
"ST",377.486523498,30135,169.5460717926,42102,122.9141458266,87242,80.2556088038,101482,105.4469420298,146889,92.4913393308,158562,84.1501164252,170814,84.2705352984,196116,134.6082352588,374588,112.419857124,364932,111.0720531978,451026,50.0783546626,275042,39.3247773692,267326,29.8286802936,278829,43.4892670815333,509082,38.3275343620078,570891,41.0203317420111,653222,34.5579801411328,659976,29.0511390958918,585350
"SV",70.4433245593,41,49.8904517348,31,51.2911703205,33,56.8185729634,38,55.1361821672,37,59.2313646792,41,61.4750734752,44,57.9807897774,42,56.3973970182,42,61.2212031582,47,64.8311354132,52,71.62655826,60,73.2023770048,64,74.9812380279,69,86.257697689,79,91.816956795,86,92.933950236,92,90,90,105.797181826,106
"SY",,872,,915,,923,,994,,1032,,1099,,1257,,1361,,1533,,1540,,1721,,1683,,1922,,1886,,1955,,1954,,2106,,2187,,2166
"SZ",183.2398901497,181,170.1231737424,214,146.6765170754,221,127.9889200248,244,120.6683692121,271,105.0352780764,294,83.78724002,317,72.3656049116,364,124.5367929513,479,149.7222412476,532,190.0131487511,683,181.0616725808,814,187.0794715295,913,190.5225393456,1232,186.836552606,1310,203.3575185784,1292,203.4818692092,1362,192.3524634298,1579,178.4799456778,1846
"TD",10.2067691538,2073,10.0182371442,2326,8.5689717888,2356,7.4550745632,2211,8.2196964378,2349,9.1223984347,3169,8.5396291524,3483,9.7340872185,3837,14.0403173875,4625,16.8784415763,5549,13.5049608234,5454,9.6015377686,4231,11.605934736,4840,9.925273122,4188,11.7348995764,4732,11.8515060459,5337,17.3624986304,8096,14.1362920189,7213,13.597891429,6778
"TG",9.1479675342,2517,8.7773492664,2574,6.968873304,2610,8.219180192,3046,6.7824614655,2669,5.613604745,2525,4.2528616296,2127,3.0845069459,1553,6.285847329,2385,8.0925072064,2876,8.9685595473,3431,10.9540837028,4123,11.434818735,4047,14.023524339,5289,18.3377003115,7453,20.6081576448,8888,21.3091314626,9434,22.910916539,11690,26.0063837286,13101
"TH",71.6583715478,1094,80.6730112671,1303,76.339874772,1588,47.2223731885,1415,50.058220534,1316,48.2260222882,1363,42.0284397693,1343,58.8155189288,1832,62.170350835,1895,67.081556265,2045,68.153372063,2170,85.3577191812,2694,106.548230564,3170,124.4553362904,3714,119.3184686176,3736,129.2479936919,3877,152.7586726236,4596,178.1998666259,5539,189.3298036308,5914
"TJ",,,133.9227873485,1,34.5208891673,1,32.5386387854,2,16.1405805514,2,13.245959112,3,10.7397126736,4,9.4726453595,5,9.2665560736,7,10.4874825807,9,12.1626210636,12,11.934927414,15,12.5203957305,21,15.468255165,33,14.1101395532,41,15.0556976544,52,16.0170368226,66,17.8457454185,85,20.4960902832,102
"TL",,,,,,,,,,,28.7863751052,12,26.6734206804,12,25.1480353284,12,34.0881409557,17,42.574867058,20,50.7811746572,26,77.7648446718,39,60.4525396352,32,65.020628136,46,70.986441292,40,47.9293030335,35,38.0765379925,35,64,64,54.4678631442,54
"TM",6446.4344024201,1,137.4352384792,8,142.1026633813,17,125.9926150812,21,96.3166568448,21,146.1929432565,35,152.968450131,42,151.226822349,45,191.7900875584,64,196.377940506,71,183.4990890591,71,154.2512077373,67,151.701197688,72,53.1202919837,89,55.2910042566,126,62.5191827117,143,73.7317453808,194,76.1398950291,217,91.618875645,275
"TN",88.150908726,45,100.3588136045,55,81.2623814877,53,86.660221932,60,81.7973034366,61,72.7481527175,65,69.4475275339,67,66.906704007,65,73.5375757182,66,74.5280979838,67,71.0767722189,69,73.7814636092,76,76.7022334806,78,79.019812869,82,78.289510618,92,76.1616424503,99,81.5166230757,109,75.5498598882,118,75.72274359,130
"TO",137.2262600016,72,144.7005005029,79,158.2175292432,84,155.2527599043,93,157.328631144,120,126.5701086975,113,140.5073935804,154,121.0976261478,153,144.0410007519,189,143.6007018352,188,194.9041905493,283,169.661373308,280,155.5856864562,266,150.7655935983,269,129.0909579102,234,140.513054975,250,135.514099276,235,159.1083437034,273,169.07091614,296
"TR",2982.9201464952,2,1891.1419132204,4,1256.0123931255,9,647.4175973048,14,392.6513357361,21,293.194948858,35,156.5401248712,56,135.5476046498,82,134.76106009,100,150.1882891327,119,183.6898312242,147,193.008735486,180,249.50824983,225,254.1416635904,256,214.3990731423,271,177.735372562,230,186.3549169568,292,156.9642320076,282,159.6333107992,322
"TT",205.176595278,564,193.012395303,546,193.2056571544,548,157.569459359,442,219.0566660367,641,228.3135110328,744,290.5770200094,963,370.163068891,1166,408.452976516,1432,428.047445892,1635,464.0880561702,2009,438.7455609152,1936,489.6027213858,2442,462.2945766136,2837,603.4345482935,2695,595.1110380686,2894,512.7283171164,2947,489.4554773226,3147,461.809034764,3080
"TV",,137,,194,,157,,182,,203,218.9187335706,277,158.4065091768,248,145.2002158872,213,491.3065787272,632,437.5638168552,504,470.6832742556,527,497.1976334226,594,509.1577692312,552,443.7420498496,488,380.0637776751,453,552.9860593344,592,672.882706275,650,553.846153824,540,680.6050437645,729
"TZ",13.958853756,1545,11.9075885803,1709,10.111076212,1858,11.2331474582,2537,9.094255821,2562,10.7773001281,3509,10.4631070864,3928,9.6158521472,4264,11.5373277285,5961,9.5647192668,5548,11.4619307128,7333,22.4269862544,16752,22.2362625186,18026,22.3774996256,19079,22.4940874992,22831,16.667004648,19320,15.9239411924,22454,15.8332977495,24885,15.3969820818,27346
"UA",652.09971159,54,451.3796644588,77,379.8605737914,78,241.4279259917,73,120.0790441344,78,94.96582389,100,112.8602548872,129,138.4989908775,165,174.6322166475,225,189.221339244,280,200.5592599056,356,223.3416338351,449,244.7548475904,604,234.3256644,775,152.286195717,843,161.065795869,1034,156.7234663995,1155,159.6123432508,1276,160.7699511528,1353
"UG",14.8356368708,4379,14.589224006,4909,15.0503307129,5453,16.6239335455,7355,13.5405539217,7101,12.080293094,8308,12.8315499732,9612,13.795253623,10645,11.9909786183,10993,15.469314144,13632,17.4346185366,16083,18.3636558424,18359,20.3030102092,20467,20.347005096,22374,14.2581793721,21187,39.253740351,65595,27.5645425344,61718,24.6291964992,61686,24.9143519637,67941
"US",403.4965482342,289,404.4898890585,295,407.1185458704,302,422.7497432265,317,429.5116778592,327,434.0873154592,338,455.8076486931,363,479.8317007468,388,494.6991179856,408,489.720489214,415,491.606205221,430,494.6952559818,446,513.2051532125,475,531.9441791184,502,539.50158,513,545.45602734,525,533.4086786464,524,528,528,525.1747632183,533
"UY",991.1210897232,1392,646.3294774288,1441,464.2465833874,1462,468.2541220662,1842,824.4646317324,3702,748.1684303424,3706,660.0928413008,3758,370.717091712,3760,243.6910955108,3766,136.8399734808,2378,175.5397649856,2634,198.2175256196,3116,213.2533628568,3576,252.298537988,4088,344.7779217408,6354,408.6153776985,7005,363.6262345974,6541,352.4880388023,7159,345.7596189661,7621
"UZ",1843.014135715,475,1402.502799156,885,781.586639882,1355,501.9745982475,1725,372.90446633,2435,180.4687919203,3299,105.6772507212,5004,56.812704831,7129,45.781110648,9165,44.0276075386,10759,43.133546974,13934,45.0695946216,19346,44.048641449,24298,48.728714853,34489,48.674693844,45990,52.0615171086,61813,52.9686217096,79096,56.0850801802,105983,53.739788375,128219
"VC",135.2548623636,252,136.6661630765,265,145.4654146088,286,133.7302285509,269,141.775886819,287,149.080381872,304,145.7354308351,317,169.4913892229,373,180.0256845695,385,176.9870538296,392,178.584458643,405,203.145373742,482,211.1609580095,545,257.3851575428,679,276.5799243028,722,240.466781027,649,255.933340884,684,277.9701333083,751,280.2289280256,768
"VE",3479.8628324392,8,854.781047411,10,707.1512605911,13,782.0955531329,19,901.6671893367,31,1012.86707693,50,1002.0853870191,57,516.0078190018,61,330.7064680275,75,331.4850076405,119,345.684883356,180,364.832368173,234,421.848953127,315,390.9593356895,395,289.2568051416,408,157.5463264778,403,129.5424421746,518,107.825046417,591,39.9366529131,519
"VN",20.9418792635,49205,20.3523177025,52033,19.7803781785,57065,18.2847960519,65257,18.2049045213,72213,17.1862333669,71669,19.2445702032,85467,17.173353512,81788,18.669772296,96336,14.8888604744,91907,14.9883072729,101643,19.8369540432,147288,30.5280340334,249962,23.995902416,246448,28.3243120051313,334454,31.8246621324697,452719,28.1232490032105,523624,27.4264253965979,572174,27.8815953118036,613800
"VU",52.082736534,3555,42.8271952536,2974,55.9461661772,4148,66.739980749,5707,56.5062703012,5036,57.0163699189,5537,51.9943518622,5522,52.426071672,5480,57.5080717915,5335,59.5243646652,5151,57.5809978293,4889,62.1485938787,5557,88.7515864,7750,93.836787837,8691,96.140157027,9598,129.301085607,12021,110.7345649905,9733,100.153820754,9276,106.2303636415,10171
"WS",87.851444307,110,88.2718307137,109,93.846333105,135,92.8372405066,167,102.670555018,190,97.24640366,200,91.2852983515,205,100.4459371386,222,109.2455016549,219,119.37540012,240,123.254996025,250,138.4183512048,303,167.253433404,366,142.522095934,340,145.0282055618,374,185.1259296978,434,214.3338918708,481,214.6666666944,492,241.30022588,560
"YE",105.3577258947,509,47.9416118415,893,44.8129531458,1071,60.031871564,1382,48.0171907597,1691,49.9100122089,2241,49.8999246516,2412,45.4034261196,2484,44.8647839799,2843,37.4389263248,2728,31.351161921,2809,31.619026891,3310,30.0720753918,3522,30.9420512215,4379,26.4560907741,3471,22.0657449818,3874,19.0734080205,3851,21.1476009008,4532,17.0103646928,3992
"ZA",342.4663062766,374,288.2108030087,403,304.1349149516,493,266.1865827786,558,255.1893875259,633,222.7317344538,682,184.1269624305,753,148.6490961134,823,216.2387619612,909,244.1918904761,931,267.32438443,1060,264.4030440612,1188,269.050455192,1362,251.2662265781,1607,263.0294142912,1864,307.5139028572,2036,324.6116817216,2254,305.9713920272,2512,264.0286842114,2697
"ZM",116.1366582747,7,87.129330273,9,77.6498575699,11,50.0580617928,12,67.009529405,25,53.7936201388,34,46.7530971384,43,38.1348657711,51,34.8583651438,59,47.4126933701,97,37.6861864596,84,38.81742144,80,34.0246552624,88,44.063512564,118,35.9739142235,137,40.722143952,168,44.1769896772,206,45.4620238488,234,51.1957305356,292
