country,year,oof-bundle,in-oof-bundle
JO,2007,C,205670000
KZ,2007,C,1446330000
KE,2007,C,38450000
KI,2007,C,0
KR,2007,C,0
KP,2007,C,0
XK,2007,C,0
KG,2007,C,14950000
LA,2007,C,55000000
LB,2007,C,265500000
LS,2007,C,-1300000
LR,2007,C,1800000
MG,2007,C,19390000
MW,2007,C,3210000
MY,2007,C,182780000
MV,2007,C,27160000
ML,2007,C,0
MT,2007,C,0
MH,2007,C,0
MR,2007,C,36940000
MU,2007,C,64890000
YT,2007,C,0
MX,2007,C,2326450000
NR,2007,C,20000
58,2007,C,5350000
MD,2007,C,25060000
MN,2007,C,2670000
ME,2007,C,4550000
MS,2007,C,0
MA,2007,C,855310000
MZ,2007,C,2070050000
MM,2007,C,0
NA,2007,C,54660000
NR,2007,C,0
NP,2007,C,0
NI,2007,C,28180000
NE,2007,C,12240000
NG,2007,C,510490000
59,2007,C,29670000
60,2007,C,0
61,2007,C,1690000
OM,2007,C,321580000
PK,2007,C,964810000
PW,2007,C,0
PA,2007,C,184250000
PG,2007,C,33460000
PY,2007,C,93120000
PE,2007,C,1053890000
PH,2007,C,3588390000
RW,2007,C,6280000
WS,2007,C,8560000
ST,2007,C,0
SN,2007,C,16870000
RS,2007,C,504860000
SC,2007,C,0
SL,2007,C,0
SI,2007,C,0
SB,2007,C,1960000
SO,2007,C,0
62,2007,C,0
ZA,2007,C,333500000
63,2007,C,41070000
64,2007,C,6420000
65,2007,C,83090000
SS,2007,C,0
LK,2007,C,114360000
SH,2007,C,0
KN,2007,C,13050000
LC,2007,C,19640000
VC,2007,C,19920000
66,2007,C,0
SD,2007,C,5370000
SR,2007,C,17920000
SZ,2007,C,25210000
SY,2007,C,174310000
TJ,2007,C,10700000
TZ,2007,C,14880000
TH,2007,C,380570000
TL,2007,C,0
TG,2007,C,0
TO,2007,C,0
TT,2007,C,76270000
TN,2007,C,1022190000
TR,2007,C,4855650000
TM,2007,C,0
TC,2007,C,1800000
TV,2007,C,0
UG,2007,C,19470000
UA,2007,C,801240000
UY,2007,C,315340000
UZ,2007,C,119300000
VU,2007,C,0
VE,2007,C,2796120000
VN,2007,C,245800000
WF,2007,C,0
PS,2007,C,0
67,2007,C,0
YE,2007,C,21390000
ZM,2007,C,126560000
ZW,2007,C,0
AF,2008,C,48590000
51,2008,C,230970000
AL,2008,C,165250000
52,2008,C,193040000
AO,2008,C,157450000
AI,2008,C,1050000
AG,2008,C,5380000
AR,2008,C,1813080000
AM,2008,C,75770000
53,2008,C,128290000
AZ,2008,C,314860000
BD,2008,C,135710000
BB,2008,C,43550000
BY,2008,C,73380000
BZ,2008,C,16540000
BJ,2008,C,8350000
BT,2008,C,0
BO,2008,C,165560000
BA,2008,C,329670000
BW,2008,C,27090000
BR,2008,C,4066540000
BF,2008,C,23660000
BI,2008,C,0
KH,2008,C,25930000
CM,2008,C,2010000
CV,2008,C,6100000
CF,2008,C,3530000
54,2008,C,0
TD,2008,C,4040000
CL,2008,C,596450000
CN,2008,C,4387500000
CO,2008,C,2105920000
KM,2008,C,0
CD,2008,C,76280000
CG,2008,C,0
CK,2008,C,0
CR,2008,C,228690000
CI,2008,C,244560000
HR,2008,C,726970000
CU,2008,C,0
CY,2008,C,0
55,2008,C,748960000
DJ,2008,C,1920000
DM,2008,C,1070000
DO,2008,C,214210000
EC,2008,C,226680000
EG,2008,C,730430000
SV,2008,C,405740000
GQ,2008,C,0
ER,2008,C,0
ET,2008,C,23030000
56,2008,C,481860000
57,2008,C,0
FJ,2008,C,33220000
MK,2008,C,192390000
GA,2008,C,30570000
GM,2008,C,0
GE,2008,C,235130000
GH,2008,C,184290000
GD,2008,C,3890000
GT,2008,C,299770000
GN,2008,C,2660000
GW,2008,C,0
GY,2008,C,8330000
HT,2008,C,0
HN,2008,C,92670000
IN,2008,C,3488530000
ID,2008,C,3581030000
IR,2008,C,175910000
JM,2008,C,189880000
JO,2008,C,255410000
KZ,2008,C,836910000
KE,2008,C,95730000
KI,2008,C,0
KR,2008,C,0
KP,2008,C,0
XK,2008,C,0
KG,2008,C,26480000
LA,2008,C,7260000
LB,2008,C,252580000
LS,2008,C,0
LR,2008,C,3900000
MG,2008,C,1183910000
MW,2008,C,23560000
MY,2008,C,200120000
MV,2008,C,21660000
ML,2008,C,0
MT,2008,C,0
MH,2008,C,0
MR,2008,C,17690000
MU,2008,C,81430000
YT,2008,C,1030000
MX,2008,C,2927650000
NR,2008,C,80000
58,2008,C,0
MD,2008,C,78870000
MN,2008,C,104260000
ME,2008,C,83290000
MS,2008,C,0
MA,2008,C,1078770000
MZ,2008,C,37510000
MM,2008,C,0
NA,2008,C,20400000
NR,2008,C,0
NP,2008,C,10980000
NI,2008,C,79120000
NE,2008,C,8020000
NG,2008,C,106270000
59,2008,C,143580000
60,2008,C,11270000
61,2008,C,33490000
OM,2008,C,493190000
PK,2008,C,1419350000
PW,2008,C,0
PA,2008,C,322720000
PG,2008,C,71670000
PY,2008,C,192360000
PE,2008,C,1179890000
PH,2008,C,1732030000
RW,2008,C,6250000
WS,2008,C,10170000
ST,2008,C,0
SN,2008,C,154530000
RS,2008,C,563790000
SC,2008,C,0
SL,2008,C,8140000
SI,2008,C,0
SB,2008,C,1430000
SO,2008,C,4080000
62,2008,C,0
ZA,2008,C,246830000
63,2008,C,100440000
64,2008,C,76280000
65,2008,C,129040000
SS,2008,C,0
LK,2008,C,256540000
SH,2008,C,0
KN,2008,C,16720000
LC,2008,C,26390000
VC,2008,C,9030000
66,2008,C,4230000
SD,2008,C,1230000
SR,2008,C,9670000
SZ,2008,C,3760000
SY,2008,C,123300000
TJ,2008,C,28980000
TZ,2008,C,82690000
TH,2008,C,235140000
TL,2008,C,0
TG,2008,C,134420000
TO,2008,C,7120000
TT,2008,C,51710000
TN,2008,C,525230000
TR,2008,C,4460520000
TM,2008,C,0
TC,2008,C,0
TV,2008,C,460000
UG,2008,C,160900000
UA,2008,C,2086870000
UY,2008,C,515250000
UZ,2008,C,104670000
VU,2008,C,9150000
VE,2008,C,500610000
VN,2008,C,557930000
WF,2008,C,5240000
PS,2008,C,0
67,2008,C,1220000
YE,2008,C,224680000
ZM,2008,C,97670000
ZW,2008,C,0
AF,2009,C,69930000
51,2009,C,388950000
AL,2009,C,143630000
52,2009,C,163240000
AO,2009,C,0
AI,2009,C,290000
AG,2009,C,12640000
AR,2009,C,3387100000
AM,2009,C,151080000
53,2009,C,260960000
AZ,2009,C,361850000
BD,2009,C,813710000
BB,2009,C,57140000
BY,2009,C,295620000
BZ,2009,C,28280000
BJ,2009,C,1890000
BT,2009,C,8450000
BO,2009,C,14810000
BA,2009,C,349490000
BW,2009,C,1023150000
BR,2009,C,6848780000
BF,2009,C,1600000
BI,2009,C,0
KH,2009,C,34390000
CM,2009,C,143890000
CV,2009,C,40610000
CF,2009,C,0
54,2009,C,0
TD,2009,C,0
CL,2009,C,1169360000
CN,2009,C,4356490000
CO,2009,C,2611670000
KM,2009,C,0
CD,2009,C,10490000
CG,2009,C,2110000
CK,2009,C,10000
CR,2009,C,112370000
CI,2009,C,167620000
HR,2009,C,883780000
CU,2009,C,0
CY,2009,C,0
55,2009,C,5911290000
DJ,2009,C,118340000
DM,2009,C,120000
DO,2009,C,908040000
EC,2009,C,280800000
EG,2009,C,1392680000
SV,2009,C,783920000
GQ,2009,C,0
ER,2009,C,0
ET,2009,C,26790000
56,2009,C,624360000
57,2009,C,0
FJ,2009,C,5530000
MK,2009,C,88440000
GA,2009,C,75920000
GM,2009,C,14650000
GE,2009,C,484040000
GH,2009,C,374750000
GD,2009,C,7250000
GT,2009,C,817150000
GN,2009,C,3150000
GW,2009,C,0
GY,2009,C,5220000
HT,2009,C,7340000
HN,2009,C,58300000
IN,2009,C,4489880000
ID,2009,C,3927010000
IR,2009,C,156550000
JM,2009,C,322060000
JO,2009,C,664200000
KZ,2009,C,1215880000
KE,2009,C,153500000
KI,2009,C,0
KR,2009,C,0
KP,2009,C,0
XK,2009,C,9340000
KG,2009,C,26700000
LA,2009,C,11230000
LB,2009,C,114440000
LS,2009,C,1330000
LR,2009,C,81230000
MG,2009,C,803980000
MW,2009,C,7760000
MY,2009,C,565780000
MV,2009,C,72960000
ML,2009,C,12580000
MT,2009,C,0
MH,2009,C,0
MR,2009,C,13400000
MU,2009,C,182440000
YT,2009,C,0
MX,2009,C,8128520000
NR,2009,C,40000
58,2009,C,75860000
MD,2009,C,32940000
MN,2009,C,62900000
ME,2009,C,134170000
MS,2009,C,0
MA,2009,C,1333980000
MZ,2009,C,74100000
MM,2009,C,0
NA,2009,C,56320000
NR,2009,C,0
NP,2009,C,0
NI,2009,C,55000000
NE,2009,C,2860000
NG,2009,C,294950000
59,2009,C,15910000
60,2009,C,0
61,2009,C,6530000
OM,2009,C,311010000
PK,2009,C,952560000
PW,2009,C,0
PA,2009,C,639350000
PG,2009,C,469320000
PY,2009,C,210260000
PE,2009,C,1248620000
PH,2009,C,1944400000
RW,2009,C,10370000
WS,2009,C,0
ST,2009,C,0
SN,2009,C,115740000
RS,2009,C,660300000
SC,2009,C,11350000
SL,2009,C,0
SI,2009,C,0
SB,2009,C,0
SO,2009,C,0
62,2009,C,0
ZA,2009,C,1808400000
63,2009,C,44290000
64,2009,C,65020000
65,2009,C,67600000
SS,2009,C,0
LK,2009,C,158960000
SH,2009,C,0
KN,2009,C,7290000
LC,2009,C,16200000
VC,2009,C,16630000
66,2009,C,0
SD,2009,C,8260000
SR,2009,C,26970000
SZ,2009,C,11850000
SY,2009,C,363340000
TJ,2009,C,28720000
TZ,2009,C,37000000
TH,2009,C,674350000
TL,2009,C,0
TG,2009,C,171560000
TO,2009,C,0
TT,2009,C,34430000
TN,2009,C,1128190000
TR,2009,C,5241720000
TM,2009,C,0
TC,2009,C,0
TV,2009,C,0
UG,2009,C,163140000
UA,2009,C,1834190000
UY,2009,C,1003930000
UZ,2009,C,189790000
VU,2009,C,5710000
VE,2009,C,415410000
VN,2009,C,1250020000
WF,2009,C,0
PS,2009,C,16780000
67,2009,C,10490000
YE,2009,C,110680000
ZM,2009,C,8490000
ZW,2009,C,-10000
AF,2010,C,75990000
51,2010,C,451250000
AL,2010,C,137160000
52,2010,C,185090000
AO,2010,C,5240000
AI,2010,C,57250000
AG,2010,C,11900000
AR,2010,C,2481260000
AM,2010,C,250630000
53,2010,C,251000000
AZ,2010,C,438600000
BD,2010,C,214270000
BB,2010,C,88170000
BY,2010,C,103830000
BZ,2010,C,18800000
BJ,2010,C,5130000
BT,2010,C,21830000
BO,2010,C,192440000
BA,2010,C,407470000
BW,2010,C,6740000
BR,2010,C,7802340000
BF,2010,C,40670000
BI,2010,C,0
KH,2010,C,0
CM,2010,C,77020000
CV,2010,C,29400000
CF,2010,C,0
54,2010,C,0
TD,2010,C,45420000
CL,2010,C,912250000
CN,2010,C,4276300000
CO,2010,C,2188250000
KM,2010,C,2640000
CD,2010,C,20190000
CG,2010,C,650000
CK,2010,C,10400000
CR,2010,C,608340000
CI,2010,C,52200000
HR,2010,C,1465970000
CU,2010,C,0
CY,2010,C,0
55,2010,C,987760000
DJ,2010,C,35360000
DM,2010,C,3450000
DO,2010,C,738030000
EC,2010,C,193120000
EG,2010,C,1442420000
SV,2010,C,570630000
GQ,2010,C,17590000
ER,2010,C,0
ET,2010,C,25400000
56,2010,C,158520000
57,2010,C,12190000
FJ,2010,C,17330000
MK,2010,C,222590000
GA,2010,C,49550000
GM,2010,C,12440000
GE,2010,C,379750000
GH,2010,C,164560000
GD,2010,C,8780000
GT,2010,C,791460000
GN,2010,C,19130000
GW,2010,C,0
GY,2010,C,1480000
HT,2010,C,16080000
HN,2010,C,29260000
IN,2010,C,6356840000
ID,2010,C,4922950000
IR,2010,C,212980000
JM,2010,C,996740000
JO,2010,C,446720000
KZ,2010,C,2602500000
KE,2010,C,106800000
KI,2010,C,0
KR,2010,C,0
KP,2010,C,0
XK,2010,C,16310000
KG,2010,C,45810000
LA,2010,C,29820000
LB,2010,C,185180000
LS,2010,C,7780000
LR,2010,C,8170000
MG,2010,C,221530000
MW,2010,C,2750000
MY,2010,C,481940000
MV,2010,C,9170000
ML,2010,C,70440000
MT,2010,C,0
MH,2010,C,0
MR,2010,C,83750000
MU,2010,C,372920000
YT,2010,C,10510000
MX,2010,C,6122950000
NR,2010,C,40000
58,2010,C,104840000
MD,2010,C,111730000
MN,2010,C,195360000
ME,2010,C,127120000
MS,2010,C,0
MA,2010,C,1009780000
MZ,2010,C,162360000
MM,2010,C,0
NA,2010,C,164290000
NR,2010,C,0
NP,2010,C,0
NI,2010,C,54130000
NE,2010,C,16200000
NG,2010,C,164270000
59,2010,C,23600000
60,2010,C,4250000
61,2010,C,1490000
OM,2010,C,107480000
PK,2010,C,753410000
PW,2010,C,0
PA,2010,C,764260000
PG,2010,C,598730000
PY,2010,C,327130000
PE,2010,C,1081900000
PH,2010,C,617070000
RW,2010,C,13140000
WS,2010,C,0
ST,2010,C,0
SN,2010,C,31020000
RS,2010,C,1251550000
SC,2010,C,43970000
SL,2010,C,1130000
SI,2010,C,0
SB,2010,C,38180000
SO,2010,C,0
62,2010,C,1980000
ZA,2010,C,1256400000
63,2010,C,82820000
64,2010,C,0
65,2010,C,27420000
SS,2010,C,0
LK,2010,C,226670000
SH,2010,C,0
KN,2010,C,9680000
LC,2010,C,16960000
VC,2010,C,51920000
66,2010,C,0
SD,2010,C,82500000
SR,2010,C,50710000
SZ,2010,C,4450000
SY,2010,C,136040000
TJ,2010,C,35100000
TZ,2010,C,34450000
TH,2010,C,789030000
TL,2010,C,0
TG,2010,C,36470000
TO,2010,C,0
TT,2010,C,153390000
TN,2010,C,1266750000
TR,2010,C,7415420000
TM,2010,C,9030000
TC,2010,C,0
TV,2010,C,0
UG,2010,C,136850000
UA,2010,C,961650000
UY,2010,C,146240000
UZ,2010,C,101030000
VU,2010,C,0
VE,2010,C,579970000
VN,2010,C,1549980000
WF,2010,C,0
PS,2010,C,19000000
67,2010,C,13310000
YE,2010,C,143120000
ZM,2010,C,8960000
ZW,2010,C,0
AF,2011,C,105200000
51,2011,C,384970000
AL,2011,C,251590000
52,2011,C,265930000
AO,2011,C,11150000
AI,2011,C,0
AG,2011,C,35950000
AR,2011,C,2156820000
AM,2011,C,190940000
53,2011,C,213560000
AZ,2011,C,611240000
BD,2011,C,282430000
BB,2011,C,0
BY,2011,C,64610000
BZ,2011,C,16930000
BJ,2011,C,1110000
BT,2011,C,14730000
BO,2011,C,4540000
BA,2011,C,172890000
BW,2011,C,589990000
BR,2011,C,5347840000
BF,2011,C,2280000
BI,2011,C,0
KH,2011,C,34200000
CM,2011,C,68530000
CV,2011,C,89640000
CF,2011,C,3080000
54,2011,C,29280000
TD,2011,C,20510000
CL,2011,C,748430000
CN,2011,C,4952460000
CO,2011,C,1143100000
KM,2011,C,0
CD,2011,C,39370000
CG,2011,C,0
CK,2011,C,5460000
CR,2011,C,296390000
CI,2011,C,19450000
HR,2011,C,0
CU,2011,C,2480000
CY,2011,C,0
55,2011,C,1709770000
DJ,2011,C,16140000
DM,2011,C,5410000
DO,2011,C,499160000
EC,2011,C,479890000
EG,2011,C,925410000
SV,2011,C,367380000
GQ,2011,C,38010000
ER,2011,C,0
ET,2011,C,170050000
56,2011,C,242140000
57,2011,C,56480000
FJ,2011,C,23480000
MK,2011,C,131260000
GA,2011,C,169580000
GM,2011,C,14510000
GE,2011,C,369710000
GH,2011,C,203790000
GD,2011,C,2120000
GT,2011,C,278220000
GN,2011,C,0
GW,2011,C,0
GY,2011,C,1540000
HT,2011,C,10790000
HN,2011,C,34390000
IN,2011,C,3801310000
ID,2011,C,3539540000
IR,2011,C,159910000
JM,2011,C,465240000
JO,2011,C,175950000
KZ,2011,C,1671080000
KE,2011,C,485570000
KI,2011,C,0
KR,2011,C,0
KP,2011,C,0
XK,2011,C,0
KG,2011,C,66620000
LA,2011,C,9280000
LB,2011,C,62240000
LS,2011,C,27990000
LR,2011,C,127450000
MG,2011,C,188200000
MW,2011,C,0
MY,2011,C,776710000
MV,2011,C,21320000
ML,2011,C,7050000
MT,2011,C,0
MH,2011,C,0
MR,2011,C,71380000
MU,2011,C,100340000
YT,2011,C,0
MX,2011,C,3911570000
NR,2011,C,2030000
58,2011,C,32290000
MD,2011,C,114360000
MN,2011,C,68880000
ME,2011,C,67860000
MS,2011,C,0
MA,2011,C,1493440000
MZ,2011,C,111400000
MM,2011,C,0
NA,2011,C,11710000
NR,2011,C,0
NP,2011,C,0
NI,2011,C,72250000
NE,2011,C,0
NG,2011,C,701490000
59,2011,C,131990000
60,2011,C,2710000
61,2011,C,0
OM,2011,C,0
PK,2011,C,889860000
PW,2011,C,6250000
PA,2011,C,528650000
PG,2011,C,954600000
PY,2011,C,223660000
PE,2011,C,743610000
PH,2011,C,1864520000
RW,2011,C,22040000
WS,2011,C,0
ST,2011,C,0
SN,2011,C,55510000
RS,2011,C,1064220000
SC,2011,C,3620000
SL,2011,C,9440000
SI,2011,C,0
SB,2011,C,3650000
SO,2011,C,0
62,2011,C,740000
ZA,2011,C,1425120000
63,2011,C,17860000
64,2011,C,0
65,2011,C,141130000
SS,2011,C,0
LK,2011,C,223840000
SH,2011,C,0
KN,2011,C,19810000
LC,2011,C,1930000
VC,2011,C,3880000
66,2011,C,0
SD,2011,C,88260000
SR,2011,C,108250000
SZ,2011,C,2220000
SY,2011,C,109300000
TJ,2011,C,28480000
TZ,2011,C,38190000
TH,2011,C,786140000
TL,2011,C,0
TG,2011,C,22690000
TO,2011,C,0
TT,2011,C,0
TN,2011,C,1288640000
TR,2011,C,3851580000
TM,2011,C,100010000
TC,2011,C,0
TV,2011,C,0
UG,2011,C,66640000
UA,2011,C,1285290000
UY,2011,C,345540000
UZ,2011,C,87250000
VU,2011,C,0
VE,2011,C,1042080000
VN,2011,C,1337470000
WF,2011,C,0
PS,2011,C,14090000
67,2011,C,12510000
YE,2011,C,9970000
ZM,2011,C,46370000
ZW,2011,C,0
AF,2012,C,17260000
51,2012,C,535370000
AL,2012,C,267120000
52,2012,C,266130000
AO,2012,C,0
AI,2012,C,710000
AG,2012,C,4180000
AR,2012,C,1840980000
AM,2012,C,221080000
53,2012,C,320730000
AZ,2012,C,705280000
BD,2012,C,340820000
BB,2012,C,0
BY,2012,C,333250000
BZ,2012,C,19640000
BJ,2012,C,3600000
BT,2012,C,5950000
BO,2012,C,5700000
BA,2012,C,214990000
BW,2012,C,62580000
BR,2012,C,5352430000
BF,2012,C,1190000
BI,2012,C,10000
KH,2012,C,65280000
CM,2012,C,107890000
CV,2012,C,16860000
CF,2012,C,0
54,2012,C,45000000
TD,2012,C,36230000
CL,2012,C,6350680000
CN,2012,C,4520850000
CO,2012,C,1573210000
KM,2012,C,0
CD,2012,C,44390000
CG,2012,C,2180000
CK,2012,C,7200000
CR,2012,C,207640000
CI,2012,C,51380000
HR,2012,C,0
CU,2012,C,0
CY,2012,C,0
55,2012,C,1747670000
DJ,2012,C,270000
DM,2012,C,5540000
DO,2012,C,261320000
EC,2012,C,403620000
EG,2012,C,956540000
SV,2012,C,334140000
GQ,2012,C,2280000
ER,2012,C,0
ET,2012,C,1290000
56,2012,C,146110000
57,2012,C,97830000
FJ,2012,C,24400000
MK,2012,C,79090000
GA,2012,C,98820000
GM,2012,C,850000
GE,2012,C,359500000
GH,2012,C,203800000
GD,2012,C,1880000
GT,2012,C,228140000
GN,2012,C,132150000
GW,2012,C,0
GY,2012,C,2560000
HT,2012,C,9720000
HN,2012,C,45090000
IN,2012,C,3643610000
ID,2012,C,3850990000
IR,2012,C,158070000
JM,2012,C,170990000
JO,2012,C,614110000
KZ,2012,C,1124480000
KE,2012,C,259420000
KI,2012,C,0
KR,2012,C,0
KP,2012,C,0
XK,2012,C,1360000
KG,2012,C,11640000
LA,2012,C,48930000
LB,2012,C,112840000
LS,2012,C,19210000
LR,2012,C,37510000
MG,2012,C,31250000
MW,2012,C,0
MY,2012,C,191460000
MV,2012,C,9130000
ML,2012,C,50000
MT,2012,C,0
MH,2012,C,0
MR,2012,C,326730000
MU,2012,C,120170000
YT,2012,C,0
MX,2012,C,3926000000
NR,2012,C,950000
58,2012,C,38160000
MD,2012,C,97340000
MN,2012,C,329570000
ME,2012,C,173740000
MS,2012,C,0
MA,2012,C,1144370000
MZ,2012,C,167570000
MM,2012,C,0
NA,2012,C,9930000
NR,2012,C,0
NP,2012,C,3750000
NI,2012,C,103910000
NE,2012,C,2860000
NG,2012,C,142090000
59,2012,C,188470000
60,2012,C,8550000
61,2012,C,0
OM,2012,C,0
PK,2012,C,909000000
PW,2012,C,0
PA,2012,C,534980000
PG,2012,C,591590000
PY,2012,C,275420000
PE,2012,C,388680000
PH,2012,C,1559200000
RW,2012,C,30610000
WS,2012,C,0
ST,2012,C,1930000
SN,2012,C,165390000
RS,2012,C,550420000
SC,2012,C,40700000
SL,2012,C,41720000
SI,2012,C,0
SB,2012,C,4110000
SO,2012,C,0
62,2012,C,0
ZA,2012,C,2076240000
63,2012,C,30310000
64,2012,C,0
65,2012,C,72770000
SS,2012,C,0
LK,2012,C,331270000
SH,2012,C,0
KN,2012,C,910000
LC,2012,C,4040000
VC,2012,C,1280000
66,2012,C,0
SD,2012,C,43320000
SR,2012,C,71100000
SZ,2012,C,1820000
SY,2012,C,16130000
TJ,2012,C,46190000
TZ,2012,C,13860000
TH,2012,C,1326930000
TL,2012,C,50000
TG,2012,C,74190000
TO,2012,C,0
TT,2012,C,0
TN,2012,C,1308470000
TR,2012,C,3187460000
TM,2012,C,115970000
TC,2012,C,0
TV,2012,C,0
UG,2012,C,146100000
UA,2012,C,1213870000
UY,2012,C,313490000
UZ,2012,C,391930000
VU,2012,C,0
VE,2012,C,46690000
VN,2012,C,1207770000
WF,2012,C,0
PS,2012,C,30000000
67,2012,C,7600000
YE,2012,C,0
ZM,2012,C,35560000
ZW,2012,C,20730000
