country,year,govtspend_USD
NZ,1999,43664.93
NZ,2000,44439.03
NZ,2001,44203.87
NZ,2002,45768.92
NZ,2003,47511.85
NZ,2004,48884.73
NZ,2005,51776.17
NZ,2006,54404.27
NZ,2007,55341.00
NZ,2008,57362.27
NZ,2009,59238.37
NZ,2010,65292.98
NZ,2011,66019.61
NZ,2012,62020.72
NI,1990,
NI,1991,
NI,1992,
NI,1993,
NI,1994,
NI,1995,
NI,1996,
NI,1997,
NI,1998,
NI,1999,
NI,2000,1781.98
NI,2001,1715.44
NI,2002,1650.32
NI,2003,1718.23
NI,2004,1791.15
NI,2005,1922.18
NI,2006,1970.66
NI,2007,2156.32
NI,2008,2331.14
NI,2009,2481.78
NI,2010,2481.26
NI,2011,2760.56
NI,2012,2936.74
NE,1990,
NE,1991,
NE,1992,
NE,1993,
NE,1994,
NE,1995,505.17
NE,1996,441.80
NE,1997,544.28
NE,1998,645.22
NE,1999,712.48
NE,2000,639.30
NE,2001,698.40
NE,2002,666.21
NE,2003,652.39
NE,2004,799.47
NE,2005,847.37
NE,2006,896.10
NE,2007,1095.71
NE,2008,1187.54
NE,2009,1286.61
NE,2010,1200.91
NE,2011,1076.70
NE,2012,1432.97
NG,1990,
NG,1991,
NG,1992,
NG,1993,
NG,1994,
NG,1995,
NG,1996,
NG,1997,
NG,1998,
NG,1999,
NG,2000,35634.91
NG,2001,54470.67
NG,2002,39770.22
NG,2003,50295.66
NG,2004,42867.49
NG,2005,38720.24
NG,2006,41161.35
NG,2007,47701.14
NG,2008,51382.73
NG,2009,58158.61
NG,2010,61811.96
NG,2011,71809.63
NG,2012,66957.83
NO,1990,141517.99
NO,1991,149024.72
NO,1992,158622.72
NO,1993,159649.38
NO,1994,164882.21
NO,1995,171736.46
NO,1996,172122.98
NO,1997,175213.72
NO,1998,189210.19
NO,1999,187585.19
NO,2000,172024.02
NO,2001,183835.95
NO,2002,198936.53
NO,2003,206966.44
NO,2004,201691.21
NO,2005,191968.63
NO,2006,188531.39
NO,2007,195049.41
NO,2008,192308.50
NO,2009,219804.13
NO,2010,216089.17
NO,2011,212296.53
NO,2012,214972.90
OM,1990,11913.99
OM,1991,12959.09
OM,1992,15068.95
OM,1993,15962.22
OM,1994,16446.70
OM,1995,16588.27
OM,1996,14944.95
OM,1997,15207.28
OM,1998,17670.75
OM,1999,16557.57
OM,2000,15780.50
OM,2001,17759.04
OM,2002,18689.75
OM,2003,18617.54
OM,2004,19355.18
OM,2005,18069.25
OM,2006,18841.78
OM,2007,20482.69
OM,2008,19245.19
OM,2009,25928.57
OM,2010,24108.40
OM,2011,28490.17
OM,2012,33764.91
PK,1990,
PK,1991,
PK,1992,
PK,1993,20843.55
PK,1994,18575.84
PK,1995,19231.62
PK,1996,22039.54
PK,1997,20486.39
PK,1998,21809.73
PK,1999,21297.75
PK,2000,23106.13
PK,2001,22044.55
PK,2002,24816.88
PK,2003,22926.89
PK,2004,23711.64
PK,2005,27300.95
PK,2006,30924.75
PK,2007,37524.41
PK,2008,43389.23
PK,2009,38909.16
PK,2010,42141.45
PK,2011,42154.09
PK,2012,48571.66
PW,1990,
PW,1991,
PW,1992,
PW,1993,
PW,1994,
PW,1995,
PW,1996,
PW,1997,
PW,1998,
PW,1999,
PW,2000,108.77
PW,2001,100.67
PW,2002,87.07
PW,2003,80.00
PW,2004,87.58
PW,2005,76.76
PW,2006,88.62
PW,2007,110.54
PW,2008,84.42
PW,2009,70.13
PW,2010,94.19
PW,2011,87.52
PW,2012,94.54
PA,1990,3530.66
PA,1991,1948.61
PA,1992,2799.40
PA,1993,3598.57
PA,1994,886.86
PA,1995,1763.78
PA,1996,2584.69
PA,1997,3299.05
PA,1998,3757.83
PA,1999,3932.11
PA,2000,4027.49
PA,2001,4164.72
PA,2002,4264.57
PA,2003,4585.41
PA,2004,4747.98
PA,2005,4879.74
PA,2006,5186.94
PA,2007,5795.24
PA,2008,6744.93
PA,2009,7178.73
PA,2010,7918.79
PA,2011,8716.25
PA,2012,9563.46
PG,1990,2056.42
PG,1991,2055.85
PG,1992,2382.43
PG,1993,2909.62
PG,1994,2525.33
PG,1995,2160.65
PG,1996,2366.85
PG,1997,2594.75
PG,1998,2645.73
PG,1999,2885.42
PG,2000,2684.86
PG,2001,2828.97
PG,2002,2706.68
PG,2003,2607.76
PG,2004,2779.37
PG,2005,3073.08
PG,2006,2971.93
PG,2007,2939.32
PG,2008,3328.82
PG,2009,4330.24
PG,2010,3560.93
PG,2011,4020.17
PG,2012,4886.31
PY,1990,1550.35
PY,1991,1701.25
PY,1992,2067.00
PY,1993,2186.89
PY,1994,2378.00
PY,1995,2967.55
PY,1996,3039.14
PY,1997,3552.18
PY,1998,3484.06
PY,1999,3824.58
PY,2000,3176.01
PY,2001,3171.08
PY,2002,3352.71
PY,2003,3108.31
PY,2004,3169.99
PY,2005,3221.49
PY,2006,3617.59
PY,2007,3627.78
PY,2008,3591.66
PY,2009,4384.32
PY,2010,4577.46
PY,2011,5051.32
PY,2012,6131.26
PE,1990,
PE,1991,
PE,1992,
PE,1993,
PE,1994,
PE,1995,
PE,1996,
PE,1997,
PE,1998,
PE,1999,
PE,2000,20795.53
PE,2001,20095.33
PE,2002,19902.19
PE,2003,21275.56
PE,2004,21596.48
PE,2005,23677.06
PE,2006,24300.07
PE,2007,25847.32
PE,2008,30045.99
PE,2009,33102.99
PE,2010,35699.79
PE,2011,36204.12
PE,2012,39030.02
PH,1990,
PH,1991,
PH,1992,
PH,1993,
PH,1994,23080.25
PH,1995,23456.09
PH,1996,25510.79
PH,1997,27755.34
PH,1998,27667.72
PH,1999,29103.60
PH,2000,30498.06
PH,2001,31761.84
PH,2002,32244.79
PH,2003,33624.04
PH,2004,34142.85
PH,2005,34694.22
PH,2006,35698.18
PH,2007,37849.06
PH,2008,38708.90
PH,2009,42053.46
PH,2010,43033.46
PH,2011,42164.27
PH,2012,47212.00
PL,1990,
PL,1991,
PL,1992,
PL,1993,
PL,1994,
PL,1995,115005.84
PL,1996,130608.13
PL,1997,127342.64
PL,1998,127653.10
PL,1999,128535.60
PL,2000,128875.76
PL,2001,139070.83
PL,2002,142543.06
PL,2003,149456.87
PL,2004,150206.88
PL,2005,158623.17
PL,2006,170145.30
PL,2007,174743.34
PL,2008,188244.15
PL,2009,197433.48
PL,2010,208807.48
PL,2011,208695.96
PL,2012,207242.30
PT,1990,63193.87
PT,1991,71173.51
PT,1992,77040.73
PT,1993,73751.07
PT,1994,68862.28
PT,1995,70172.75
PT,1996,74073.19
PT,1997,75807.29
PT,1998,79472.15
PT,1999,82774.91
PT,2000,86306.73
PT,2001,91270.34
PT,2002,91760.93
PT,2003,94350.06
PT,2004,97413.20
PT,2005,100629.76
PT,2006,97221.74
PT,2007,99563.67
PT,2008,100546.62
PT,2009,108438.71
PT,2010,114380.53
PT,2011,108204.46
PT,2012,100588.59
QA,1990,10726.93
QA,1991,11155.75
QA,1992,12757.08
QA,1993,13681.58
QA,1994,12613.13
QA,1995,11999.63
QA,1996,13601.48
QA,1997,16547.68
QA,1998,18000.97
QA,1999,15374.75
QA,2000,14898.64
QA,2001,15387.95
QA,2002,16172.39
QA,2003,14795.16
QA,2004,18498.65
QA,2005,20090.66
QA,2006,24851.79
QA,2007,27880.59
QA,2008,30373.86
QA,2009,44219.71
QA,2010,46324.91
QA,2011,51065.50
QA,2012,58846.15
RO,1990,
RO,1991,
RO,1992,
RO,1993,
RO,1994,
RO,1995,
RO,1996,
RO,1997,
RO,1998,
RO,1999,
RO,2000,38327.85
RO,2001,38212.31
RO,2002,39091.61
RO,2003,39592.42
RO,2004,46234.24
RO,2005,46385.71
RO,2006,52543.09
RO,2007,58679.23
RO,2008,65883.81
RO,2009,64005.42
RO,2010,63519.99
RO,2011,61883.21
RO,2012,59949.56
RU,1990,
RU,1991,
RU,1992,
RU,1993,
RU,1994,
RU,1995,
RU,1996,
RU,1997,
RU,1998,421465.91
RU,1999,387270.54
RU,2000,380967.72
RU,2001,410993.62
RU,2002,463181.51
RU,2003,478368.84
RU,2004,465880.36
RU,2005,512143.42
RU,2006,525935.91
RU,2007,606653.42
RU,2008,661559.73
RU,2009,735442.48
RU,2010,706986.01
RU,2011,696506.65
RU,2012,751454.20
RW,1990,
RW,1991,
RW,1992,767.50
RW,1993,592.59
RW,1994,226.27
RW,1995,380.77
RW,1996,459.58
RW,1997,459.73
RW,1998,480.02
RW,1999,543.20
RW,2000,537.38
RW,2001,637.31
RW,2002,644.85
RW,2003,658.01
RW,2004,735.32
RW,2005,831.16
RW,2006,864.90
RW,2007,974.03
RW,2008,1213.14
RW,2009,1197.20
RW,2010,1462.38
RW,2011,1587.36
RW,2012,1796.99
WS,1990,
WS,1991,
WS,1992,
WS,1993,
WS,1994,
WS,1995,
WS,1996,
WS,1997,
WS,1998,151.95
WS,1999,181.46
WS,2000,171.30
WS,2001,181.41
WS,2002,197.43
WS,2003,192.09
WS,2004,192.09
WS,2005,229.48
WS,2006,210.05
WS,2007,237.93
WS,2008,225.13
WS,2009,244.27
WS,2010,285.16
WS,2011,281.45
WS,2012,288.60
SM,1990,
SM,1991,
SM,1992,
SM,1993,
SM,1994,
SM,1995,
SM,1996,
SM,1997,
SM,1998,
SM,1999,
SM,2000,
SM,2001,
SM,2002,
SM,2003,
SM,2004,364.48
SM,2005,375.26
SM,2006,428.44
SM,2007,476.33
SM,2008,476.17
SM,2009,473.79
SM,2010,476.63
SM,2011,457.98
SM,2012,468.83
ST,1990,
ST,1991,
ST,1992,
ST,1993,
ST,1994,
ST,1995,
ST,1996,
ST,1997,
ST,1998,
ST,1999,
ST,2000,16.01
ST,2001,75.97
ST,2002,66.44
ST,2003,79.88
ST,2004,96.70
ST,2005,76.90
ST,2006,91.23
ST,2007,77.85
ST,2008,67.80
ST,2009,113.88
ST,2010,117.63
ST,2011,123.99
ST,2012,116.13
SA,1990,
SA,1991,
SA,1992,
SA,1993,
SA,1994,
SA,1995,
SA,1996,
SA,1997,
SA,1998,
SA,1999,118463.74
SA,2000,135412.74
SA,2001,151398.49
SA,2002,148947.22
SA,2003,148295.20
SA,2004,156735.65
SA,2005,146800.63
SA,2006,148950.81
SA,2007,170010.71
SA,2008,169159.53
SA,2009,238131.51
SA,2010,252358.68
SA,2011,246379.15
SA,2012,261699.35
SN,1990,
SN,1991,
SN,1992,
SN,1993,
SN,1994,
SN,1995,
SN,1996,
SN,1997,
SN,1998,
SN,1999,
SN,2000,1595.34
SN,2001,1949.95
SN,2002,1855.36
SN,2003,2166.12
SN,2004,2349.34
SN,2005,2609.32
SN,2006,3011.19
SN,2007,3282.89
SN,2008,3174.66
SN,2009,3224.27
SN,2010,3522.94
SN,2011,3815.35
SN,2012,3846.30
RS,1990,
RS,1991,
RS,1992,
RS,1993,
RS,1994,
RS,1995,
RS,1996,
RS,1997,
RS,1998,
RS,1999,
RS,2000,8962.09
RS,2001,10189.27
RS,2002,13363.71
RS,2003,13571.99
RS,2004,14043.69
RS,2005,14413.70
RS,2006,16159.41
RS,2007,17059.22
RS,2008,17501.65
RS,2009,17280.15
RS,2010,17592.84
RS,2011,17384.98
RS,2012,18774.25
SC,1990,246.73
SC,1991,287.26
SC,1992,299.97
SC,1993,382.88
SC,1994,394.75
SC,1995,334.87
SC,1996,407.58
SC,1997,425.97
SC,1998,480.63
SC,1999,457.16
SC,2000,466.81
SC,2001,386.25
SC,2002,466.83
SC,2003,361.21
SC,2004,320.52
SC,2005,325.94
SC,2006,423.72
SC,2007,411.67
SC,2008,285.43
SC,2009,317.19
SC,2010,343.41
SC,2011,382.61
SC,2012,410.63
SL,1990,
SL,1991,
SL,1992,
SL,1993,
SL,1994,
SL,1995,
SL,1996,
SL,1997,
SL,1998,
SL,1999,
SL,2000,216.56
SL,2001,298.77
SL,2002,320.70
SL,2003,361.13
SL,2004,303.21
SL,2005,340.19
SL,2006,364.04
SL,2007,308.60
SL,2008,395.76
SL,2009,436.55
SL,2010,538.64
SL,2011,661.75
SL,2012,730.14
SG,1990,13741.21
SG,1991,15495.37
SG,1992,14555.90
SG,1993,16234.60
SG,1994,20142.37
SG,1995,23433.52
SG,1996,32417.46
SG,1997,34094.82
SG,1998,36411.25
SG,1999,32025.61
SG,2000,29504.36
SG,2001,33632.18
SG,2002,27521.81
SG,2003,22318.59
SG,2004,23765.47
SG,2005,23397.07
SG,2006,26749.81
SG,2007,27254.77
SG,2008,40836.14
SG,2009,41192.35
SG,2010,37125.53
SG,2011,39531.62
SG,2012,40089.00
SK,1990,
SK,1991,
SK,1992,
SK,1993,
SK,1994,
SK,1995,
SK,1996,
SK,1997,19951.24
SK,1998,18781.82
SK,1999,17688.57
SK,2000,20130.31
SK,2001,17478.02
SK,2002,18787.20
SK,2003,18041.20
SK,2004,18444.45
SK,2005,20564.02
SK,2006,22209.44
SK,2007,25340.66
SK,2008,29551.22
SK,2009,34696.40
SK,2010,34831.59
SK,2011,34482.58
SK,2012,34519.57
SI,1990,
SI,1991,
SI,1992,
SI,1993,
SI,1994,
SI,1995,11569.42
SI,1996,11717.21
SI,1997,12487.88
SI,1998,13206.73
SI,1999,14030.50
SI,2000,14745.47
SI,2001,15503.67
SI,2002,15919.07
SI,2003,16529.98
SI,2004,17337.12
SI,2005,18121.71
SI,2006,19095.66
SI,2007,19310.52
SI,2008,20576.71
SI,2009,21112.89
SI,2010,21762.47
SI,2011,21924.22
SI,2012,20736.92
SB,1990,165.90
SB,1991,230.58
SB,1992,231.74
SB,1993,228.07
SB,1994,240.47
SB,1995,216.66
SB,1996,212.94
SB,1997,165.95
SB,1998,137.28
SB,1999,143.17
SB,2000,129.20
SB,2001,100.99
SB,2002,79.50
SB,2003,117.84
SB,2004,183.80
SB,2005,229.35
SB,2006,266.64
SB,2007,348.92
SB,2008,391.69
SB,2009,427.00
SB,2010,455.84
SB,2011,479.02
SB,2012,495.87
ZA,1990,
ZA,1991,
ZA,1992,
ZA,1993,
ZA,1994,
ZA,1995,
ZA,1996,
ZA,1997,
ZA,1998,
ZA,1999,
ZA,2000,65795.23
ZA,2001,67576.44
ZA,2002,69930.50
ZA,2003,73892.21
ZA,2004,77322.08
ZA,2005,82563.04
ZA,2006,91310.97
ZA,2007,97304.06
ZA,2008,106747.27
ZA,2009,115311.67
ZA,2010,116652.56
ZA,2011,118932.98
ZA,2012,124451.21
SS,1990,
SS,1991,
SS,1992,
SS,1993,
SS,1994,
SS,1995,
SS,1996,
SS,1997,
SS,1998,
SS,1999,
SS,2000,
SS,2001,
SS,2002,
SS,2003,
SS,2004,
SS,2005,
SS,2006,
SS,2007,
SS,2008,
SS,2009,
SS,2010,
SS,2011,3926.50
SS,2012,3562.28
ES,1990,342168.28
ES,1991,363883.41
ES,1992,377766.81
ES,1993,393300.71
ES,1994,389926.05
ES,1995,399676.40
ES,1996,398020.50
ES,1997,398261.51
ES,1998,410420.80
ES,1999,417381.66
ES,2000,430235.16
ES,2001,439937.82
ES,2002,454723.60
ES,2003,462762.14
ES,2004,483697.08
ES,2005,495597.92
ES,2006,514639.45
ES,2007,543708.43
ES,2008,580073.17
ES,2009,622504.26
ES,2010,622625.53
ES,2011,615280.99
ES,2012,631967.01
LK,1990,5632.49
LK,1991,6313.36
LK,1992,5756.33
LK,1993,6041.20
LK,1994,6718.85
LK,1995,7333.45
LK,1996,7224.33
LK,1997,7123.82
LK,1998,7180.64
LK,1999,7440.59
LK,2000,8345.54
LK,2001,8450.50
LK,2002,7862.28
LK,2003,7677.88
LK,2004,8115.50
LK,2005,9022.25
LK,2006,9904.64
LK,2007,10243.34
LK,2008,10422.25
LK,2009,11877.18
LK,2010,11790.30
LK,2011,11953.56
LK,2012,11696.84
KN,1990,78.92
KN,1991,76.14
KN,1992,85.23
KN,1993,96.86
KN,1994,106.51
KN,1995,117.34
KN,1996,140.77
KN,1997,148.13
KN,1998,165.71
KN,1999,198.71
KN,2000,219.05
KN,2001,205.73
KN,2002,263.59
KN,2003,212.24
KN,2004,223.34
KN,2005,255.23
KN,2006,259.25
KN,2007,258.66
KN,2008,257.70
KN,2009,278.60
KN,2010,287.04
KN,2011,246.44
KN,2012,207.16
LC,1990,169.81
LC,1991,174.95
LC,1992,197.09
LC,1993,240.06
LC,1994,212.41
LC,1995,220.75
LC,1996,223.45
LC,1997,225.93
LC,1998,227.52
LC,1999,263.95
LC,2000,271.27
LC,2001,278.57
LC,2002,291.52
LC,2003,300.46
LC,2004,320.09
LC,2005,352.71
LC,2006,362.33
LC,2007,329.84
LC,2008,356.04
LC,2009,368.15
LC,2010,401.68
LC,2011,427.41
LC,2012,441.06
VC,1990,102.96
VC,1991,114.20
VC,1992,120.73
VC,1993,108.40
VC,1994,104.67
VC,1995,100.83
VC,1996,106.43
VC,1997,136.53
VC,1998,139.35
VC,1999,145.41
VC,2000,138.58
VC,2001,139.61
VC,2002,151.52
VC,2003,163.56
VC,2004,165.97
VC,2005,183.64
VC,2006,189.23
VC,2007,201.77
VC,2008,212.38
VC,2009,222.94
VC,2010,223.71
VC,2011,233.76
VC,2012,199.09
SD,1990,2856.39
SD,1991,4633.36
SD,1992,4909.57
SD,1993,2448.61
SD,1994,2062.24
SD,1995,1399.25
SD,1996,1074.82
SD,1997,1312.82
SD,1998,1883.49
SD,1999,2579.23
SD,2000,4202.05
SD,2001,4806.28
SD,2002,5579.77
SD,2003,7063.48
SD,2004,10221.97
SD,2005,13044.73
SD,2006,12830.35
SD,2007,15004.29
SD,2008,14295.24
SD,2009,13142.91
SD,2010,12516.16
SD,2011,11575.00
SD,2012,8544.21
SR,1990,610.24
SR,1991,739.78
SR,1992,673.61
SR,1993,485.47
SR,1994,410.06
SR,1995,535.46
SR,1996,656.41
SR,1997,641.97
SR,1998,955.69
SR,1999,701.48
SR,2000,784.94
SR,2001,534.09
SR,2002,779.29
SR,2003,634.60
SR,2004,762.53
SR,2005,811.25
SR,2006,785.40
SR,2007,862.70
SR,2008,904.53
SR,2009,1113.69
SR,2010,1126.32
SR,2011,1218.81
SR,2012,1423.39
SZ,1990,419.40
SZ,1991,470.60
SZ,1992,586.94
SZ,1993,598.19
SZ,1994,627.26
SZ,1995,581.56
SZ,1996,647.02
SZ,1997,643.60
SZ,1998,691.27
SZ,1999,814.32
SZ,2000,832.84
SZ,2001,876.97
SZ,2002,946.21
SZ,2003,944.98
SZ,2004,1156.51
SZ,2005,1136.81
SZ,2006,1049.27
SZ,2007,1197.49
SZ,2008,1322.33
SZ,2009,1398.17
SZ,2010,1333.55
SZ,2011,1136.11
SZ,2012,1250.13
SE,1990,198626.89
SE,1991,207651.80
SE,1992,223831.69
SE,1993,225063.74
SE,1994,224713.65
SE,1995,222617.45
SE,1996,219128.94
SE,1997,216992.93
SE,1998,219105.94
SE,1999,226710.23
SE,2000,224488.88
SE,2001,224986.40
SE,2002,235106.12
SE,2003,240927.10
SE,2004,244391.09
SE,2005,250603.91
SE,2006,255839.44
SE,2007,255492.82
SE,2008,257843.71
SE,2009,260034.31
SE,2010,263926.76
SE,2011,267249.99
SE,2012,273057.09
CH,1990,142593.36
CH,1991,150718.01
CH,1992,160294.47
CH,1993,166425.65
CH,1994,168469.50
CH,1995,168948.03
CH,1996,172791.61
CH,1997,175251.44
CH,1998,179776.98
CH,1999,178897.40
CH,2000,177981.97
CH,2001,184715.64
CH,2002,190374.41
CH,2003,195092.07
CH,2004,197288.05
CH,2005,200396.19
CH,2006,197281.83
CH,2007,198545.03
CH,2008,190095.56
CH,2009,197845.58
CH,2010,201503.37
CH,2011,207321.48
CH,2012,209382.67
SY,1990,
SY,1991,
SY,1992,
SY,1993,
SY,1994,
SY,1995,
SY,1996,
SY,1997,
SY,1998,
SY,1999,
SY,2000,
SY,2001,
SY,2002,
SY,2003,
SY,2004,
SY,2005,
SY,2006,
SY,2007,
SY,2008,
SY,2009,
SY,2010,
SY,2011,
SY,2012,
TW,1990,48239.49
TW,1991,55379.08
TW,1992,57755.44
TW,1993,61054.22
TW,1994,64443.13
TW,1995,67426.61
TW,1996,69267.80
TW,1997,72875.19
TW,1998,75867.70
TW,1999,66789.66
TW,2000,100162.28
TW,2001,74430.81
TW,2002,71100.52
TW,2003,74105.55
TW,2004,75297.49
TW,2005,77990.41
TW,2006,76662.74
TW,2007,79829.59
TW,2008,83847.43
TW,2009,93816.34
TW,2010,92852.68
TW,2011,97305.29
TW,2012,98573.31
TJ,1990,
TJ,1991,
TJ,1992,
TJ,1993,
TJ,1994,
TJ,1995,
TJ,1996,
TJ,1997,
TJ,1998,456.67
TJ,1999,494.59
TJ,2000,585.02
TJ,2001,618.92
TJ,2002,656.13
TJ,2003,757.42
TJ,2004,873.02
TJ,2005,1053.10
TJ,2006,1093.26
TJ,2007,1541.71
TJ,2008,1615.26
TJ,2009,1726.38
TJ,2010,1655.73
TJ,2011,1888.63
TJ,2012,1825.85
TZ,1990,
TZ,1991,1634.79
TZ,1992,2042.35
TZ,1993,1869.35
TZ,1994,1953.77
TZ,1995,1936.95
TZ,1996,1737.22
TZ,1997,1662.07
TZ,1998,1659.61
TZ,1999,1946.78
TZ,2000,1984.68
TZ,2001,2043.85
TZ,2002,1924.26
TZ,2003,2386.46
TZ,2004,3016.22
TZ,2005,3566.77
TZ,2006,4004.77
TZ,2007,4169.06
TZ,2008,4930.12
TZ,2009,5321.70
TZ,2010,6395.73
TZ,2011,6757.77
TZ,2012,7129.48
TH,1990,
TH,1991,
TH,1992,
TH,1993,
TH,1994,
TH,1995,38109.92
TH,1996,41808.90
TH,1997,49665.58
TH,1998,49146.28
TH,1999,56804.15
TH,2000,43484.90
TH,2001,47821.38
TH,2002,62186.55
TH,2003,50558.68
TH,2004,56930.33
TH,2005,60798.10
TH,2006,60844.02
TH,2007,67817.46
TH,2008,69221.58
TH,2009,76434.87
TH,2010,79733.56
TH,2011,79722.78
TH,2012,91048.68
BS,1990,
BS,1991,890.05
BS,1992,896.83
BS,1993,913.95
BS,1994,946.64
BS,1995,963.06
BS,1996,1017.21
BS,1997,1214.95
BS,1998,1063.53
BS,1999,1081.00
BS,2000,1143.48
BS,2001,1150.65
BS,2002,1185.74
BS,2003,1202.90
BS,2004,1224.21
BS,2005,1314.62
BS,2006,1390.64
BS,2007,1555.66
BS,2008,1546.76
BS,2009,1635.42
BS,2010,1645.76
BS,2011,1831.59
BS,2012,1930.09
TL,1990,
TL,1991,
TL,1992,
TL,1993,
TL,1994,
TL,1995,
TL,1996,
TL,1997,
TL,1998,
TL,1999,
TL,2000,0.00
TL,2001,0.00
TL,2002,402.27
TL,2003,435.57
TL,2004,181.37
TL,2005,513.13
TL,2006,310.45
TL,2007,505.66
TL,2008,758.08
TL,2009,1464.31
TL,2010,1373.67
TL,2011,1374.42
TL,2012,1389.71
TG,1990,679.25
TG,1991,589.83
TG,1992,494.45
TG,1993,483.49
TG,1994,491.52
TG,1995,505.08
TG,1996,530.17
TG,1997,471.10
TG,1998,554.66
TG,1999,530.97
TG,2000,525.93
TG,2001,456.15
TG,2002,358.09
TG,2003,440.47
TG,2004,493.72
TG,2005,580.34
TG,2006,660.56
TG,2007,653.12
TG,2008,523.70
TG,2009,662.09
TG,2010,714.33
TG,2011,851.19
TG,2012,1034.51
TO,1990,
TO,1991,
TO,1992,
TO,1993,
TO,1994,
TO,1995,
TO,1996,
TO,1997,
TO,1998,
TO,1999,84.06
TO,2000,78.55
TO,2001,84.09
TO,2002,87.92
TO,2003,84.79
TO,2004,85.13
TO,2005,99.43
TO,2006,102.94
TO,2007,99.47
TO,2008,103.41
TO,2009,116.27
TO,2010,136.84
TO,2011,136.97
TO,2012,119.35
TT,1990,
TT,1991,
TT,1992,
TT,1993,
TT,1994,
TT,1995,
TT,1996,
TT,1997,
TT,1998,
TT,1999,4247.65
TT,2000,4311.92
TT,2001,4872.50
TT,2002,4677.59
TT,2003,4995.20
TT,2004,5651.75
TT,2005,6356.68
TT,2006,8395.17
TT,2007,8096.40
TT,2008,8722.86
TT,2009,10785.69
TT,2010,10418.06
TT,2011,9364.00
TT,2012,8550.86
TN,1990,
TN,1991,5939.44
TN,1992,6065.70
TN,1993,6422.28
TN,1994,6504.16
TN,1995,6822.31
TN,1996,7628.58
TN,1997,7163.53
TN,1998,7508.72
TN,1999,8028.93
TN,2000,8413.00
TN,2001,8832.58
TN,2002,9208.47
TN,2003,9545.48
TN,2004,10091.23
TN,2005,10460.09
TN,2006,11031.03
TN,2007,11806.88
TN,2008,12874.54
TN,2009,13328.91
TN,2010,13756.15
TN,2011,15197.06
TN,2012,16139.07
TR,1990,
TR,1991,
TR,1992,
TR,1993,
TR,1994,
TR,1995,
TR,1996,
TR,1997,
TR,1998,
TR,1999,
TR,2000,
TR,2001,
TR,2002,209503.34
TR,2003,211867.68
TR,2004,199004.51
TR,2005,201027.85
TR,2006,216776.35
TR,2007,227799.48
TR,2008,235518.66
TR,2009,250708.36
TR,2010,260341.95
TR,2011,272090.49
TR,2012,285814.95
TM,1990,
TM,1991,
TM,1992,
TM,1993,
TM,1994,
TM,1995,
TM,1996,
TM,1997,1352.02
TM,1998,1400.15
TM,1999,1301.60
TM,2000,1917.88
TM,2001,2020.86
TM,2002,2001.78
TM,2003,2513.47
TM,2004,2813.03
TM,2005,3311.86
TM,2006,2793.35
TM,2007,2789.29
TM,2008,2587.27
TM,2009,3387.82
TM,2010,3879.66
TM,2011,4627.28
TM,2012,5156.10
TV,1990,
TV,1991,
TV,1992,
TV,1993,
TV,1994,
TV,1995,
TV,1996,
TV,1997,
TV,1998,
TV,1999,
TV,2000,
TV,2001,
TV,2002,
TV,2003,
TV,2004,25.35
TV,2005,25.94
TV,2006,29.00
TV,2007,29.25
TV,2008,26.38
TV,2009,30.59
TV,2010,31.67
TV,2011,27.30
TV,2012,24.19
UG,1990,
UG,1991,
UG,1992,
UG,1993,
UG,1994,
UG,1995,
UG,1996,
UG,1997,1336.69
UG,1998,1341.57
UG,1999,1603.90
UG,2000,1854.69
UG,2001,2086.01
UG,2002,2218.96
UG,2003,2252.88
UG,2004,2373.79
UG,2005,2390.69
UG,2006,2342.12
UG,2007,2616.28
UG,2008,3053.91
UG,2009,3009.81
UG,2010,4168.89
UG,2011,4045.84
UG,2012,4005.16
UA,1990,
UA,1991,
UA,1992,
UA,1993,
UA,1994,
UA,1995,
UA,1996,
UA,1997,44660.45
UA,1998,39840.28
UA,1999,27712.57
UA,2000,40277.45
UA,2001,43822.33
UA,2002,47740.21
UA,2003,53683.49
UA,2004,64325.59
UA,2005,70352.24
UA,2006,76406.45
UA,2007,80795.58
UA,2008,89460.61
UA,2009,78021.78
UA,2010,81973.43
UA,2011,80288.70
UA,2012,86360.44
AE,1990,
AE,1991,
AE,1992,
AE,1993,
AE,1994,
AE,1995,
AE,1996,
AE,1997,
AE,1998,
AE,1999,52128.87
AE,2000,52385.13
AE,2001,59614.11
AE,2002,53631.00
AE,2003,55329.38
AE,2004,53920.69
AE,2005,47503.25
AE,2006,50451.71
AE,2007,55134.72
AE,2008,64155.05
AE,2009,95993.30
AE,2010,88676.27
AE,2011,85666.63
AE,2012,83537.69
GB,1990,604070.85
GB,1991,614924.78
GB,1992,653550.71
GB,1993,674891.85
GB,1994,700081.02
GB,1995,716719.01
GB,1996,705193.61
GB,1997,708348.85
GB,1998,714555.91
GB,1999,721737.93
GB,2000,708311.46
GB,2001,786663.23
GB,2002,829103.18
GB,2003,881987.89
GB,2004,923376.96
GB,2005,963614.05
GB,2006,993703.84
GB,2007,1020892.00
GB,2008,1079165.63
GB,2009,1128701.88
GB,2010,1131189.21
GB,2011,1108485.11
GB,2012,1112236.34
US,1990,
US,1991,
US,1992,
US,1993,
US,1994,
US,1995,
US,1996,
US,1997,
US,1998,
US,1999,
US,2000,
US,2001,4504739.41
US,2002,4723280.86
US,2003,4931883.10
