currency,month,year,value
Sri Lanka Rupee,01,2014,130.7283277778
Sri Lanka Rupee,02,2014,130.81935625
Sri Lanka Rupee,03,2014,130.6139947368
Sri Lanka Rupee,04,2014,130.6222
Sri Lanka Rupee,05,2014,130.4498705882
Sri Lanka Rupee,06,2014,130.28733
Sri Lanka Rupee,07,2014,130.2389142857
Sri Lanka Rupee,08,2014,130.1885
Sri Lanka Rupee,09,2014,130.263325
Sri Lanka Rupee,10,2014,130.6109736842
Sri Lanka Rupee,11,2014,130.9289294118
Sri Lanka Rupee,12,2014,131.0223714286
Sri Lanka Rupee,01,2015,131.59072
Sri Lanka Rupee,02,2015,132.6998428571
Swedish Krona,07,1998,7.9856956522
Swedish Krona,08,1998,8.1426789474
Swedish Krona,09,1998,7.9105238095
Swedish Krona,10,1998,7.8489545455
Swedish Krona,11,1998,7.990915
Swedish Krona,12,1998,8.0526
Swedish Krona,01,1999,7.8193052632
Swedish Krona,02,1999,7.945175
Swedish Krona,03,1999,8.2121454545
Swedish Krona,04,1999,8.324375
Swedish Krona,05,1999,8.4427631579
Swedish Krona,06,1999,8.5069047619
Swedish Krona,07,1999,8.4575
Swedish Krona,08,1999,8.2568181818
Swedish Krona,09,1999,8.22
Swedish Krona,10,1999,8.1461904762
Swedish Krona,11,1999,8.3378409091
Swedish Krona,12,1999,8.4830952381
Swedish Krona,01,2000,8.4830555556
Swedish Krona,02,2000,8.6461904762
Swedish Krona,03,2000,8.6945652174
Swedish Krona,04,2000,8.7202777778
Swedish Krona,05,2000,9.0894318182
Swedish Krona,06,2000,8.7480555556
Swedish Krona,07,2000,8.9346428571
Swedish Krona,08,2000,9.2733695652
Swedish Krona,09,2000,9.6569047619
Swedish Krona,10,2000,9.9618181818
Swedish Krona,11,2000,10.0779545455
Swedish Krona,12,2000,9.6676388889
Swedish Krona,01,2001,9.4669318182
Swedish Krona,02,2001,9.73571
Swedish Krona,03,2001,10.0315909091
Swedish Krona,04,2001,10.1986842105
Swedish Krona,05,2001,10.3333333333
Swedish Krona,06,2001,10.7763210526
Swedish Krona,07,2001,10.7665909091
Swedish Krona,08,2001,10.3433956522
Swedish Krona,09,2001,10.621265
Swedish Krona,10,2001,10.5625869565
Swedish Krona,11,2001,10.5932142857
Swedish Krona,12,2001,10.5505882353
Swedish Krona,01,2002,10.4380818182
Swedish Krona,02,2002,10.56032
Swedish Krona,03,2002,10.341365
Swedish Krona,04,2002,10.3104761905
Swedish Krona,05,2002,10.0756578947
Swedish Krona,06,2002,9.5572631579
Swedish Krona,07,2002,9.3413478261
Swedish Krona,08,2002,9.4720238095
Swedish Krona,09,2002,9.3503571429
Swedish Krona,10,2002,9.2793478261
Swedish Krona,11,2002,9.1098684211
Swedish Krona,12,2002,8.9461111111
Swedish Krona,01,2003,8.6345
Swedish Krona,02,2003,8.492775
Swedish Krona,03,2003,8.5297619048
Swedish Krona,04,2003,8.4335526316
Swedish Krona,05,2003,7.923625
Swedish Krona,06,2003,7.8107894737
Swedish Krona,07,2003,8.0740909091
Swedish Krona,08,2003,8.2836842105
Swedish Krona,09,2003,8.0861363636
Swedish Krona,10,2003,7.6966304348
Swedish Krona,11,2003,7.6888157895
Swedish Krona,12,2003,7.3670833333
Swedish Krona,01,2004,7.24925
Swedish Krona,02,2004,7.259875
Swedish Krona,03,2004,7.5243478261
Swedish Krona,04,2004,7.6567105263
Swedish Krona,05,2004,7.6059722222
Swedish Krona,06,2004,7.5405
Swedish Krona,07,2004,7.49575
Swedish Krona,08,2004,7.53725
Swedish Krona,09,2004,7.4395
Swedish Krona,10,2004,7.2557142857
Swedish Krona,11,2004,6.941375
Swedish Krona,12,2004,6.6971210526
Swedish Krona,01,2005,6.8982894737
Swedish Krona,02,2005,6.9790277778
Swedish Krona,03,2005,6.874375
Swedish Krona,04,2005,7.08175
Swedish Krona,05,2005,7.256625
Swedish Krona,06,2005,7.590625
Swedish Krona,07,2005,7.8177777778
Swedish Krona,08,2005,7.60115
Swedish Krona,09,2005,7.6219318182
Swedish Krona,10,2005,7.8253947368
Swedish Krona,11,2005,8.1142647059
Swedish Krona,12,2005,7.9501315789
Swedish Krona,01,2006,7.6995833333
Swedish Krona,02,2006,7.8147368421
Swedish Krona,03,2006,7.8173913043
Swedish Krona,04,2006,7.6063888889
Swedish Krona,05,2006,7.3122619048
Swedish Krona,06,2006,7.294125
Swedish Krona,07,2006,7.2602380952
Swedish Krona,08,2006,7.185
Swedish Krona,09,2006,7.2786904762
Swedish Krona,10,2006,7.3359090909
Swedish Krona,11,2006,7.07875
Swedish Krona,12,2006,6.8365277778
Swedish Krona,01,2007,6.9819047619
Swedish Krona,02,2007,7.0252941176
Swedish Krona,03,2007,7.02625
Swedish Krona,04,2007,6.8596428571
Swedish Krona,05,2007,6.8113333333
Swedish Krona,06,2007,6.941
Swedish Krona,07,2007,6.7071875
Swedish Krona,08,2007,6.8818055556
Swedish Krona,09,2007,6.6793421053
Swedish Krona,10,2007,6.4564772727
Swedish Krona,11,2007,6.32375
Swedish Krona,12,2007,6.4415384615
Swedish Krona,01,2008,6.4172727273
Swedish Krona,02,2008,6.3526190476
Swedish Krona,03,2008,6.0632894737
Swedish Krona,04,2008,5.9508333333
Swedish Krona,05,2008,5.9891666667
Swedish Krona,06,2008,6.0283333333
Swedish Krona,07,2008,5.9976136364
Swedish Krona,08,2008,6.27175
Swedish Krona,09,2008,6.6504545455
Swedish Krona,10,2008,7.4052173913
Swedish Krona,11,2008,7.955125
Swedish Krona,12,2008,7.9958725
Swedish Krona,01,2009,8.1025
Swedish Krona,02,2009,8.519625
Swedish Krona,03,2009,8.5696590909
Swedish Krona,04,2009,8.2606578947
Swedish Krona,05,2009,7.7607894737
Swedish Krona,06,2009,7.7667857143
Swedish Krona,07,2009,7.6995652174
Swedish Krona,08,2009,7.170625
Swedish Krona,09,2009,7.0054545455
Swedish Krona,10,2009,6.9523809524
Swedish Krona,11,2009,6.9263095238
Swedish Krona,12,2009,7.1285714286
Swedish Krona,01,2010,7.1410526316
Swedish Krona,02,2010,7.270625
Swedish Krona,03,2010,7.1651086957
Swedish Krona,04,2010,7.206
Swedish Krona,05,2010,7.6922368421
Swedish Krona,06,2010,7.8367857143
Swedish Krona,07,2010,7.44775
Swedish Krona,08,2010,7.3036363636
Swedish Krona,09,2010,7.0666666667
Swedish Krona,10,2010,6.677
Swedish Krona,11,2010,6.7925
Swedish Krona,12,2010,6.8583333333
Swedish Krona,01,2011,6.6757894737
Swedish Krona,02,2011,6.4444736842
Swedish Krona,03,2011,6.3505434783
Swedish Krona,04,2011,6.2148684211
Swedish Krona,05,2011,6.2306578947
Swedish Krona,06,2011,6.3393315789
Swedish Krona,07,2011,6.4114526316
Swedish Krona,08,2011,6.3968
Swedish Krona,09,2011,6.6369238095
Swedish Krona,10,2011,6.65112
Swedish Krona,11,2011,6.725925
Swedish Krona,12,2011,6.8454761905
Swedish Krona,01,2012,6.8377333333
Swedish Krona,02,2012,6.66896
Swedish Krona,03,2012,6.7298
Swedish Krona,04,2012,6.7295578947
Swedish Krona,05,2012,7.0316052632
Swedish Krona,06,2012,7.0773368421
Swedish Krona,07,2012,6.96029
Swedish Krona,08,2012,6.6867217391
Swedish Krona,09,2012,6.6106105263
Swedish Krona,10,2012,6.63954
Swedish Krona,11,2012,6.711395
Swedish Krona,12,2012,6.6149117647
Swedish Krona,01,2013,6.4893952381
Swedish Krona,02,2013,6.3704684211
Swedish Krona,03,2013,6.4379947368
Swedish Krona,04,2013,6.4885380952
Swedish Krona,05,2013,6.619055
Swedish Krona,06,2013,6.5769388889
Swedish Krona,07,2013,6.6126857143
Swedish Krona,08,2013,6.5352181818
Swedish Krona,09,2013,6.495265
Swedish Krona,10,2013,6.4063636364
Swedish Krona,11,2013,6.5855368421
Swedish Krona,12,2013,6.5407176471
Swedish Krona,01,2014,6.4834263158
Swedish Krona,02,2014,6.5005526316
Swedish Krona,03,2014,6.4139473684
Swedish Krona,04,2014,6.53985
Swedish Krona,05,2014,6.5636789474
Swedish Krona,06,2014,6.6845105263
Swedish Krona,07,2014,6.8147409091
Swedish Krona,08,2014,6.8990095238
Swedish Krona,09,2014,7.128115
Swedish Krona,10,2014,7.2379
Swedish Krona,11,2014,7.4117555556
Swedish Krona,12,2014,7.61446
Swedish Krona,01,2015,8.1252888889
Swedish Krona,02,2015,8.3461
Swiss Franc,07,1998,1.5136173913
Swiss Franc,08,1998,1.4950952381
Swiss Franc,09,1998,1.4026727273
Swiss Franc,10,1998,1.3356113636
Swiss Franc,11,1998,1.3842095238
Swiss Franc,12,1998,1.3591181818
Swiss Franc,01,1999,1.38365
Swiss Franc,02,1999,1.425975
Swiss Franc,03,1999,1.4659521739
Swiss Franc,04,1999,1.497375
Swiss Franc,05,1999,1.5072631579
Swiss Franc,06,1999,1.5372454545
Swiss Franc,07,1999,1.5499045455
Swiss Franc,08,1999,1.5090818182
Swiss Franc,09,1999,1.5253227273
Swiss Franc,10,1999,1.4897047619
Swiss Franc,11,1999,1.5518681818
Swiss Franc,12,1999,1.5832227273
Swiss Franc,01,2000,1.5878
Swiss Franc,02,2000,1.6335428571
Swiss Franc,03,2000,1.6640434783
Swiss Franc,04,2000,1.6625222222
Swiss Franc,05,2000,1.7181272727
Swiss Franc,06,2000,1.643215
Swiss Franc,07,2000,1.6497380952
Swiss Franc,08,2000,1.7151434783
Swiss Franc,09,2000,1.7569619048
Swiss Franc,10,2000,1.7694
Swiss Franc,11,2000,1.7772681818
Swiss Franc,12,2000,1.6912333333
Swiss Franc,01,2001,1.6302571429
Swiss Franc,02,2001,1.666875
Swiss Franc,03,2001,1.6883227273
Swiss Franc,04,2001,1.7144105263
Swiss Franc,05,2001,1.7534047619
Swiss Franc,06,2001,1.78407
Swiss Franc,07,2001,1.7593681818
Swiss Franc,08,2001,1.6807090909
Swiss Franc,09,2001,1.636475
Swiss Franc,10,2001,1.6336217391
Swiss Franc,11,2001,1.65145
Swiss Franc,12,2001,1.6522647059
Swiss Franc,01,2002,1.6667633333
Swiss Franc,02,2002,1.6986631579
Swiss Franc,03,2002,1.67636
Swiss Franc,04,2002,1.654947619
Swiss Franc,05,2002,1.588825
Swiss Franc,06,2002,1.5390736842
Swiss Franc,07,2002,1.4741608696
Swiss Franc,08,2002,1.498285
Swiss Franc,09,2002,1.493845
Swiss Franc,10,2002,1.4942727273
Swiss Franc,11,2002,1.46644
Swiss Franc,12,2002,1.441855
Swiss Franc,01,2003,1.3763789474
Swiss Franc,02,2003,1.3620368421
Swiss Franc,03,2003,1.3618105263
Swiss Franc,04,2003,1.3799315789
Swiss Franc,05,2003,1.3108555556
Swiss Franc,06,2003,1.32107
Swiss Franc,07,2003,1.3609857143
Swiss Franc,08,2003,1.3853166667
Swiss Franc,09,2003,1.37847
Swiss Franc,10,2003,1.323552381
Swiss Franc,11,2003,1.332515
Swiss Franc,12,2003,1.2665571429
Swiss Franc,01,2004,1.24172
Swiss Franc,02,2004,1.2450473684
Swiss Franc,03,2004,1.2767954545
Swiss Franc,04,2004,1.2983833333
Swiss Franc,05,2004,1.2836578947
Swiss Franc,06,2004,1.2520578947
Swiss Franc,07,2004,1.2449952381
Swiss Franc,08,2004,1.2635136364
Swiss Franc,09,2004,1.2634142857
Swiss Franc,10,2004,1.235735
Swiss Franc,11,2004,1.170152381
Swiss Franc,12,2004,1.1468190476
Swiss Franc,01,2005,1.177575
Swiss Franc,02,2005,1.191015
Swiss Franc,03,2005,1.1733238095
Swiss Franc,04,2005,1.1959952381
Swiss Franc,05,2005,1.2205722222
Swiss Franc,06,2005,1.2646285714
Swiss Franc,07,2005,1.293615
Swiss Franc,08,2005,1.2634842105
Swiss Franc,09,2005,1.2653473684
Swiss Franc,10,2005,1.2891777778
Swiss Franc,11,2005,1.3107590909
Swiss Franc,12,2005,1.30605
Swiss Franc,01,2006,1.2786666667
Swiss Franc,02,2006,1.3055421053
Swiss Franc,03,2006,1.305773913
Swiss Franc,04,2006,1.2840722222
Swiss Franc,05,2006,1.2186714286
Swiss Franc,06,2006,1.233335
Swiss Franc,07,2006,1.23635
Swiss Franc,08,2006,1.2309666667
Swiss Franc,09,2006,1.24478
Swiss Franc,10,2006,1.2608227273
Swiss Franc,11,2006,1.238275
Swiss Franc,12,2006,1.2088631579
Swiss Franc,01,2007,1.24468
Swiss Franc,02,2007,1.2417473684
Swiss Franc,03,2007,1.21877
Swiss Franc,04,2007,1.2120294118
Swiss Franc,05,2007,1.2220421053
Swiss Franc,06,2007,1.2336285714
Swiss Franc,07,2007,1.20891
Swiss Franc,08,2007,1.2028333333
Swiss Franc,09,2007,1.1829058824
Swiss Franc,10,2007,1.1746181818
Swiss Franc,11,2007,1.1238272727
Swiss Franc,12,2007,1.1381888889
Swiss Franc,01,2008,1.0997666667
Swiss Franc,02,2008,1.0911761905
Swiss Franc,03,2008,1.0114052632
Swiss Franc,04,2008,1.0130545455
Swiss Franc,05,2008,1.043925
Swiss Franc,06,2008,1.0381285714
Swiss Franc,07,2008,1.0262565217
Swiss Franc,08,2008,1.08513
Swiss Franc,09,2008,1.1104227273
Swiss Franc,10,2008,1.1410652174
Swiss Franc,11,2008,1.19032
Swiss Franc,12,2008,1.1464095238
Swiss Franc,01,2009,1.12948
Swiss Franc,02,2009,1.16563
Swiss Franc,03,2009,1.1556909091
Swiss Franc,04,2009,1.148465
Swiss Franc,05,2009,1.1083157895
Swiss Franc,06,2009,1.0817666667
Swiss Franc,07,2009,1.0793347826
Swiss Franc,08,2009,1.0685857143
Swiss Franc,09,2009,1.0406454545
Swiss Franc,10,2009,1.0217590909
Swiss Franc,11,2009,1.012475
Swiss Franc,12,2009,1.0278428571
Swiss Franc,01,2010,1.03455
Swiss Franc,02,2010,1.0721055556
Swiss Franc,03,2010,1.0671130435
Swiss Franc,04,2010,1.069355
Swiss Franc,05,2010,1.1267
Swiss Franc,06,2010,1.1282818182
Swiss Franc,07,2010,1.053985
Swiss Franc,08,2010,1.0403545455
Swiss Franc,09,2010,1.0020684211
Swiss Franc,10,2010,0.96801
Swiss Franc,11,2010,0.9812176471
Swiss Franc,12,2010,0.9709
Swiss Franc,01,2011,0.956265
Swiss Franc,02,2011,0.9511
Swiss Franc,03,2011,0.9191652174
Swiss Franc,04,2011,0.8989842105
Swiss Franc,05,2011,0.8750904762
Swiss Franc,06,2011,0.8402578947
Swiss Franc,07,2011,0.82339
Swiss Franc,08,2011,0.7808409091
Swiss Franc,09,2011,0.8777157143
Swiss Franc,10,2011,0.89639
Swiss Franc,11,2011,0.906455
Swiss Franc,12,2011,0.9316285714
Swiss Franc,01,2012,0.937285
Swiss Franc,02,2012,0.912525
Swiss Franc,03,2012,0.9135727273
Swiss Franc,04,2012,0.9129631579
Swiss Franc,05,2012,0.93817
Swiss Franc,06,2012,0.9583380952
Swiss Franc,07,2012,0.9780142857
Swiss Franc,08,2012,0.9682818182
Swiss Franc,09,2012,0.9395684211
Swiss Franc,10,2012,0.932245
Swiss Franc,11,2012,0.939345
Swiss Franc,12,2012,0.9227647059
Swiss Franc,01,2013,0.924585
Swiss Franc,02,2013,0.9204368421
Swiss Franc,03,2013,0.946505
Swiss Franc,04,2013,0.93618
Swiss Franc,05,2013,0.9563631579
Swiss Franc,06,2013,0.93414
Swiss Franc,07,2013,0.944252381
Swiss Franc,08,2013,0.92683
Swiss Franc,09,2013,0.92398
Swiss Franc,10,2013,0.9029045455
Swiss Franc,11,2013,0.9134631579
Swiss Franc,12,2013,0.8940263158
Swiss Franc,01,2014,0.90338
Swiss Franc,02,2014,0.8944631579
Swiss Franc,03,2014,0.8812684211
Swiss Franc,04,2014,0.8823190476
Swiss Franc,05,2014,0.8879142857
Swiss Franc,06,2014,0.8961428571
Swiss Franc,07,2014,0.8973318182
Swiss Franc,08,2014,0.910075
Swiss Franc,09,2014,0.9365
Swiss Franc,10,2014,0.9532409091
Swiss Franc,11,2014,0.9646055556
Swiss Franc,12,2014,0.975147619
Swiss Franc,01,2015,0.9412105263
Swiss Franc,02,2015,0.93503125
Thai Baht,07,1998,41.189952381
Thai Baht,08,1998,41.5755
Thai Baht,09,1998,40.4094090909
Thai Baht,10,1998,38.1409047619
Thai Baht,11,1998,36.45365
Thai Baht,12,1998,36.2476875
Thai Baht,01,1999,36.568125
Thai Baht,02,1999,37.0633333333
Thai Baht,03,1999,37.5066363636
Thai Baht,04,1999,37.5891764706
Thai Baht,05,1999,37.024
Thai Baht,06,1999,36.9136190476
Thai Baht,07,1999,37.1092
Thai Baht,08,1999,37.98585
Thai Baht,09,1999,39.8383636364
Thai Baht,10,1999,39.47465
Thai Baht,11,1999,38.7675454545
Thai Baht,12,1999,38.1433684211
Thai Baht,01,2000,37.3499
Thai Baht,02,2000,37.7073
Thai Baht,03,2000,37.9005714286
Thai Baht,04,2000,37.9712352941
Thai Baht,05,2000,38.94885
Thai Baht,06,2000,39.0644545455
Thai Baht,07,2000,40.1686315789
Thai Baht,08,2000,40.8897777778
Thai Baht,09,2000,41.8359
Thai Baht,10,2000,43.1794
Thai Baht,11,2000,43.7216666667
Thai Baht,12,2000,43.0880555556
Thai Baht,01,2001,43.1363157895
Thai Baht,02,2001,42.6385789474
Thai Baht,03,2001,43.8957
Thai Baht,04,2001,45.4587058824
Thai Baht,05,2001,45.4745263158
Thai Baht,06,2001,45.24525
Thai Baht,07,2001,45.6131578947
Thai Baht,08,2001,44.9003181818
Thai Baht,09,2001,44.3187368421
Thai Baht,10,2001,44.7238636364
Thai Baht,11,2001,44.4282380952
Thai Baht,12,2001,43.9163529412
Thai Baht,01,2002,44.0134285714
Thai Baht,02,2002,43.828125
Thai Baht,03,2002,43.3731
Thai Baht,04,2002,43.4151666667
Thai Baht,05,2002,42.7886190476
Thai Baht,06,2002,42.1676111111
Thai Baht,07,2002,41.2737
Thai Baht,08,2002,42.1630526316
Thai Baht,09,2002,42.8432
Thai Baht,10,2002,43.7037368421
Thai Baht,11,2002,43.3271
Thai Baht,12,2002,43.2788235294
Thai Baht,01,2003,42.77545
Thai Baht,02,2003,42.8857222222
Thai Baht,03,2003,42.7392105263
Thai Baht,04,2003,42.8793157895
Thai Baht,05,2003,42.1477368421
Thai Baht,06,2003,41.6548095238
Thai Baht,07,2003,41.77695
Thai Baht,08,2003,41.6661052632
Thai Baht,09,2003,40.5198571429
Thai Baht,10,2003,39.7279090909
Thai Baht,11,2003,39.9048
Thai Baht,12,2003,39.7183
Thai Baht,01,2004,39.09275
Thai Baht,02,2004,39.0962
Thai Baht,03,2004,39.446952381
Thai Baht,04,2004,39.4615882353
Thai Baht,05,2004,40.5708888889
Thai Baht,06,2004,40.8034761905
Thai Baht,07,2004,40.9352857143
Thai Baht,08,2004,41.5032
Thai Baht,09,2004,41.4710454545
Thai Baht,10,2004,41.3081052632
Thai Baht,11,2004,40.3415909091
Thai Baht,12,2004,39.2134210526
Thai Baht,01,2005,38.7603157895
Thai Baht,02,2005,38.4796315789
Thai Baht,03,2005,38.5941904762
Thai Baht,04,2005,39.527
Thai Baht,05,2005,39.8155
Thai Baht,06,2005,40.9224095238
Thai Baht,07,2005,41.7853333333
Thai Baht,08,2005,41.2076190476
Thai Baht,09,2005,41.0517727273
Thai Baht,10,2005,40.9090526316
Thai Baht,11,2005,41.1240454545
Thai Baht,12,2005,41.0817368421
Thai Baht,01,2006,39.5551363636
Thai Baht,02,2006,39.3155
Thai Baht,03,2006,38.9435625
Thai Baht,04,2006,38.1378461538
Thai Baht,05,2006,37.9792222222
Thai Baht,06,2006,38.3379375
Thai Baht,07,2006,38.0314615385
Thai Baht,08,2006,37.6374444444
Thai Baht,09,2006,37.4283684211
Thai Baht,10,2006,37.3609411765
Thai Baht,11,2006,36.6124705882
Thai Baht,12,2006,35.6260833333
Thai Baht,01,2007,35.9748888889
Thai Baht,02,2007,35.76497
Thai Baht,03,2007,35.09618
Thai Baht,04,2007,34.8890666667
Thai Baht,05,2007,34.605
Thai Baht,06,2007,34.5813157895
Thai Baht,07,2007,33.76995
Thai Baht,08,2007,34.1737727273
Thai Baht,09,2007,34.2637
Thai Baht,10,2007,34.1782380952
Thai Baht,11,2007,33.8896
Thai Baht,12,2007,33.7134705882
Thai Baht,01,2008,33.20765
Thai Baht,02,2008,32.66245
Thai Baht,03,2008,31.5083095238
Thai Baht,04,2008,31.5834736842
Thai Baht,05,2008,32.0958235294
Thai Baht,06,2008,33.1517142857
Thai Baht,07,2008,33.5164863636
Thai Baht,08,2008,33.8205
Thai Baht,09,2008,34.2970909091
Thai Baht,10,2008,34.3843333333
Thai Baht,11,2008,35.0665
Thai Baht,12,2008,35.0835789474
Thai Baht,01,2009,34.9173
Thai Baht,02,2009,35.2496875
Thai Baht,03,2009,35.798952381
Thai Baht,04,2009,35.4672941176
Thai Baht,05,2009,34.5180666667
Thai Baht,06,2009,34.1538181818
Thai Baht,07,2009,34.0448947368
Thai Baht,08,2009,34.0204210526
Thai Baht,09,2009,33.8556863636
Thai Baht,10,2009,33.4177368421
Thai Baht,11,2009,33.2944761905
Thai Baht,12,2009,33.2279411765
Thai Baht,01,2010,33.0457
Thai Baht,02,2010,33.1522
Thai Baht,03,2010,32.5402272727
Thai Baht,04,2010,32.280125
Thai Baht,05,2010,32.37
Thai Baht,06,2010,32.4764090909
Thai Baht,07,2010,32.3354444444
Thai Baht,08,2010,31.7843684211
Thai Baht,09,2010,30.8207619048
Thai Baht,10,2010,29.9663157895
Thai Baht,11,2010,29.8464736842
Thai Baht,12,2010,30.1147368421
Thai Baht,01,2011,30.5841578947
Thai Baht,02,2011,30.712125
Thai Baht,03,2011,30.3684347826
Thai Baht,04,2011,30.0401875
Thai Baht,05,2011,30.2408823529
Thai Baht,06,2011,30.5173181818
Thai Baht,07,2011,30.0520555556
Thai Baht,08,2011,29.8835454545
Thai Baht,09,2011,30.4535428571
Thai Baht,10,2011,30.8952105263
Thai Baht,11,2011,30.9236
Thai Baht,12,2011,31.2313333333
Thai Baht,01,2012,31.5606842105
Thai Baht,02,2012,30.72695
Thai Baht,03,2012,30.7025190476
Thai Baht,04,2012,30.8882352941
Thai Baht,05,2012,31.3358421053
Thai Baht,06,2012,31.65575
Thai Baht,07,2012,31.665047619
Thai Baht,08,2012,31.4355714286
Thai Baht,09,2012,30.9864210526
Thai Baht,10,2012,30.692
Thai Baht,11,2012,30.7082
Thai Baht,12,2012,30.637375
Thai Baht,01,2013,30.0858095238
Thai Baht,02,2013,29.8212777778
Thai Baht,03,2013,29.5084
Thai Baht,04,2013,29.073
Thai Baht,05,2013,29.7777894737
Thai Baht,06,2013,30.839
Thai Baht,07,2013,31.1324210526
Thai Baht,08,2013,31.6132857143
Thai Baht,09,2013,31.69405
Thai Baht,10,2013,31.212952381
Thai Baht,11,2013,31.5875789474
Thai Baht,12,2013,32.3312941176
Thai Baht,01,2014,32.952
Thai Baht,02,2014,32.6697777778
Thai Baht,03,2014,32.3915263158
Thai Baht,04,2014,32.3208333333
Thai Baht,05,2014,32.5272222222
Thai Baht,06,2014,32.5143809524
Thai Baht,07,2014,32.0867
Thai Baht,08,2014,32.0088947368
Thai Baht,09,2014,32.1993333333
Thai Baht,10,2014,32.4592380952
Thai Baht,11,2014,32.7920555556
Thai Baht,12,2014,32.9084444444
Thai Baht,01,2015,32.7478947368
Thai Baht,02,2015,32.5903125
Trinidad And Tobago Dollar,07,1998,6.2810217391
Trinidad And Tobago Dollar,08,1998,6.27614
Trinidad And Tobago Dollar,09,1998,6.2733
Trinidad And Tobago Dollar,10,1998,6.2818952381
Trinidad And Tobago Dollar,11,1998,6.2827473684
Trinidad And Tobago Dollar,12,1998,6.2658428571
Trinidad And Tobago Dollar,01,1999,6.2757
Trinidad And Tobago Dollar,02,1999,6.2761529412
Trinidad And Tobago Dollar,03,1999,6.2771090909
Trinidad And Tobago Dollar,04,1999,6.27533
Trinidad And Tobago Dollar,05,1999,6.27635
Trinidad And Tobago Dollar,06,1999,6.270547619
Trinidad And Tobago Dollar,07,1999,6.2705238095
Trinidad And Tobago Dollar,08,1999,6.27012
Trinidad And Tobago Dollar,09,1999,6.2715818182
Trinidad And Tobago Dollar,10,1999,6.27071
Trinidad And Tobago Dollar,11,1999,6.27111
Trinidad And Tobago Dollar,12,1999,6.2683952381
Trinidad And Tobago Dollar,01,2000,6.2697285714
Trinidad And Tobago Dollar,02,2000,6.2705904762
Trinidad And Tobago Dollar,03,2000,6.274835
Trinidad And Tobago Dollar,04,2000,6.2743058824
Trinidad And Tobago Dollar,05,2000,6.2760818182
Trinidad And Tobago Dollar,06,2000,6.279135
Trinidad And Tobago Dollar,07,2000,6.2760142857
Trinidad And Tobago Dollar,08,2000,6.2753409091
Trinidad And Tobago Dollar,09,2000,6.275535
Trinidad And Tobago Dollar,10,2000,6.2766473684
Trinidad And Tobago Dollar,11,2000,6.2746
Trinidad And Tobago Dollar,12,2000,6.2772941176
Trinidad And Tobago Dollar,01,2001,6.2688285714
Trinidad And Tobago Dollar,02,2001,6.2678277778
Trinidad And Tobago Dollar,03,2001,6.2635619048
Trinidad And Tobago Dollar,04,2001,6.2446894737
Trinidad And Tobago Dollar,05,2001,6.2313636364
Trinidad And Tobago Dollar,06,2001,6.2109894737
Trinidad And Tobago Dollar,07,2001,6.14591
Trinidad And Tobago Dollar,08,2001,6.1147142857
Trinidad And Tobago Dollar,09,2001,6.112
Trinidad And Tobago Dollar,10,2001,6.1231347826
Trinidad And Tobago Dollar,11,2001,6.19929
Trinidad And Tobago Dollar,12,2001,6.2376111111
Trinidad And Tobago Dollar,01,2002,6.2465545455
Trinidad And Tobago Dollar,02,2002,6.2504
Trinidad And Tobago Dollar,03,2002,6.254895
Trinidad And Tobago Dollar,04,2002,6.2367904762
Trinidad And Tobago Dollar,05,2002,6.1924904762
Trinidad And Tobago Dollar,06,2002,6.14545
Trinidad And Tobago Dollar,07,2002,6.10775
Trinidad And Tobago Dollar,08,2002,6.1185555556
Trinidad And Tobago Dollar,09,2002,6.1991
Trinidad And Tobago Dollar,10,2002,6.2580318182
Trinidad And Tobago Dollar,11,2002,6.2635
Trinidad And Tobago Dollar,12,2002,6.2695111111
Trinidad And Tobago Dollar,01,2003,6.2665045455
Trinidad And Tobago Dollar,02,2003,6.25895
Trinidad And Tobago Dollar,03,2003,6.2600357143
Trinidad And Tobago Dollar,04,2003,6.2633944444
Trinidad And Tobago Dollar,05,2003,6.2661125
Trinidad And Tobago Dollar,06,2003,6.2648333333
Trinidad And Tobago Dollar,07,2003,6.25651
Trinidad And Tobago Dollar,08,2003,6.257825
Trinidad And Tobago Dollar,09,2003,6.2663
Trinidad And Tobago Dollar,10,2003,6.2651454545
Trinidad And Tobago Dollar,11,2003,6.2688428571
Trinidad And Tobago Dollar,12,2003,6.2717777778
Trinidad And Tobago Dollar,01,2004,6.2658117647
Trinidad And Tobago Dollar,02,2004,6.26480625
Trinidad And Tobago Dollar,03,2004,6.2739136364
Trinidad And Tobago Dollar,04,2004,6.2715555556
Trinidad And Tobago Dollar,05,2004,6.2682947368
Trinidad And Tobago Dollar,06,2004,6.2751857143
Trinidad And Tobago Dollar,07,2004,6.2719333333
Trinidad And Tobago Dollar,08,2004,6.2696235294
Trinidad And Tobago Dollar,09,2004,6.2764933333
Trinidad And Tobago Dollar,10,2004,6.2704789474
Trinidad And Tobago Dollar,11,2004,6.27110625
Trinidad And Tobago Dollar,12,2004,6.2768722222
Trinidad And Tobago Dollar,01,2005,6.2721133333
Trinidad And Tobago Dollar,02,2005,6.271425
Trinidad And Tobago Dollar,03,2005,6.2744909091
Trinidad And Tobago Dollar,04,2005,6.26725
Trinidad And Tobago Dollar,05,2005,6.26025
Trinidad And Tobago Dollar,06,2005,6.2657166667
Trinidad And Tobago Dollar,07,2005,6.2675133333
