id,year,in-oof-gross,capital-repayment,interest-repayment
OM,2008,543640000,186040000,31380000
QA,2008,0,0,0
SA,2008,0,0,0
SY,2008,123300000,46710000,28870000
AE,2008,0,0,0
PS,2008,270000,1670000,860000
YE,2008,332750000,1090000,7030000
middle-east,2008,900000,3050000,11190000
asia,2008,129010000,1790000,0
CK,2008,80000,190000,20000
FJ,2008,36130000,6380000,3610000
PF,2008,0,0,0
KI,2008,640000,200000,0
MH,2008,250000,250000,220000
FM,2008,940000,0,0
NR,2008,290000,1110000,1230000
NC,2008,0,0,0
MP,2008,0,0,0
PW,2008,160000,0,0
PG,2008,105360000,55840000,25940000
WS,2008,11140000,8930000,1020000
SB,2008,2870000,5990000,210000
TO,2008,7420000,180000,0
TV,2008,1090000,0,0
VU,2008,10530000,550000,0
WF,2008,5240000,5580000,150000
oceania,2008,42090000,0,500000
bilateral-unspecified,2008,851010000,973660000,77170000
AL,2009,150450000,48870000,25010000
BY,2009,295620000,29970000,10880000
BA,2009,366430000,178360000,29730000
HR,2009,885470000,325520000,128830000
CY,2009,0,0,0
MK,2009,88450000,89550000,29060000
GI,2009,0,0,0
XK,2009,9340000,217880000,10000
MT,2009,0,0,0
MD,2009,32940000,48810000,13230000
ME,2009,139640000,20110000,12600000
RS,2009,666030000,190090000,125040000
SI,2009,0,0,0
ex-yugoslavia,2009,8130000,5830000,450000
TR,2009,5414520000,1886250000,737490000
UA,2009,1863290000,748400000,245850000
europe,2009,625560000,261280000,36500000
DZ,2009,-350000,210610000,14130000
EG,2009,1664940000,655890000,315490000
LY,2009,0,0,0
MA,2009,1375000000,594340000,294980000
TN,2009,1131310000,531010000,234310000
north-of-sahara,2009,0,0,210000
AO,2009,0,14330000,810000
BJ,2009,1890000,1630000,240000
BW,2009,1023150000,12920000,6020000
BF,2009,1600000,11790000,2860000
BI,2009,0,0,0
CV,2009,40610000,5170000,1830000
CM,2009,143890000,79210000,20920000
CF,2009,0,1240000,1220000
TD,2009,0,6820000,410000
KM,2009,0,1000000,740000
CG,2009,2110000,112360000,62300000
CI,2009,167620000,929230000,520010000
CD,2009,10490000,193130000,111400000
DJ,2009,118340000,350000,780000
GQ,2009,0,8070000,0
ER,2009,0,450000,0
ET,2009,26790000,22920000,4740000
GA,2009,75920000,141190000,34930000
GM,2009,14650000,4990000,1310000
GH,2009,397690000,47270000,36170000
GN,2009,3150000,19050000,32030000
GW,2009,0,0,0
KE,2009,157640000,52360000,12220000
LS,2009,1330000,4030000,2890000
LR,2009,113940000,84380000,57060000
MG,2009,895700000,40610000,37900000
MW,2009,7760000,8350000,1810000
ML,2009,12580000,280000,140000
MR,2009,13400000,34970000,8550000
MU,2009,183350000,23350000,9570000
YT,2009,0,9050000,2010000
MZ,2009,74100000,79230000,24000000
NA,2009,56320000,43890000,17200000
NE,2009,2860000,20970000,630000
NG,2009,346230000,315870000,67600000
RW,2009,10370000,2650000,760000
ST,2009,0,290000,0
SN,2009,115740000,41360000,13960000
SC,2009,11350000,12890000,580000
SL,2009,0,1050000,0
SO,2009,0,0,0
ZA,2009,1936460000,224400000,151180000
SS,2009,0,0,0
SD,2009,37500000,7580000,1970000
SZ,2009,11850000,27240000,11930000
TZ,2009,40270000,34900000,11130000
TG,2009,171560000,24000000,12740000
UG,2009,163140000,30410000,16330000
ZM,2009,8750000,150660000,18520000
ZW,2009,2220000,6150000,260000
south-of-sahara,2009,67600000,21360000,9540000
africa,2009,388950000,24190000,18530000
AI,2009,290000,1300000,770000
AG,2009,12640000,2330000,1750000
AW,2009,0,0,0
BS,2009,0,0,0
BB,2009,59600000,65800000,16400000
BZ,2009,28280000,16420000,8750000
BM,2009,0,0,0
KY,2009,0,0,0
CR,2009,117290000,90190000,33610000
CU,2009,0,1090000,1790000
DM,2009,120000,2570000,960000
DO,2009,908040000,246800000,105890000
SV,2009,783920000,358160000,91250000
GD,2009,7250000,4850000,2480000
GT,2009,817150000,153840000,118280000
HT,2009,7360000,16370000,730000
HN,2009,67500000,31480000,13080000
JM,2009,322120000,220060000,79320000
MX,2009,9499870000,2416000000,644890000
MS,2009,0,0,0
NI,2009,55000000,33530000,11270000
PA,2009,697590000,188980000,86140000
KN,2009,7290000,6300000,3120000
LC,2009,16200000,11360000,7190000
VC,2009,16630000,3860000,3600000
TT,2009,37540000,92000000,36480000
TC,2009,0,0,0
west-indies,2009,10490000,810000,640000
north-central-america,2009,15910000,33340000,15090000
AR,2009,3396630000,2035160000,646250000
BO,2009,14820000,104470000,21290000
BR,2009,7216030000,5001200000,1317630000
CL,2009,1880990000,1002680000,90050000
CO,2009,2624550000,706440000,568680000
EC,2009,295250000,234620000,127410000
FK,2009,0,0,0
GY,2009,5220000,1600000,1630000
PY,2009,210260000,117060000,45010000
PE,2009,1639760000,801960000,330170000
SR,2009,26970000,7290000,3950000
UY,2009,1003930000,278180000,131980000
VE,2009,415410000,285280000,85870000
south-america,2009,44330000,95690000,27060000
america,2009,163420000,30450000,3910000
BN,2009,0,0,0
KH,2009,38610000,46860000,3430000
CN,2009,4499590000,4239200000,995940000
KP,2009,5290000,10000,0
ID,2009,4038690000,4123820000,786610000
KR,2009,0,0,0
LA,2009,12330000,4240000,6370000
MY,2009,574610000,331490000,14030000
MN,2009,63550000,25320000,8340000
PH,2009,2024970000,1151750000,353720000
SG,2009,0,0,0
TH,2009,686210000,510550000,21030000
TL,2009,2590000,0,0
VN,2009,1527240000,286220000,44240000
east-asia,2009,0,0,0
AF,2009,75470000,29790000,8950000
AM,2009,151080000,35370000,13980000
AZ,2009,428650000,253690000,34680000
BD,2009,816180000,105450000,30220000
BT,2009,8450000,170000,420000
GE,2009,484040000,128800000,51330000
IN,2009,4864190000,1371590000,559840000
KZ,2009,1299770000,508160000,96090000
KG,2009,26700000,22960000,4870000
MV,2009,72960000,32820000,7310000
MM,2009,2500000,15100000,0
NP,2009,740000,11120000,4500000
PK,2009,958840000,619270000,201200000
LK,2009,177890000,128880000,22230000
TJ,2009,28720000,13460000,4100000
TM,2009,0,94900000,580000
UZ,2009,495230000,538560000,40040000
central-asia,2009,0,0,0
south-asia,2009,65020000,157300000,5240000
south-central-asia,2009,10000,0,0
BH,2009,0,0,0
IR,2009,316900000,668260000,78550000
IQ,2009,49840000,12800000,38060000
IL,2009,0,0,0
JO,2009,669120000,145710000,52900000
KW,2009,0,0,0
LB,2009,118160000,236260000,63840000
OM,2009,348840000,29810000,21210000
QA,2009,0,0,0
SA,2009,0,0,0
SY,2009,363340000,54440000,30290000
AE,2009,0,0,0
PS,2009,17360000,5180000,2910000
YE,2009,136020000,3000000,12400000
middle-east,2009,75860000,4100000,9790000
asia,2009,261660000,30000,0
CK,2009,10000,550000,50000
FJ,2009,10690000,6670000,3440000
PF,2009,0,0,0
KI,2009,550000,200000,0
MH,2009,0,440000,270000
FM,2009,680000,0,0
NR,2009,590000,100000,30000
NC,2009,0,0,0
MP,2009,0,0,0
PW,2009,0,0,0
PG,2009,545060000,117720000,18280000
WS,2009,710000,740000,1050000
SB,2009,12670000,0,260000
TO,2009,590000,0,0
TV,2009,0,80000,0
VU,2009,8360000,550000,0
WF,2009,0,1480000,650000
oceania,2009,15140000,300000,1910000
bilateral-unspecified,2009,6195200000,207040000,69580000
AL,2010,140440000,60820000,20660000
BY,2010,117660000,32730000,10720000
BA,2010,421390000,205620000,42970000
HR,2010,1467570000,381110000,101240000
CY,2010,0,0,0
MK,2010,222600000,77090000,17760000
GI,2010,0,0,0
XK,2010,16310000,840000,900000
MT,2010,0,0,0
MD,2010,111730000,49090000,12370000
ME,2010,127130000,30960000,20050000
RS,2010,1260280000,367840000,175710000
SI,2010,0,0,0
ex-yugoslavia,2010,5860000,2600000,290000
TR,2010,7593120000,2228200000,599160000
UA,2010,1179040000,895020000,244410000
europe,2010,159110000,10260000,6280000
DZ,2010,658850000,100200000,7800000
EG,2010,1667180000,712950000,271120000
LY,2010,0,2100000,700000
MA,2010,1009780000,554390000,230520000
TN,2010,1282690000,570320000,210210000
north-of-sahara,2010,4250000,40000,0
AO,2010,71510000,15260000,1050000
BJ,2010,5130000,29230000,410000
BW,2010,6740000,14500000,12750000
BF,2010,40670000,20930000,1490000
BI,2010,0,530000,0
CV,2010,29400000,6050000,1510000
CM,2010,77020000,45790000,18050000
CF,2010,0,21600000,1020000
TD,2010,45420000,10990000,1540000
KM,2010,2640000,340000,100000
CG,2010,650000,976010000,66120000
CI,2010,52200000,130870000,71850000
CD,2010,20190000,180650000,220930000
DJ,2010,35360000,10120000,2950000
GQ,2010,17590000,54260000,16400000
ER,2010,0,710000,0
ET,2010,188640000,25990000,2880000
GA,2010,49550000,109160000,19500000
GM,2010,12440000,9300000,300000
GH,2010,210460000,164730000,35720000
GN,2010,19130000,23060000,700000
GW,2010,0,610000,0
KE,2010,110830000,51150000,10520000
LS,2010,7780000,19550000,2650000
LR,2010,8170000,82020000,199410000
MG,2010,458270000,11380000,43500000
MW,2010,2750000,12360000,2020000
ML,2010,71770000,2370000,1490000
MR,2010,83750000,34710000,7680000
MU,2010,373890000,26280000,8550000
YT,2010,10510000,8940000,2000000
MZ,2010,162370000,82430000,19240000
NA,2010,164290000,30090000,22590000
NE,2010,31810000,35610000,940000
NG,2010,180780000,382120000,49970000
RW,2010,32980000,3680000,2670000
ST,2010,0,290000,0
SN,2010,31020000,41760000,18920000
SC,2010,43970000,10680000,3240000
SL,2010,1130000,1920000,430000
SO,2010,0,0,0
ZA,2010,1270530000,356140000,159870000
SS,2010,0,0,0
SD,2010,106480000,18450000,1440000
SZ,2010,4450000,25280000,11500000
TZ,2010,34740000,49170000,6520000
TG,2010,36470000,148070000,17490000
UG,2010,137360000,35980000,23430000
ZM,2010,9180000,193230000,6270000
ZW,2010,2160000,4890000,2780000
south-of-sahara,2010,27420000,60000,420000
africa,2010,451250000,120500000,22980000
AI,2010,57250000,2360000,860000
AG,2010,11900000,12850000,1860000
AW,2010,0,0,0
BS,2010,0,0,0
BB,2010,88170000,51240000,13580000
BZ,2010,18800000,22970000,7550000
BM,2010,0,0,0
KY,2010,0,0,0
CR,2010,610500000,76180000,29810000
CU,2010,0,0,1690000
DM,2010,3450000,5340000,800000
DO,2010,1302750000,202780000,133180000
SV,2010,574960000,218900000,72500000
GD,2010,8780000,13090000,2100000
GT,2010,791460000,160540000,144860000
HT,2010,16080000,40520000,18350000
HN,2010,31940000,55570000,12480000
JM,2010,1021200000,175270000,67810000
MX,2010,7516530000,2175250000,698540000
MS,2010,0,0,0
NI,2010,66490000,53900000,12180000
PA,2010,822390000,173310000,98830000
KN,2010,9680000,10700000,2480000
LC,2010,16960000,34750000,7000000
VC,2010,51920000,10500000,3590000
TT,2010,156100000,199970000,91510000
TC,2010,0,0,0
west-indies,2010,13310000,1960000,1090000
north-central-america,2010,23600000,33410000,11810000
AR,2010,2511260000,1927980000,618570000
BO,2010,192450000,155410000,15930000
BR,2010,8746220000,4487680000,1029350000
CL,2010,1673020000,861950000,57980000
CO,2010,2226750000,836090000,559060000
EC,2010,193130000,241350000,122770000
FK,2010,0,0,0
GY,2010,1480000,5430000,970000
PY,2010,327130000,136130000,45300000
PE,2010,1576640000,1647900000,279800000
SR,2010,50710000,8850000,4200000
UY,2010,210650000,704680000,152080000
VE,2010,581870000,317950000,84260000
south-america,2010,83020000,74520000,13710000
america,2010,185190000,29980000,6630000
BN,2010,0,0,0
KH,2010,9200000,10150000,1490000
CN,2010,5555020000,3006170000,534680000
KP,2010,1400000,0,0
ID,2010,5654470000,4022400000,652830000
KR,2010,0,0,0
LA,2010,33520000,60310000,4490000
MY,2010,510240000,351970000,8610000
MN,2010,198820000,28950000,11760000
PH,2010,808890000,1392780000,269310000
SG,2010,0,0,0
TH,2010,809690000,577960000,12940000
TL,2010,6790000,0,0
VN,2010,2048460000,334820000,66560000
east-asia,2010,12190000,4850000,770000
AF,2010,93640000,16820000,4310000
AM,2010,250630000,63270000,17050000
AZ,2010,460630000,173530000,29940000
BD,2010,215750000,95500000,29630000
BT,2010,21830000,4340000,1140000
GE,2010,379750000,122560000,47260000
IN,2010,7026660000,1641490000,299440000
KZ,2010,2800360000,642820000,86270000
KG,2010,45810000,19880000,4890000
MV,2010,9170000,35400000,4010000
MM,2010,2050000,3660000,0
NP,2010,850000,7760000,2010000
PK,2010,761210000,619010000,123620000
LK,2010,246420000,50260000,9280000
TJ,2010,35100000,24250000,3210000
TM,2010,9030000,80380000,580000
UZ,2010,423030000,372990000,24160000
central-asia,2010,0,0,0
south-asia,2010,0,0,0
south-central-asia,2010,1980000,40000,0
BH,2010,0,0,0
IR,2010,236360000,1008220000,36160000
IQ,2010,329610000,40690000,77450000
IL,2010,0,0,0
JO,2010,508340000,268280000,52120000
KW,2010,0,0,0
LB,2010,188660000,179620000,52980000
OM,2010,119650000,173810000,11630000
QA,2010,0,0,0
SA,2010,0,0,0
SY,2010,136040000,78330000,38530000
AE,2010,0,0,0
PS,2010,19540000,14040000,3470000
YE,2010,143130000,264950000,12120000
middle-east,2010,104840000,3840000,9530000
asia,2010,253190000,1010000,0
CK,2010,10400000,360000,60000
FJ,2010,23730000,8280000,2240000
PF,2010,0,0,0
KI,2010,980000,330000,0
MH,2010,0,330000,120000
FM,2010,940000,0,40000
NR,2010,610000,220000,50000
NC,2010,0,0,0
MP,2010,0,0,0
PW,2010,0,0,0
PG,2010,841880000,51820000,48080000
WS,2010,980000,1820000,500000
SB,2010,64110000,0,2580000
TO,2010,780000,420000,320000
TV,2010,0,90000,0
VU,2010,2910000,1210000,550000
WF,2010,0,1440000,380000
oceania,2010,9260000,0,0
bilateral-unspecified,2010,1083010000,437220000,65840000
AL,2011,259900000,75680000,27840000
BY,2011,116220000,47880000,13210000
BA,2011,186300000,209190000,43940000
HR,2011,0,0,0
CY,2011,0,0,0
MK,2011,131270000,60300000,16510000
GI,2011,0,0,0
XK,2011,0,17860000,12880000
MT,2011,0,0,0
MD,2011,114360000,75850000,14240000
ME,2011,67860000,42220000,21060000
RS,2011,1138620000,509960000,185100000
SI,2011,0,0,0
ex-yugoslavia,2011,3060000,930000,130000
TR,2011,3952140000,1901600000,582200000
UA,2011,1286840000,991000000,255450000
europe,2011,2046150000,1350390000,155360000
DZ,2011,1400000,186610000,10400000
EG,2011,1052960000,536190000,209270000
LY,2011,0,2330000,580000
MA,2011,1493450000,553330000,206820000
TN,2011,1289150000,536400000,192180000
north-of-sahara,2011,2710000,1780000,0
AO,2011,34000000,2030000,660000
BJ,2011,1110000,4060000,180000
BW,2011,589990000,8080000,12490000
BF,2011,2280000,4160000,890000
BI,2011,0,0,610000
CV,2011,90360000,930000,990000
CM,2011,68530000,79330000,23910000
CF,2011,3080000,860000,2410000
TD,2011,20510000,5590000,2190000
KM,2011,0,790000,400000
CG,2011,0,52490000,72550000
CI,2011,19450000,72330000,20180000
CD,2011,284330000,2270970000,777740000
DJ,2011,16140000,11400000,3920000
GQ,2011,38010000,14360000,10000
ER,2011,0,0,0
ET,2011,170500000,22500000,10620000
GA,2011,169580000,97760000,16750000
GM,2011,14510000,6670000,890000
GH,2011,361030000,196930000,46630000
GN,2011,0,6870000,400000
GW,2011,0,6860000,4310000
KE,2011,487930000,41830000,15420000
LS,2011,27990000,710000,1200000
LR,2011,127450000,117830000,57200000
MG,2011,228160000,11940000,17280000
MW,2011,0,11140000,1620000
ML,2011,10970000,3130000,1700000
MR,2011,71380000,17190000,4320000
MU,2011,101050000,29500000,10320000
YT,2011,0,0,0
MZ,2011,111410000,62370000,12940000
NA,2011,11710000,14110000,25820000
NE,2011,0,20780000,240000
NG,2011,702430000,222740000,42860000
RW,2011,23720000,2850000,3680000
ST,2011,0,340000,0
SN,2011,55510000,94260000,18180000
SC,2011,3620000,2560000,800000
SL,2011,9440000,2790000,340000
SO,2011,120000,0,0
ZA,2011,1429610000,459990000,175530000
SS,2011,0,0,0
SD,2011,120530000,11570000,2100000
SZ,2011,2220000,15140000,9230000
TZ,2011,38470000,88140000,6760000
TG,2011,22690000,53010000,32190000
UG,2011,66650000,26520000,21860000
ZM,2011,46680000,61630000,5150000
ZW,2011,1080000,0,0
south-of-sahara,2011,141130000,38990000,5030000
africa,2011,385160000,302090000,22750000
AI,2011,0,1180000,2640000
AG,2011,35950000,2600000,1900000
AW,2011,0,0,0
BS,2011,0,0,0
BB,2011,0,0,0
BZ,2011,16930000,16450000,5240000
BM,2011,0,0,0
KY,2011,0,0,0
CR,2011,310010000,135620000,40030000
CU,2011,2500000,1720000,1880000
DM,2011,5410000,2190000,690000
DO,2011,664550000,214790000,155990000
SV,2011,367380000,197120000,74080000
GD,2011,2130000,7140000,1500000
GT,2011,278220000,222860000,138060000
HT,2011,31130000,340000,1880000
HN,2011,151820000,128850000,17890000
JM,2011,476070000,122970000,68750000
MX,2011,5901560000,2507650000,815010000
MS,2011,0,0,0
NI,2011,72250000,37730000,13140000
PA,2011,631130000,183030000,83510000
KN,2011,19810000,6370000,2230000
LC,2011,1930000,10960000,4710000
VC,2011,3880000,6270000,4390000
TT,2011,0,0,0
TC,2011,0,0,0
west-indies,2011,12510000,940000,1090000
north-central-america,2011,5248230000,6200090000,627620000
AR,2011,2184910000,1700090000,539010000
BO,2011,4550000,157530000,9990000
BR,2011,6042930000,9815700000,930370000
CL,2011,1000660000,636070000,60090000
CO,2011,1192430000,823330000,510430000
EC,2011,482880000,237270000,105810000
FK,2011,0,0,0
GY,2011,1550000,1750000,1180000
PY,2011,223670000,138730000,40970000
PE,2011,847550000,919730000,253080000
SR,2011,108250000,5880000,3460000
UY,2011,409580000,226270000,122900000
VE,2011,1042080000,260240000,74130000
south-america,2011,18070000,57650000,8370000
america,2011,265930000,72230000,10960000
BN,2011,0,0,0
KH,2011,35920000,19310000,1580000
CN,2011,5136080000,3622550000,491560000
KP,2011,43160000,1760000,290000
ID,2011,3637810000,3626670000,591840000
KR,2011,0,0,0
LA,2011,13050000,15990000,5730000
MY,2011,784930000,371960000,6480000
MN,2011,89010000,40840000,20320000
PH,2011,1878340000,1064700000,242370000
SG,2011,0,0,0
TH,2011,793180000,561520000,14500000
TL,2011,1850000,13660000,0
VN,2011,1392330000,405220000,81260000
east-asia,2011,230790000,236380000,5390000
AF,2011,121380000,19020000,10890000
AM,2011,205230000,90880000,26360000
AZ,2011,671770000,190220000,37590000
BD,2011,285630000,140850000,35390000
BT,2011,14730000,2730000,780000
GE,2011,474440000,143040000,50500000
IN,2011,4371320000,2077320000,325330000
KZ,2011,1708570000,549820000,103850000
KG,2011,66620000,17890000,7720000
MV,2011,27040000,39640000,3130000
MM,2011,990000,1830000,0
NP,2011,360000,8370000,1010000
PK,2011,893340000,658710000,113630000
LK,2011,236060000,49360000,11870000
TJ,2011,28480000,19770000,3120000
TM,2011,331540000,71300000,1090000
UZ,2011,301250000,407960000,25190000
central-asia,2011,29280000,0,560000
south-asia,2011,0,0,0
south-central-asia,2011,740000,0,0
BH,2011,0,0,0
IR,2011,227790000,1585020000,31100000
IQ,2011,369620000,57270000,74710000
IL,2011,0,0,0
JO,2011,178930000,153760000,47530000
KW,2011,0,0,0
LB,2011,64200000,185580000,37340000
OM,2011,0,0,0
QA,2011,0,0,0
SA,2011,0,0,0
SY,2011,109300000,98540000,32020000
AE,2011,0,0,0
PS,2011,14380000,6510000,2180000
YE,2011,9970000,34810000,7410000
middle-east,2011,396540000,251150000,53020000
asia,2011,215240000,3250000,450000
CK,2011,5460000,360000,80000
FJ,2011,28050000,6830000,1030000
PF,2011,0,0,0
KI,2011,900000,0,0
MH,2011,0,340000,90000
FM,2011,2550000,10000,40000
NR,2011,410000,340000,50000
NC,2011,0,0,0
MP,2011,0,0,0
PW,2011,6250000,0,0
PG,2011,1652410000,50990000,99520000
WS,2011,1250000,0,0
SB,2011,17280000,9100000,3000000
TO,2011,780000,0,0
TV,2011,0,0,0
VU,2011,1280000,0,0
WF,2011,0,1180000,220000
oceania,2011,396140000,185680000,42020000
bilateral-unspecified,2011,2993960000,729740000,55730000
AL,2012,272190000,66750000,14290000
BY,2012,384700000,53820000,13040000
BA,2012,218340000,219960000,20280000
HR,2012,0,0,0
CY,2012,0,0,0
MK,2012,79100000,45700000,12190000
GI,2012,0,0,0
XK,2012,1360000,27970000,12020000
MT,2012,0,0,0
MD,2012,106110000,73030000,6410000
ME,2012,173740000,56900000,14120000
RS,2012,618410000,526490000,118610000
SI,2012,0,0,0
ex-yugoslavia,2012,2310000,130000,-120000
TR,2012,3520110000,2163290000,596030000
UA,2012,1285770000,826660000,84270000
europe,2012,147420000,182870000,19280000
DZ,2012,760000,42270000,6900000
EG,2012,1040030000,580560000,172290000
LY,2012,80000,4660000,460000
MA,2012,1144400000,614060000,229790000
TN,2012,1308470000,573530000,197350000
north-of-sahara,2012,8550000,2660000,0
AO,2012,98330000,4270000,1920000
BJ,2012,3600000,6530000,1470000
BW,2012,62580000,8130000,17990000
BF,2012,1700000,4610000,800000
BI,2012,10000,100000,330000
CV,2012,16860000,5030000,6780000
CM,2012,107890000,56260000,27990000
CF,2012,0,0,190000
TD,2012,36230000,10070000,5500000
KM,2012,0,240000,240000
CG,2012,2180000,10700000,4310000
CI,2012,51380000,1469740000,-7720000
CD,2012,44390000,657710000,223050000
DJ,2012,270000,24890000,6200000
GQ,2012,2280000,14500000,870000
ER,2012,0,0,0
ET,2012,97420000,51360000,13020000
GA,2012,98820000,94430000,14300000
GM,2012,850000,7920000,330000
GH,2012,321220000,301490000,41920000
GN,2012,132150000,24450000,1420000
GW,2012,0,0,0
KE,2012,263690000,62480000,37990000
LS,2012,19210000,3840000,2650000
LR,2012,37510000,143370000,15640000
MG,2012,31250000,19770000,30530000
MW,2012,0,7310000,1920000
ML,2012,50000,6170000,2320000
MR,2012,326730000,23620000,8840000
MU,2012,120980000,145210000,79530000
YT,2012,0,0,0
MZ,2012,168860000,51190000,19130000
NA,2012,9940000,59500000,24250000
NE,2012,2860000,8790000,800000
NG,2012,158300000,199520000,78710000
RW,2012,70630000,6210000,5360000
ST,2012,1930000,0,0
SN,2012,169830000,122660000,99970000
SC,2012,40700000,1420000,1840000
SL,2012,41720000,4060000,1430000
SO,2012,0,0,0
ZA,2012,2080900000,236490000,212680000
SS,2012,0,0,80000
SD,2012,71110000,44620000,1930000
SZ,2012,1820000,15590000,7300000
TZ,2012,40730000,27210000,9950000
TG,2012,74190000,17980000,-2870000
UG,2012,146370000,40720000,38510000
ZM,2012,35620000,30470000,9360000
ZW,2012,22170000,4820000,3160000
south-of-sahara,2012,72770000,25440000,5640000
africa,2012,540380000,130350000,26690000
AI,2012,710000,1530000,2420000
AG,2012,4180000,21970000,2300000
AW,2012,0,0,0
BS,2012,0,0,0
BB,2012,0,0,0
BZ,2012,19640000,15360000,3570000
BM,2012,0,0,0
KY,2012,0,0,0
CR,2012,211640000,112250000,36060000
CU,2012,0,3150000,2270000
DM,2012,5540000,1980000,800000
DO,2012,261370000,320310000,142540000
SV,2012,334360000,200330000,82910000
GD,2012,1890000,3700000,1410000
GT,2012,228140000,182600000,131310000
HT,2012,9720000,21580000,1740000
HN,2012,95730000,23730000,2160000
JM,2012,171770000,175910000,72720000
MX,2012,5317240000,2939490000,783610000
MS,2012,0,0,0
NI,2012,103910000,33230000,13410000
PA,2012,610160000,234390000,94620000
KN,2012,910000,6220000,2160000
LC,2012,4040000,16360000,9660000
VC,2012,1280000,6820000,4390000
TT,2012,0,0,0
TC,2012,0,0,0
west-indies,2012,7600000,70000,30000
north-central-america,2012,188460000,47530000,25870000
AR,2012,1874660000,1846290000,513580000
BO,2012,5710000,104540000,8750000
BR,2012,6610520000,3132460000,915590000
CL,2012,6655090000,486820000,107530000
CO,2012,3595070000,1011770000,309140000
EC,2012,430510000,266190000,103220000
FK,2012,0,0,0
GY,2012,2570000,1980000,1180000
PY,2012,276190000,184330000,39930000
PE,2012,466390000,911410000,258890000
SR,2012,71100000,9600000,3980000
UY,2012,313500000,234990000,125630000
VE,2012,46690000,214130000,126610000
south-america,2012,32310000,66820000,9610000
america,2012,204180000,52140000,7830000
BN,2012,0,0,0
KH,2012,67480000,28600000,8570000
CN,2012,4762320000,3970280000,537910000
KP,2012,2260000,0,0
ID,2012,4121510000,3201590000,679410000
KR,2012,0,0,0
LA,2012,51420000,3520000,5800000
MY,2012,220170000,565230000,46840000
MN,2012,368910000,83560000,12140000
PH,2012,1573990000,1103640000,268510000
SG,2012,0,0,0
TH,2012,1335150000,392310000,41980000
TL,2012,1950000,0,10000
VN,2012,1277850000,464100000,127790000
east-asia,2012,100020000,18000000,5810000
AF,2012,53960000,25310000,4630000
AM,2012,229550000,84490000,12790000
AZ,2012,783760000,169210000,14350000
BD,2012,342200000,167630000,38550000
BT,2012,5950000,1640000,610000
GE,2012,367930000,160780000,15260000
IN,2012,4714010000,1920560000,366270000
KZ,2012,1159270000,620000000,88380000
KG,2012,11640000,8750000,2890000
MV,2012,9130000,49760000,4090000
MM,2012,1320000,0,0
NP,2012,4480000,1210000,660000
PK,2012,915940000,738340000,81840000
LK,2012,334620000,65890000,20930000
TJ,2012,46190000,14770000,1980000
TM,2012,206550000,16540000,15900000
UZ,2012,607590000,446100000,21680000
central-asia,2012,45000000,0,1860000
south-asia,2012,30000,0,0
south-central-asia,2012,0,0,0
BH,2012,0,0,0
IR,2012,161480000,1833800000,59130000
IQ,2012,208610000,203000000,130310000
IL,2012,0,0,0
JO,2012,617620000,222300000,54480000
KW,2012,0,0,0
LB,2012,115740000,214970000,82150000
OM,2012,0,0,0
QA,2012,0,0,0
SA,2012,0,0,0
SY,2012,16130000,75930000,24950000
AE,2012,0,0,0
PS,2012,30690000,26360000,4380000
YE,2012,0,60010000,13160000
middle-east,2012,38200000,116780000,16670000
asia,2012,324170000,3470000,-480000
CK,2012,7270000,180000,310000
FJ,2012,28240000,7960000,1290000
PF,2012,0,0,0
KI,2012,840000,0,0
MH,2012,40000,380000,90000
FM,2012,1590000,60000,40000
NR,2012,550000,270000,20000
NC,2012,0,0,0
MP,2012,0,0,0
PW,2012,60000,0,20000
PG,2012,918760000,81720000,-22810000
WS,2012,1000000,0,0
SB,2012,34770000,34210000,500000
TO,2012,1000000,0,0
TV,2012,200000,0,0
VU,2012,2320000,0,0
WF,2012,0,980000,980000
oceania,2012,9060000,3610000,650000
bilateral-unspecified,2012,1922000000,850870000,100910000
AL,2013,86280000,154510000,14310000
BY,2013,381550000,88770000,13200000
BA,2013,330850000,217280000,19310000
HR,2013,0,0,0
CY,2013,0,0,0
MK,2013,81120000,63900000,7500000
GI,2013,0,0,0
XK,2013,15080000,28010000,12840000
MT,2013,0,0,0
MD,2013,98820000,113780000,7220000
ME,2013,63850000,72450000,10740000
RS,2013,777450000,610100000,118560000
SI,2013,0,0,0
ex-yugoslavia,2013,2800000,130000,110000
TR,2013,3937110000,2508590000,492450000
UA,2013,1253340000,1104510000,83650000
europe,2013,234930000,137000000,15370000
DZ,2013,90000,50060000,15410000
EG,2013,971660000,674720000,146550000
LY,2013,110000,0,140000
MA,2013,2538970000,537750000,213330000
TN,2013,266130000,515770000,176500000
north-of-sahara,2013,10490000,210000,0
AO,2013,59330000,4770000,13300000
BJ,2013,6440000,2310000,1390000
BW,2013,27580000,128980000,17650000
BF,2013,2580000,2720000,190000
BI,2013,3930000,0,370000
CV,2013,43400000,3290000,6220000
CM,2013,46070000,104360000,75960000
CF,2013,0,0,200000
TD,2013,470000,2360000,3110000
KM,2013,0,5010000,470000
CG,2013,60000,10790000,3790000
CI,2013,86510000,236470000,20980000
CD,2013,9360000,189740000,180280000
DJ,2013,340000,33380000,11440000
GQ,2013,2860000,17820000,730000
ER,2013,0,0,0
ET,2013,49360000,47720000,14120000
GA,2013,103160000,56660000,12400000
GM,2013,14490000,960000,660000
GH,2013,396980000,193660000,49290000
