country,year,govtspend_pc
LC,2009," 2,873.11 "
LC,2010," 3,131.56 "
LC,2011," 3,292.59 "
LC,2012," 3,427.48 "
VC,2000," 2,016.58 "
VC,2001," 2,029.63 "
VC,2002," 2,202.19 "
VC,2003," 2,378.13 "
VC,2004," 2,398.19 "
VC,2005," 2,634.44 "
VC,2006," 2,753.31 "
VC,2007," 2,942.86 "
VC,2008," 3,152.17 "
VC,2009," 3,300.97 "
VC,2010," 3,292.47 "
VC,2011," 3,434.50 "
VC,2012," 2,946.57 "
SD,2000, 313.50 
SD,2001, 344.93 
SD,2002, 392.67 
SD,2003, 481.80 
SD,2004, 661.66 
SD,2005, 880.64 
SD,2006, 853.40 
SD,2007," 1,000.45 "
SD,2008, 929.82 
SD,2009, 823.32 
SD,2010, 769.98 
SD,2011, 681.81 
SD,2012, 456.85 
SR,2000," 2,865.06 "
SR,2001," 1,915.69 "
SR,2002," 2,770.35 "
SR,2003," 2,220.86 "
SR,2004," 2,681.11 "
SR,2005," 2,808.07 "
SR,2006," 2,639.20 "
SR,2007," 2,869.50 "
SR,2008," 2,979.64 "
SR,2009," 3,634.68 "
SR,2010," 3,642.64 "
SR,2011," 3,905.90 "
SR,2012," 4,481.17 "
SZ,2000," 1,512.11 "
SZ,2001," 1,575.87 "
SZ,2002," 1,688.64 "
SZ,2003," 1,677.53 "
SZ,2004," 2,040.23 "
SZ,2005," 1,987.55 "
SZ,2006," 1,812.16 "
SZ,2007," 2,037.65 "
SZ,2008," 2,212.77 "
SZ,2009," 2,300.68 "
SZ,2010," 2,158.56 "
SZ,2011," 1,826.60 "
SZ,2012," 1,913.82 "
SE,2000," 19,234.57 "
SE,2001," 19,225.57 "
SE,2002," 20,025.13 "
SE,2003," 20,444.66 "
SE,2004," 20,657.17 "
SE,2005," 21,097.72 "
SE,2006," 21,417.71 "
SE,2007," 21,230.72 "
SE,2008," 21,259.72 "
SE,2009," 21,258.52 "
SE,2010," 21,393.54 "
SE,2011," 21,499.86 "
SE,2012," 21,811.48 "
CH,2000," 16,099.35 "
CH,2001," 16,603.08 "
CH,2002," 16,982.82 "
CH,2003," 17,275.04 "
CH,2004," 17,349.84 "
CH,2005," 17,510.63 "
CH,2006," 17,130.58 "
CH,2007," 17,086.84 "
CH,2008," 16,153.16 "
CH,2009," 16,602.98 "
CH,2010," 16,734.77 "
CH,2011," 17,027.62 "
CH,2012," 17,014.67 "
SY,2000, -   
SY,2001, -   
SY,2002, -   
SY,2003, -   
SY,2004, -   
SY,2005, -   
SY,2006, -   
SY,2007, -   
SY,2008, -   
SY,2009, -   
SY,2010, -   
SY,2011,  
SY,2012,  
TW,2000,  
TW,2001,  
TW,2002,  
TW,2003,  
TW,2004,  
TW,2005,  
TW,2006,  
TW,2007,  
TW,2008,  
TW,2009,  
TW,2010,  
TW,2011,  
TW,2012,  
TJ,2000, 227.13 
TJ,2001, 236.34 
TJ,2002, 249.89 
TJ,2003, 284.98 
TJ,2004, 320.99 
TJ,2005, 379.13 
TJ,2006, 385.16 
TJ,2007, 532.19 
TJ,2008, 545.50 
TJ,2009, 567.42 
TJ,2010, 531.36 
TJ,2011, 591.56 
TJ,2012, 558.03 
TZ,2000, 157.50 
TZ,2001, 158.13 
TZ,2002, 145.09 
TZ,2003, 175.27 
TZ,2004, 215.63 
TZ,2005, 248.03 
TZ,2006, 270.70 
TZ,2007, 273.73 
TZ,2008, 314.27 
TZ,2009, 329.24 
TZ,2010, 383.95 
TZ,2011, 393.60 
TZ,2012, 402.55 
TH,2000," 1,729.32 "
TH,2001," 1,879.89 "
TH,2002," 2,416.66 "
TH,2003," 1,943.93 "
TH,2004," 2,169.36 "
TH,2005," 2,299.24 "
TH,2006," 2,289.64 "
TH,2007," 2,544.62 "
TH,2008," 2,593.05 "
TH,2009," 2,859.30 "
TH,2010," 2,977.07 "
TH,2011," 2,968.89 "
TH,2012," 3,380.08 "
BS,2000,  
BS,2001,  
BS,2002,  
BS,2003,  
BS,2004,  
BS,2005,  
BS,2006,  
BS,2007,  
BS,2008,  
BS,2009,  
BS,2010,  
BS,2011,  
BS,2012,  
TL,2000, -   
TL,2001, -   
TL,2002, 169.08 
TL,2003, 176.42 
TL,2004, 70.90 
TL,2005, 197.29 
TL,2006, 115.68 
TL,2007, 182.75 
TL,2008, 265.85 
TL,2009, 498.65 
TL,2010, 454.51 
TL,2011, 441.86 
TL,2012, 399.56 
TG,2000, 236.82 
TG,2001, 200.16 
TG,2002, 153.10 
TG,2003, 183.48 
TG,2004, 200.36 
TG,2005, 229.46 
TG,2006, 254.49 
TG,2007, 245.20 
TG,2008, 191.31 
TG,2009, 235.71 
TG,2010, 247.62 
TG,2011, 287.50 
TG,2012, 339.51 
TO,2000, 900.37 
TO,2001, 961.80 
TO,2002," 1,005.44 "
TO,2003, 970.71 
TO,2004, 966.81 
TO,2005," 1,146.27 "
TO,2006," 1,193.60 "
TO,2007," 1,114.04 "
TO,2008," 1,131.88 "
TO,2009," 1,264.63 "
TO,2010," 1,483.91 "
TO,2011," 1,493.78 "
TO,2012," 1,299.21 "
TT,2000," 4,884.80 "
TT,2001," 5,496.98 "
TT,2002," 5,258.61 "
TT,2003," 5,588.43 "
TT,2004," 6,288.14 "
TT,2005," 7,007.27 "
TT,2006," 9,251.49 "
TT,2007," 8,877.58 "
TT,2008," 9,518.08 "
TT,2009," 11,714.86 "
TT,2010," 11,267.78 "
TT,2011," 10,191.24 "
TT,2012," 9,301.36 "
TN,2000," 2,209.59 "
TN,2001," 2,294.67 "
TN,2002," 2,368.26 "
TN,2003," 2,442.37 "
TN,2004," 2,561.49 "
TN,2005," 2,630.04 "
TN,2006," 2,738.61 "
TN,2007," 2,905.70 "
TN,2008," 3,139.47 "
TN,2009," 3,213.92 "
TN,2010," 3,285.31 "
TN,2011," 3,584.73 "
TN,2012," 3,770.31 "
TR,2000,  
TR,2001,  
TR,2002," 5,492.89 "
TR,2003," 5,477.73 "
TR,2004," 5,075.31 "
TR,2005," 5,058.97 "
TR,2006," 5,385.10 "
TR,2007," 5,588.06 "
TR,2008," 5,706.22 "
TR,2009," 5,999.42 "
TR,2010," 6,152.53 "
TR,2011," 6,349.09 "
TR,2012," 6,589.15 "
TM,2000," 1,289.50 "
TM,2001," 1,164.61 "
TM,2002, 988.53 
TM,2003," 1,083.39 "
TM,2004," 1,098.51 "
TM,2005," 1,279.43 "
TM,2006," 1,067.04 "
TM,2007," 1,053.07 "
TM,2008, 964.62 
TM,2009," 1,247.12 "
TM,2010," 1,410.84 "
TM,2011," 1,660.79 "
TM,2012," 1,826.99 "
TV,2000,  
TV,2001,  
TV,2002,  
TV,2003,  
TV,2004," 2,259.66 "
TV,2005," 2,301.10 "
TV,2006," 2,562.72 "
TV,2007," 2,576.24 "
TV,2008," 2,317.39 "
TV,2009," 2,681.89 "
TV,2010," 2,771.78 "
TV,2011," 2,384.57 "
TV,2012," 2,109.88 "
UG,2000, 171.13 
UG,2001, 180.11 
UG,2002, 188.17 
UG,2003, 185.22 
UG,2004, 190.42 
UG,2005, 179.19 
UG,2006, 175.65 
UG,2007, 190.32 
UG,2008, 211.47 
UG,2009, 207.57 
UG,2010, 277.13 
UG,2011, 261.14 
UG,2012, 251.54 
UA,2000," 1,766.86 "
UA,2001," 1,941.31 "
UA,2002," 2,135.99 "
UA,2003," 2,419.26 "
UA,2004," 2,920.92 "
UA,2005," 3,208.71 "
UA,2006," 3,505.21 "
UA,2007," 3,739.15 "
UA,2008," 4,162.63 "
UA,2009," 3,646.53 "
UA,2010," 3,850.17 "
UA,2011," 3,784.84 "
UA,2012," 4,083.09 "
AE,2000," 23,789.00 "
AE,2001," 26,042.20 "
AE,2002," 22,761.02 "
AE,2003," 22,469.17 "
AE,2004," 20,164.91 "
AE,2005," 15,665.90 "
AE,2006," 14,158.23 "
AE,2007," 13,012.54 "
AE,2008," 12,911.44 "
AE,2009," 17,017.04 "
AE,2010," 14,373.11 "
AE,2011," 13,132.97 "
AE,2012," 12,416.32 "
GB,2000," 10,683.97 "
GB,2001," 11,822.55 "
GB,2002," 12,414.63 "
GB,2003," 13,153.18 "
GB,2004," 13,701.07 "
GB,2005," 14,213.46 "
GB,2006," 14,567.47 "
GB,2007," 14,870.12 "
GB,2008," 15,614.67 "
GB,2009," 16,221.04 "
GB,2010," 16,136.62 "
GB,2011," 15,691.52 "
GB,2012," 15,626.39 "
US,2000,  
US,2001," 15,536.16 "
US,2002," 16,139.47 "
US,2003," 16,708.03 "
US,2004," 17,042.06 "
US,2005," 17,504.78 "
US,2006," 17,677.78 "
US,2007," 18,191.34 "
US,2008," 19,122.04 "
US,2009," 20,914.51 "
US,2010," 20,370.36 "
US,2011," 19,982.85 "
US,2012," 19,691.74 "
UY,2000," 3,945.05 "
UY,2001," 3,979.81 "
UY,2002," 3,618.29 "
UY,2003," 3,660.48 "
UY,2004," 3,706.41 "
UY,2005," 3,899.86 "
UY,2006," 4,151.59 "
UY,2007," 4,346.14 "
UY,2008," 4,616.37 "
UY,2009," 5,037.28 "
UY,2010," 5,578.80 "
UY,2011," 5,698.31 "
UY,2012," 6,127.14 "
UZ,2000, 969.85 
UZ,2001, 909.75 
UZ,2002, 979.14 
UZ,2003, 896.72 
UZ,2004, 907.85 
UZ,2005, 897.87 
UZ,2006, 935.65 
UZ,2007," 1,058.25 "
UZ,2008," 1,139.01 "
UZ,2009," 1,346.80 "
UZ,2010," 1,342.05 "
UZ,2011," 1,383.40 "
UZ,2012," 1,553.92 "
VU,2000, 711.58 
VU,2001, 589.30 
VU,2002, 540.42 
VU,2003, 467.78 
VU,2004, 466.04 
VU,2005, 468.33 
VU,2006, 545.06 
VU,2007, 617.69 
VU,2008, 783.27 
VU,2009, 783.73 
VU,2010, 759.20 
VU,2011, 712.01 
VU,2012, 669.77 
VE,2000," 4,091.39 "
VE,2001," 4,680.64 "
VE,2002," 4,068.80 "
VE,2003," 3,826.74 "
VE,2004," 4,410.59 "
VE,2005," 5,023.03 "
VE,2006," 6,352.68 "
VE,2007," 6,218.63 "
VE,2008," 6,247.08 "
VE,2009," 5,674.52 "
VE,2010," 5,221.99 "
VE,2011," 6,694.39 "
VE,2012," 7,059.25 "
VN,2000, 598.47 
VN,2001, 677.06 
VN,2002, 727.81 
VN,2003, 868.05 
VN,2004, 806.89 
VN,2005, 907.88 
VN,2006, 955.52 
VN,2007," 1,095.67 "
VN,2008," 1,099.46 "
VN,2009," 1,322.27 "
VN,2010," 1,339.78 "
VN,2011," 1,268.37 "
VN,2012," 1,355.22 "
YE,2000," 1,265.95 "
YE,2001," 1,228.76 "
YE,2002," 1,253.19 "
YE,2003," 1,448.62 "
YE,2004," 1,419.00 "
YE,2005," 1,570.49 "
YE,2006," 1,604.94 "
YE,2007," 1,746.98 "
YE,2008," 1,806.53 "
YE,2009," 1,564.06 "
YE,2010," 1,398.14 "
YE,2011," 1,204.08 "
YE,2012," 1,451.13 "
ZM,2000, 498.97 
ZM,2001, 674.74 
ZM,2002, 605.52 
ZM,2003, 677.93 
ZM,2004, 540.51 
ZM,2005, 593.35 
ZM,2006, 542.99 
ZM,2007, 576.01 
ZM,2008, 582.10 
ZM,2009, 489.69 
ZM,2010, 586.03 
ZM,2011, 663.41 
ZM,2012, 793.86 
ZW,2000,  
ZW,2001,  
ZW,2002,  
ZW,2003,  
ZW,2004,  
ZW,2005, 262.37 
ZW,2006, 132.80 
ZW,2007, 77.22 
ZW,2008, 46.08 
ZW,2009, 157.80 
ZW,2010, 274.42 
ZW,2011, 367.48 
ZW,2012, 382.64 
