"id","in-oda-gross.2000","capital-repayment.2000","interest-repayment.2000","in-oda-gross.2001","capital-repayment.2001","interest-repayment.2001","in-oda-gross.2002","capital-repayment.2002","interest-repayment.2002","in-oda-gross.2003","capital-repayment.2003","interest-repayment.2003","in-oda-gross.2004","capital-repayment.2004","interest-repayment.2004","in-oda-gross.2005","capital-repayment.2005","interest-repayment.2005","in-oda-gross.2006","capital-repayment.2006","interest-repayment.2006","in-oda-gross.2007","capital-repayment.2007","interest-repayment.2007","in-oda-gross.2008","capital-repayment.2008","interest-repayment.2008","in-oda-gross.2009","capital-repayment.2009","interest-repayment.2009","in-oda-gross.2010","capital-repayment.2010","interest-repayment.2010","in-oda-gross.2011","capital-repayment.2011","interest-repayment.2011","in-oda-gross.2012","capital-repayment.2012","interest-repayment.2012","in-oda-gross.2013","capital-repayment.2013","interest-repayment.2013"
"KI",31710000,120000,60000,27490000,140000,60000,39860000,110000,80000,31160000,110000,110000,24270000,90000,130000,38280000,310000,160000,37050000,350000,170000,35430000,340000,160000,32480000,140000,150000,34840000,380000,150000,26280000,370000,140000,64460000,720000,150000,65360000,690000,150000,69870000,1020000,140000
"MH",76220000,0,360000,96250000,0,680000,81410000,120000,710000,70520000,70000,730000,61530000,340000,750000,67070000,380000,630000,62550000,370000,340000,58280000,1270000,1120000,57520000,910000,360000,65050000,2360000,1080000,97010000,2370000,850000,85980000,2150000,820000,78260000,2250000,820000,98030000,2460000,890000
"FM",131470000,60000,380000,175850000,5e+05,4e+05,141880000,0,410000,141620000,0,430000,103310000,130000,450000,124040000,150000,450000,122790000,140000,450000,127450000,320000,440000,100980000,760000,520000,129280000,960000,490000,132030000,1430000,530000,136760000,1400000,580000,116410000,1380000,570000,148610000,1990000,570000
"NR",7190000,0,0,20830000,0,0,31090000,0,0,35150000,0,0,25600000,0,0,15070000,0,0,28680000,0,0,3.6e+07,0,0,41540000,0,0,32950000,0,0,31980000,0,0,37670000,0,0,35730000,0,0,30300000,0,0
"NU",7520000,0,0,8410000,0,0,10230000,0,0,16080000,0,0,22430000,0,0,28940000,0,0,12930000,0,0,17980000,0,0,22030000,0,0,11670000,0,0,17220000,20000,0,21120000,0,0,20140000,10000,0,18010000,0,0
"PW",47460000,0,0,44930000,0,0,41990000,0,0,32780000,0,0,23770000,0,0,28690000,0,0,43890000,0,0,26320000,0,0,47440000,0,0,37840000,0,0,27660000,0,0,28450000,0,0,1.5e+07,0,30000,39040000,0,30000
"PG",676410000,40570000,23290000,590350000,58940000,23800000,584290000,55950000,23280000,529190000,51600000,20380000,537680000,51270000,20050000,493280000,49390000,19060000,500040000,52840000,17740000,497200000,49120000,16310000,540390000,135190000,17250000,591390000,38350000,11540000,624860000,43460000,11100000,655060000,47480000,11100000,713340000,48510000,10140000,731950000,48720000,10510000
"WS",56630000,4860000,1840000,84610000,5140000,1870000,74190000,4770000,1740000,57760000,4310000,1610000,51970000,4610000,1750000,64430000,4640000,2010000,72100000,5750000,2050000,53530000,5250000,1550000,52560000,5340000,1560000,97630000,5880000,1730000,167910000,7110000,1570000,104560000,8540000,2300000,129410000,8760000,2320000,129960000,8910000,2410000
"SB",137200000,5700000,1880000,136170000,5950000,1700000,71020000,4970000,1320000,173720000,30590000,2670000,2.2e+08,2750000,1080000,317810000,3140000,950000,320230000,2560000,960000,351250000,6220000,940000,304990000,4870000,1010000,296540000,4900000,1050000,392760000,4840000,1e+06,337040000,4800000,1020000,309930000,4940000,920000,309080000,4770000,840000
"TK",8320000,0,0,9580000,0,0,10520000,0,0,11190000,0,0,12650000,0,0,21890000,0,0,16540000,0,0,15680000,0,0,26690000,0,0,13480000,0,0,16690000,0,0,20330000,0,0,18740000,0,0,23270000,0,0
"TO",38780000,3560000,1050000,43030000,3990000,1010000,48660000,4e+06,960000,46660000,2960000,820000,32690000,3060000,920000,47620000,3260000,910000,33790000,2540000,810000,43460000,3260000,760000,33790000,1360000,670000,51520000,1640000,670000,79600000,1940000,620000,95330000,2550000,730000,80870000,2610000,640000,85390000,2560000,610000
"TV",8880000,20000,30000,16670000,20000,50000,19850000,20000,60000,10360000,0,50000,11970000,0,50000,12780000,0,50000,21210000,0,70000,15040000,0,60000,20320000,250000,80000,21400000,270000,90000,15230000,240000,90000,39150000,430000,150000,24950000,460000,150000,29260000,510000,130000
"VU",86290000,2350000,760000,68790000,1380000,960000,57690000,1760000,1010000,60620000,1790000,970000,62690000,2270000,1180000,60080000,2090000,850000,71750000,2280000,1e+06,74140000,2440000,9e+05,110920000,2430000,830000,132060000,2800000,740000,124070000,2890000,8e+05,95890000,3900000,960000,105350000,3930000,860000,99810000,3780000,670000
"WF",90060000,0,0,87710000,0,0,85410000,0,0,73500000,0,0,86230000,0,20000,83680000,0,0,115630000,290000,160000,118490000,570000,170000,122210000,580000,150000,113370000,580000,130000,127780000,6e+05,110000,122720000,610000,90000,120620000,610000,80000,101350000,620000,0
"oceania",124660000,3690000,0,129820000,5540000,0,86690000,310000,0,140220000,9370000,0,139690000,10860000,0,208220000,280000,0,186950000,10000,30000,193870000,10000,0,428690000,60000,130000,285620000,30000,260000,318320000,2050000,260000,338580000,950000,890000,2.51e+08,1210000,840000,270520000,440000,440000
"bilateral-unspecified",14082550000,282990000,215620000,13961850000,498180000,3850000,16464500000,240680000,7340000,17697830000,190770000,169150000,19179720000,191310000,2640000,17027300000,20600000,3510000,18776660000,163910000,4430000,21352540000,556080000,860000,22986130000,148480000,710000,26190300000,124450000,580000,29291240000,301980000,7670000,28549760000,530620000,19080000,28231540000,6.19e+08,25960000,30478180000,581360000,16960000
